circ_mv,close,float_share,free_share,index,level_0,pb,pe,pe_ttm,ps,ps_ttm,total_mv,total_share,trade_date,ts_code,turnover_rate,turnover_rate_f,volume_ratio
329539.05,7.47,44115.0,17454.0925,1940,,2.1513,45.4961,39.9941,10.331,8.9182,329539.05,44115.0,20100521,600168.SH,1.5671,3.9607,1.24
618942.6281,10.88,56888.1092,28235.75,730,,1.8705,23.7638,23.7206,6.5524,6.5692,772011.8249,70956.9692,20150729,600168.SH,4.2167,8.4957,0.91
630889.131,11.09,56888.1092,28235.75,725,,1.9066,24.2225,24.1785,6.6789,6.696000000000001,786912.7884,70956.9692,20150805,600168.SH,4.2352,8.5329,1.14
69696.0,4.84,14400.0,14400.0,3275,,2.1841,98.7736,78.2642,0.9828,0.8885,180131.4537,37217.2425,20050617,600169.SH,2.6413,2.6413,0.9
55152.0,3.83,14400.0,14400.0,3260,,1.7283,78.1618,61.9322,0.7777,0.7031,142542.0388,37217.2425,20050708,600169.SH,2.2272,2.2272,1.18
50400.0,3.5,14400.0,14400.0,3250,,1.5794,71.4272,56.596000000000004,0.7107,0.6425,130260.3488,37217.2425,20050722,600169.SH,2.6553,2.6553,1.63
292642.56,15.28,19152.0,14400.0,2530,,3.949,20.1978,15.0051,1.2035,1.0242,568679.4654,37217.2425,20080917,600169.SH,0.1924,0.2559,0.98
1498004.19,6.18,242395.5,156288.7275,880,,2.7656,466.16,504.4769,1.6601,1.7031,1498004.19,242395.5,20150728,600169.SH,3.9695,6.1565,0.92
1628897.76,6.72,242395.5,156288.7275,875,,3.0072,506.8924,548.5575,1.8052,1.8519,1628897.76,242395.5,20150804,600169.SH,2.2512,3.4914,0.74
1250760.78,5.16,242395.5,156288.7275,855,,2.3075,389.221,441.2633,1.3861,1.5085,1250760.78,242395.5,20150901,600169.SH,3.0041,4.6592,0.76
105356.16,3.36,31356.0,23400.0,3140,,0.7558,11.5958,9.9619,0.1706,0.1431,241684.128,71929.8,20051130,600170.SH,0.3256,0.4362,1.31
108805.32,3.47,31356.0,23400.0,3130,,0.7806,11.9754,10.288,0.1762,0.1478,249596.40600000002,71929.8,20051214,600170.SH,1.2209,1.636,4.78
371255.04,11.84,31356.0,27759.51,2570,,2.3693,28.316999999999997,28.316999999999997,0.3405,0.3405,851648.832,71929.8,20080414,600170.SH,1.0645,1.2024,0.76
267780.24,8.54,31356.0,27759.51,2520,,1.6839,20.4246,19.949,0.2456,0.2354,614280.4920000001,71929.8,20080627,600170.SH,1.6903,1.9093,1.25
4207111.3635,8.97,469020.2189,127179.936,870,,2.8978,30.0884,29.2943,0.469,0.4477,5331063.1706,594321.4237,20150714,600170.SH,2.6347,9.7164,1.24
4038264.0847,8.61,469020.2189,127179.936,860,,2.7815,28.8808,28.1186,0.4502,0.4298,5117107.4581,594321.4237,20150728,600170.SH,1.7052,6.2887,0.78
2733749.6528,4.75,575526.2427,233685.9598,735,,1.4799,15.9331,15.1827,0.2484,0.2334,2823026.7626,594321.4237,20160129,600170.SH,0.545,1.3423,1.04
250016.1831,6.98,35818.9374,32756.1748,2785,,2.4404,136.2542,143.5032,10.162,6.9477,427561.6597,61255.2521,20070628,600171.SH,2.6971,2.9493,0.76
256105.4024,7.15,35818.9374,32756.1748,2780,,2.4998,139.5727,146.9983,10.4095,7.1169,437975.0525,61255.2521,20070705,600171.SH,3.3532,3.6667,1.48
295697.4696,6.57,45007.2252,35818.8374,2600,,2.2439,174.3469,174.3469,8.6779,8.6779,402447.0063,61255.2521,20080402,600171.SH,1.4122,1.7745,1.14
268693.1344,5.97,45007.2252,35818.8374,2590,,2.0389,158.4248,158.4248,7.8854,7.8854,365693.855,61255.2521,20080417,600171.SH,1.0092,1.268,0.99
175258.1349,3.54,49507.9477,37000.9425,2485,,1.3491,103.3344,129.2211,5.1433,4.5659,238527.9516,67380.7773,20080918,600171.SH,1.2773,1.709,1.15
136146.8562,2.75,49507.9477,37000.9425,2460,,1.0482,80.2739,120.5785,3.9955,3.3781,185297.1376,67380.7773,20081030,600171.SH,0.4365,0.584,0.74
133176.3793,2.69,49507.9477,37000.9425,2455,,1.0253,78.5224,117.9477,3.9083,3.3044,181254.2909,67380.7773,20081106,600171.SH,0.45399999999999996,0.6075,1.15
1264737.1899,18.77,67380.7773,49560.7773,835,,7.9523,326.8647,251.9845,27.0299,26.3356,1264737.1899,67380.7773,20150727,600171.SH,5.2391,7.1229,1.13
1121216.1343,16.64,67380.7773,49560.7773,830,,7.0499,289.7724,223.3896,23.9626,23.3471,1121216.1343,67380.7773,20150803,600171.SH,3.75,5.0984,0.82
876623.9127,13.01,67380.7773,49560.7773,790,,4.8742,226.5589,180.2721,18.7352,17.7253,876623.9127,67380.7773,20150930,600171.SH,1.2306,1.6731,0.48
807221.7121,11.98,67380.7773,49560.7773,710,,4.4527,208.6222,186.8079,17.2519,16.3988,807221.7121,67380.7773,20160128,600171.SH,2.5162,3.4209,0.88
956807.0377,14.2,67380.7773,49560.7773,705,,5.2778,247.2818,221.4251,20.4489,19.4376,956807.0377,67380.7773,20160204,600171.SH,1.9429,2.6415,0.75
57616.0,5.54,10400.0,10400.0,3625,,1.8815,49.4528,45.0289,4.9429,4.3739,148472.0,26800.0,20031020,600172.SH,0.1955,0.1955,0.4
113936.39199999999,6.77,16829.6,15489.6,2770,,1.8385,31.6099,33.7695,2.592,2.6657,181436.0,26800.0,20070704,600172.SH,1.3959,1.5167,0.57
109392.4,6.5,16829.6,15615.11,2580,,1.7371,30.585,30.585,2.5003,2.5003,174200.0,26800.0,20080414,600172.SH,0.9047,0.975,0.88
76742.976,4.56,16829.6,16145.7178,2495,,1.1875,21.4566,21.7034,1.7541,1.8634,122208.0,26800.0,20080818,600172.SH,0.7151,0.7454,0.71
68328.17599999999,4.06,16829.6,16145.7178,2475,,1.0573,19.1039,19.3236,1.5618,1.6591,108808.0,26800.0,20080916,600172.SH,0.9675,1.0084,1.91
844353.348,17.0,49667.844000000005,35817.584,855,,3.3519,52.8425,54.8781,7.109,6.9454,1181554.1178,69503.1834,20150806,600172.SH,5.2154,7.2322,1.18
722170.4518,14.54,49667.844000000005,35817.584,835,,2.8668,45.1958,46.9369,6.0803,5.9404,1010576.2866,69503.1834,20150917,600172.SH,7.8722,10.9163,1.28
846340.0618,17.04,49667.844000000005,35817.584,745,,3.0660000000000003,60.3869,60.9735,8.1239,7.8188,1350247.6949,79239.8882,20160129,600172.SH,1.9051,2.6418,0.95
947341.9354,14.94,63409.7681,49559.5081,740,,2.6882,52.9449,53.4592,7.1227,6.8552,1183843.9297,79239.8882,20160205,600172.SH,4.6498,5.9492,1.97
696993.1464,5.96,116945.1588,88409.4507,210,,1.703,25.8899,25.8899,2.7787,2.7787,879885.5203,147631.7987,20180427,600172.SH,0.45299999999999996,0.5993,0.29
605775.9226,5.18,116945.1588,90413.9506,190,,1.4642,22.5017,25.3721,2.4151,2.4267,764732.7173,147631.7987,20180529,600172.SH,1.148,1.4849,0.81
568419.6162,4.89,116241.2303,89710.0221,185,,1.3822,21.2419,23.9516,2.2798,2.2909,721919.4956,147631.7987,20180605,600172.SH,0.9037,1.1709,0.74
19084.914,1.88,10151.55,10151.55,3005,,0.8181,,,1.1159999999999999,1.1840000000000002,43240.0,23000.0,20050427,600173.SH,0.7252,0.7252,1.12
19287.945,1.9,10151.55,10151.55,2880,,0.9072,,,1.1279,1.4918,43700.0,23000.0,20051104,600173.SH,1.0586,1.0586,1.12
82288.4643,7.72,10659.1275,10659.1275,2390,,5.3132,21.2107,13.3841,3.3309,2.3337,254760.0,33000.0,20080423,600173.SH,1.9295,1.9295,0.71
61822.9395,5.8,10659.1275,10659.1275,2345,,3.9917,15.9355,10.0554,2.5025,1.7533,191400.0,33000.0,20080630,600173.SH,0.6422,0.6422,0.48
67152.5033,6.3,10659.1275,10659.1275,2340,,4.3359,17.3092,10.9223,2.7183,1.9044,207900.0,33000.0,20080707,600173.SH,1.91,1.91,2.26
49671.5342,4.66,10659.1275,10659.1275,2305,,3.2096,12.8033,6.4739,2.0106,1.2475,153780.0,33000.0,20080826,600173.SH,0.7176,0.7176,0.99
499564.5899,6.89,72505.746,40276.8493,660,,3.1419,19.2165,19.6287,2.5708,2.4938,499626.5999,72514.746,20150727,600173.SH,3.741,6.7345,0.75
506815.1645,6.99,72505.746,40276.8493,650,,3.1348,19.4954,20.6215,2.6081,2.4594,506878.0745,72514.746,20150810,600173.SH,3.5109,6.3203,1.65
355278.1554,4.9,72505.746,40276.8493,615,,2.1975,13.6663,14.4557,1.8283,1.7241,355322.2554,72514.746,20150930,600173.SH,0.3653,0.6576,0.37
448085.5103,6.18,72505.746,40276.8493,535,,2.761,17.2363,18.4564,2.3059,2.1242,448141.1303,72514.746,20160128,600173.SH,1.1293,2.033,0.89
481438.1534,6.64,72505.746,40276.8493,530,,2.9665,18.5193,19.8302,2.4775,2.2823,481497.9134,72514.746,20160204,600173.SH,1.0688,1.9240000000000002,1.03
493764.1303,6.81,72505.746,40276.8493,525,,3.0424,18.9934,20.3379,2.5409,2.3408,493825.4203,72514.746,20160218,600173.SH,1.5754,2.8359,1.92
25772.88,9.66,2668.0,2668.0,3895,,2.591,54.5174,,14.5597,19.3309,103052.88,10668.0,20020128,600175.SH,0.7324,0.7324,1.08
146994.1141,15.85,9274.0766,7932.6,2640,,5.3569,99.8281,108.8274,1.3938,1.3951,263776.968,16642.08,20070710,600175.SH,4.4133,5.1597,1.18
183997.6797,19.84,9274.0766,7932.6,2630,,6.7524,124.9583,136.2231,1.7447,1.7463,330178.8672,16642.08,20070724,600175.SH,5.6635,6.6212,0.87
110475.502,9.69,11400.9806,7932.6,2450,,3.7605,28.5065,28.5065,0.97,0.97,222308.7552,22942.08,20080423,600175.SH,0.5483,0.7881,0.91
82942.1339,4.85,17101.4709,8764.704,2410,,2.7893,21.4019,22.5407,0.7283,0.7109,166903.63199999998,34413.12,20080624,600175.SH,1.6367,3.1936,0.37
75075.4573,4.39,17101.4709,8764.704,2405,,2.5248,19.3721,20.4028,0.6592,0.6435,151073.5968,34413.12,20080701,600175.SH,0.9176,1.7904,0.49
56434.85400000001,3.3,17101.4709,8764.704,2350,,1.9098,14.5621,15.0174,0.4955,0.5284,113563.296,34413.12,20080918,600175.SH,0.8485,1.6556,1.47
189375.1354,4.46,42460.7927,32131.3496,1955,,2.8931,40.9558,30.3933,2.472,2.0007,505446.7334,113328.864,20100517,600175.SH,2.5071,3.3131,1.34
780489.9040000001,5.39,144803.3217,112978.3547,755,,2.8438,69.8472,50.3587,3.137,3.0211,1321109.2174,245103.7509,20150828,600175.SH,4.3669,5.597,1.49
677679.5456,4.68,144803.3217,112978.3547,735,,2.4692,60.6466,43.7252,2.7238,2.6232,1147085.5542,245103.7509,20150929,600175.SH,1.8494,2.3703,1.09
718224.4756,4.96,144803.3217,112978.3547,640,,2.6713,59.3571,95.7088,2.8867,2.8558,1215714.6045,245103.7509,20160225,600175.SH,2.9496,3.7805,1.06
644622.8649,2.63,245103.7509,179493.3761,125,,0.8729,162.4858,64.5538,1.4512,1.3878,940616.5473,357648.8773,20180829,600175.SH,2.0829,2.8443,0.53
86333.18400000001,5.05,17095.68,14246.4,2990,,3.0238,17.4797,19.8788,1.4741,1.4851,215832.96,42739.2,20060821,600176.SH,3.8587,4.6304,1.14
351830.9261,12.9,27273.7152,22999.7952,2500,,3.9393,17.8645,14.8297,1.7225,1.4412,551335.68,42739.2,20080916,600176.SH,0.7826,0.9279999999999999,1.2
853929.2159999999,19.98,42739.2,18725.8752,1795,,2.5887,56.4348,45.3719,2.4393,2.1936,1162342.494,58175.3,20110927,600176.SH,0.8488,1.9372,0.68
537231.744,12.57,42739.2,18725.8752,1735,,2.3179,35.5048,25.7737,1.5346,1.3498,731263.521,58175.3,20111227,600176.SH,1.1125,2.5391,0.6
506459.52,11.85,42739.2,18725.8752,1730,,2.1852,33.4711,24.2974,1.4467,1.2725,689377.305,58175.3,20120105,600176.SH,1.5928,3.6353,1.15
1705925.9814,13.85,123171.55099999999,70428.9129,2610,,2.0234,39.917,16.1048,5.0325,4.5098,3083857.1976,222661.1695,20080402,600177.SH,0.9781,1.7106,1.39
1713316.2744,13.91,123171.55099999999,70428.9129,2600,,2.0321,40.0899,16.1745,5.0543,4.5293,3097216.8677,222661.1695,20080417,600177.SH,0.4915,0.8596,0.76
1338874.7594,10.87,123171.55099999999,70428.9129,2560,,2.2495,9.7763,11.6667,3.4409,2.7873,2420326.9125,222661.1695,20080618,600177.SH,1.0348,1.8097,1.5
1251422.9582,10.16,123171.55099999999,70428.9129,2550,,2.1026,9.1377,10.9047,3.2162,2.6052,2262237.4821,222661.1695,20080702,600177.SH,0.6072,1.062,0.82
1734418.2599,10.78,160892.2319,117513.0223,2095,,1.8119,7.354,9.3934,1.9549,2.0931,2400287.4072,222661.1695,20100520,600177.SH,0.375,0.5135,0.52
3181828.1122,14.29,222661.1695,145576.1863,880,,1.8218,10.0614,8.3927,2.0007,1.8558,3181828.1122,222661.1695,20150708,600177.SH,1.631,2.4946,0.36
2549470.3908,11.45,222661.1695,145526.1863,860,,1.4597,8.0618,6.7247,1.6031,1.4869999999999999,2549470.3908,222661.1695,20150825,600177.SH,4.3548,6.662999999999999,1.66
75581.532,4.04,18708.3,13858.0,3010,,1.1782,22.0799,20.7566,0.828,0.8068,186680.32,46208.0,20060810,600178.SH,1.2184,1.6448,0.98
147341.087,7.01,21018.7,19051.7,2630,,1.8309,21.494,21.494,1.7485,1.7485,323918.08,46208.0,20080422,600178.SH,0.6757,0.7454,0.8
122328.834,5.82,21018.7,19051.7,2585,,1.5,17.8453,15.9206,1.4517,1.4375,268930.56,46208.0,20080630,600178.SH,1.0575,1.1667,1.12
100081.839,4.29,23329.1,19051.7,2535,,1.0874,13.154000000000002,15.5781,1.0701,1.1429,198232.32,46208.0,20080908,600178.SH,0.7332,0.8979,0.96
562813.44,12.18,46208.0,21018.7,2130,,2.5677,24.0422,21.7117,2.6114,2.3439,562813.44,46208.0,20100525,600178.SH,1.9423,4.2701,1.32
498122.24,10.78,46208.0,21018.7,2120,,2.2725,21.2788,19.2161,2.3113,2.0745,498122.24,46208.0,20100608,600178.SH,1.4895,3.2745,1.11
432506.88,9.36,46208.0,21018.7,890,,2.5274,133.3649,145.6936,5.8195,5.2844,432506.88,46208.0,20150714,600178.SH,0.16699999999999998,0.3671,0.07
409864.96,8.87,46208.0,21018.7,880,,2.3951,126.3832,138.0665,5.5148,5.0078,409864.96,46208.0,20150728,600178.SH,3.8964,8.5659,0.92
465776.64,10.08,46208.0,21018.7,875,,2.7218,143.6237,156.9008,6.2671,5.6909,465776.64,46208.0,20150804,600178.SH,3.011,6.6194,0.74
337318.4,7.3,46208.0,21018.7,755,,1.9142,104.0132,32.3064,4.5387,3.2612,337318.4,46208.0,20160129,600178.SH,1.4380000000000002,3.1612,0.92
349794.56,7.57,46208.0,21018.7,750,,1.985,107.8603,33.5013,4.7066,3.3818,349794.56,46208.0,20160205,600178.SH,0.9353,2.0562,0.76
56000.0,5.6,10000.0,10000.0,3840,,2.388,91.8168,,1.7249,1.7096,184800.0,33000.0,20020125,600179.SH,0.6738,0.6738,0.81
88960.0,5.56,16000.0,16000.0,2570,,2.4318,205.5943,142.2588,1.9445,2.0819,216840.0,39000.0,20070628,600179.SH,4.8781,4.8781,0.86
83680.0,5.23,16000.0,16000.0,2565,,2.2875,193.3918,133.8154,1.8291,1.9583,203970.0,39000.0,20070705,600179.SH,2.8481,2.8481,0.8
117095.6176,6.43,18210.827,18210.827,2385,,2.7837,194.0855,194.0855,1.8883,1.8883,250770.0,39000.0,20080402,600179.SH,3.9795,3.9795,1.12
80856.0719,4.44,18210.827,18210.827,2285,,1.8817,134.0186,70.0694,1.3039,1.0409,173160.0,39000.0,20080828,600179.SH,1.2429,1.2429,0.81
72114.8749,3.96,18210.827,18210.827,2270,,1.6783,119.5301,62.4943,1.1629,0.9284,154440.0,39000.0,20080919,600179.SH,2.2747,2.2747,1.39
55357.2983,3.01,18391.129,18210.827,2240,,1.2562,90.8549,31.9838,0.8839,0.6321,117390.0,39000.0,20081107,600179.SH,1.8938,1.9126,1.91
96242.9014,4.93,19521.8867,19521.8867,1870,,3.1785,,,1.3153,1.3630000000000002,192270.0,39000.0,20100521,600179.SH,2.7078,2.7078,0.63
82772.7996,4.24,19521.8867,19521.8867,1590,,3.7022,98.7996,,1.0501,1.0298,165360.0,39000.0,20111228,600179.SH,1.4546,1.4546,0.36
84334.5505,4.32,19521.8867,19521.8867,1575,,3.7721,100.6638,,1.0699,1.0492,168480.0,39000.0,20120120,600179.SH,4.5353,4.5353,1.11
576810.0,14.79,39000.0,20305.8867,840,,,,,5.3399,5.175,576810.0,39000.0,20150730,600179.SH,5.5029,10.569,0.75
399360.0,10.24,39000.0,20305.8867,800,,,,,3.6972,3.5627,399360.0,39000.0,20150928,600179.SH,2.5342,4.8673,0.99
460590.0,11.81,39000.0,20305.8867,720,,,,,4.263999999999999,4.2709,460590.0,39000.0,20160126,600179.SH,2.7303,5.244,0.85
444210.0,11.39,39000.0,20305.8867,715,,,,,4.1124,4.119,444210.0,39000.0,20160202,600179.SH,2.0459,3.9295,0.8
763618.4119,15.87,48117.1022,42195.0316,230,,5.6208,30.516,30.516,2.4933,2.4933,1685597.947,106212.8511,20180328,600179.SH,13.1699,15.0183,2.39
86239.8801,7.41,11638.3104,11638.3104,2450,,2.3642,,,3.0356,4.3521,185983.6493,25099.007999999998,20070710,600180.SH,3.6352,3.6352,0.92
70784.0018,5.49,12893.2608,11638.3104,2285,,2.1092,,,2.2491,26.9755,137793.5539,25099.007999999998,20080425,600180.SH,12.1679,13.48,1.63
52088.7736,4.04,12893.2608,11638.3104,2265,,5.266,,,6.0145,7.6602,101399.9923,25099.007999999998,20080725,600180.SH,9.2072,10.2,1.7
23852.5325,1.85,12893.2608,12893.2608,2225,,,,,2.7542,3.1677,46433.1648,25099.007999999998,20080924,600180.SH,1.4835,1.4835,0.33
64393.1967,4.95,13008.7266,13008.7266,1970,,7.4954,,,,53.0146,124240.0896,25099.007999999998,20100521,600180.SH,2.7538,2.7538,1.14
102378.6783,7.87,13008.7266,13008.7266,1720,,11.842,2135.2869,1882.0955,,84.2879,197529.193,25099.007999999998,20110622,600180.SH,3.6523,3.6523,1.7
144202.0943,6.58,21915.2119,14415.2119,1680,,9.9495,1785.2843,3293.2529999999997,,70.472,165151.4726,25099.007999999998,20120131,600180.SH,1.7955,2.7296,1.23
698584.6414,26.42,26441.507999999998,26441.507999999998,885,,10.1569,46.4391,47.1435,2.7989,2.7499,2334151.2353,88347.8893,20150701,600180.SH,4.1327,4.1327,1.17
634596.192,24.0,26441.507999999998,26441.507999999998,880,,6.4456,48.5804,49.3172,2.928,2.8767,2441777.9136,101740.7464,20150714,600180.SH,0.1608,0.1608,0.04
658657.9643,24.91,26441.507999999998,26441.507999999998,870,,6.69,50.4224,51.1872,3.0389999999999997,2.9858,2534361.9928,101740.7464,20150728,600180.SH,6.0971,6.0971,1.56
610798.8348,23.1,26441.507999999998,26441.507999999998,865,,6.2038,46.7587,47.4678,2.8182,2.7689,2350211.2418,101740.7464,20150804,600180.SH,2.1811,2.1811,0.58
1612416.8275,18.27,88254.8893,26441.507999999998,845,,4.8857,36.9819,37.764,2.2289,2.1647,1858803.4367,101740.7464,20150917,600180.SH,1.4586,4.8684,1.38
1247924.1347,14.14,88254.8893,26441.507999999998,755,,3.6919,28.622,30.3916,1.7251,1.5379,1438614.1541,101740.7464,20160129,600180.SH,0.3178,1.0606,0.89
57120.0,4.76,12000.0,12000.0,3775,,2.0944,508.9388,55.887,2.2699,2.0245,161840.0,34000.0,20020124,600182.SH,2.5215,2.5215,3.25
92990.0,5.47,17000.0,12000.0,3270,,7.0306,,,11.7943,1.5416,185980.0,34000.0,20041229,600182.SH,0.5352,0.7582,0.32
86190.0,5.07,17000.0,12000.0,3265,,6.5165,,,10.9319,1.4289,172380.0,34000.0,20050106,600182.SH,0.5372,0.7611,0.46
70550.0,4.15,17000.0,12000.0,3195,,4.4914,19.5852,13.9768,0.8348,0.7138,141100.0,34000.0,20050426,600182.SH,1.7032,2.4128,1.11
146370.0,8.61,17000.0,12000.0,2665,,10.3469,349.55699999999996,202.4604,1.399,1.3425,292740.0,34000.0,20070712,600182.SH,4.8343,6.8486,1.21
120190.0,7.07,17000.0,12000.0,2475,,6.8294,30.7655,30.7655,0.8611,0.8611,240380.0,34000.0,20080424,600182.SH,2.0003,2.8338,1.62
86190.0,5.07,17000.0,12000.0,2435,,4.7979,22.0624,22.5764,0.6175,0.6003,172380.0,34000.0,20080624,600182.SH,0.4427,0.6272,0.43
81770.0,4.81,17000.0,12000.0,2430,,4.5519,20.930999999999997,21.4186,0.5859,0.5695,163540.0,34000.0,20080701,600182.SH,0.4891,0.6929,0.49
88230.0,5.19,17000.0,12000.0,2420,,4.9115,22.5846,23.1108,0.6322,0.6145,176460.0,34000.0,20080715,600182.SH,1.0504,1.4881,0.84
57290.0,3.37,17000.0,12000.0,2375,,3.1789,14.6648,21.1423,0.4105,0.3809,114580.0,34000.0,20080917,600182.SH,0.6467,0.9161,1.43
137530.0,8.09,17000.0,17000.0,1965,,5.4194,18.5152,19.1098,1.0393,0.9632,275060.0,34000.0,20100528,600182.SH,1.7433,1.7433,0.97
352750.0,20.75,17000.0,17000.0,715,,7.32,33.7344,37.7957,1.7690000000000001,1.8844,705500.0,34000.0,20150727,600182.SH,6.5673,6.5673,0.98
303450.0,17.85,17000.0,17000.0,710,,6.297000000000001,29.0197,32.5134,1.5218,1.621,606900.0,34000.0,20150803,600182.SH,2.3774,2.3774,0.53
242080.0,14.24,17000.0,17000.0,690,,4.6989,23.1508,22.8008,1.214,1.2618,484160.0,34000.0,20150831,600182.SH,3.6579,3.6579,1.19
275740.0,16.22,17000.0,17000.0,90,,6.3627,90.2467,65.1117,1.5949,1.6054,551480.0,34000.0,20181025,600182.SH,1.124,1.124,0.63
99556.5798,5.14,19368.9844,19368.9844,3305,,2.5872,15.4564,15.4564,1.7798,1.7798,327940.0313,63801.5625,20050421,600183.SH,1.0244,1.0244,0.6
614370.2357,8.31,73931.4363,45853.223,2630,,3.8987,16.817999999999998,16.817999999999998,1.8636,1.8636,795286.4770000001,95702.3438,20080417,600183.SH,0.7509,1.2108,0.72
480554.336,6.5,73931.4363,46120.7107,2585,,3.1368,13.1548,13.9033,1.4577,1.3855,622065.2347,95702.3438,20080625,600183.SH,0.8444,1.3535,1.45
425845.0731,5.76,73931.4363,46120.7107,2580,,2.7797,11.6572,12.3205,1.2918,1.2278,551245.5003,95702.3438,20080702,600183.SH,0.3032,0.4861,0.54
13740.0,4.58,3000.0,3000.0,3222,,1.1684,36.0437,63.1295,2.5254,2.6287,32060.0,7000.0,20050428,600184.SH,1.3151,1.3151,0.86
13050.0,4.35,3000.0,3000.0,3217,,1.1097,34.2336,59.9592,2.3986,2.4967,30450.0,7000.0,20050513,600184.SH,2.1385,2.1385,2.11
65539.8,13.74,4770.0,3180.0,2782,,4.4221,214.5221,234.903,7.3109,7.0174,144270.0,10500.0,20070709,600184.SH,2.3008,3.4512,0.68
45304.3125,8.1,5593.125,5068.125,2547,,2.5405,120.4232,152.9913,1.9902,1.7582,85050.0,10500.0,20080630,600184.SH,0.95,1.0484,0.42
40326.4313,7.21,5593.125,5068.125,2512,,2.2614,107.1915,136.1811,1.7715,1.565,75705.0,10500.0,20080818,600184.SH,4.2262,4.664,2.28
31601.1563,5.65,5593.125,5068.125,2492,,1.7508,83.9989,42.6249,1.3882,1.0041,59325.0,10500.0,20080917,600184.SH,0.7459,0.8232,0.62
778476.3755,18.59,41876.0826,13039.851999999999,892,,7.8588,125.8745,122.4684,4.24,4.1932,778476.3755,41876.0826,20150710,600184.SH,0.7623,2.4481,0.27
844640.5859999999,20.17,41876.0826,15129.851999999999,837,,8.415,136.5729,134.1004,4.6003,4.12,844640.5859999999,41876.0826,20150929,600184.SH,1.8582,5.143,0.52
123651.0495,6.49,19052.55,19052.55,2755,,3.0346,205.1955,304.6317,2.6553,2.6726,168537.512,25968.8,20070709,600185.SH,3.767,3.767,1.06
208053.84600000002,8.4,24768.315,19052.55,2610,,5.4562,345.2596,,4.4677,5.0754,283579.29600000003,33759.44,20080401,600185.SH,1.1926,1.5504,1.22
194678.9559,7.86,24768.315,19052.55,2595,,5.1054,323.0644,,4.1805,4.7491,265349.1984,33759.44,20080423,600185.SH,0.6208,0.807,1.0
141427.0787,5.71,24768.315,19052.55,2550,,4.0102,,,2.4392,2.597,192766.4024,33759.44,20080702,600185.SH,0.9851,1.2807,1.55
89165.93400000001,3.6,24768.315,19052.55,2500,,2.6859,,,1.5379,1.7441,121533.984,33759.44,20080918,600185.SH,1.0667,1.3866,1.41
69351.282,2.8,24768.315,19052.55,2475,,2.2227,,,1.1961,1.3889,94526.43199999999,33759.44,20081030,600185.SH,0.8225,1.0693,1.21
68112.8663,2.75,24768.315,19052.55,2470,,2.1830000000000003,,,1.1748,1.3641,92838.46,33759.44,20081106,600185.SH,0.4599,0.5978,0.74
285604.8624,8.46,33759.44,27759.44,2105,,2.8409,20.7788,14.1013,9.526,5.6562,488644.8624,57759.44,20100525,600185.SH,2.7444,3.3375,0.71
1432482.0008,24.8,57761.371,27761.371,875,,4.2964,45.7425,13.6639,9.7693,13.8874,1432482.0008,57761.371,20150729,600185.SH,2.935,6.1066,0.59
1249956.0684,21.64,57761.371,27761.371,870,,3.7489999999999997,39.914,11.9228,8.5245,12.1179,1249956.0684,57761.371,20150805,600185.SH,2.6821,5.5805,0.95
928225.2320000001,16.07,57761.371,27761.371,845,,2.6787,29.6404,8.461,6.3304,13.0231,928225.2320000001,57761.371,20150916,600185.SH,2.9057,6.0457,1.04
87724.0,2.41,36400.0,36400.0,3255,,1.1409,,,1.8154,2.0171,213044.0,88400.0,20041109,600186.SH,0.5693,0.5693,0.52
321457.5,4.71,68250.0,68250.0,2705,,3.1398,479.2568,221.6044,2.6669,2.4891,500213.4505,106202.4311,20070710,600186.SH,2.5482,2.5482,0.75
316793.6948,3.86,82070.9054,68250.0,2470,,2.5314,,144.5673,1.8506,1.9521,409941.38399999996,106202.4311,20080627,600186.SH,2.3049,2.7717,1.03
237184.9166,2.89,82070.9054,68250.0,2425,,1.8952,,114.7484,1.3856,1.4678,306925.0259,106202.4311,20080829,600186.SH,0.7011,0.8431,1.21
215025.7721,2.62,82070.9054,68250.0,2415,,1.7181,,104.02799999999999,1.2561,1.3306,278250.3695,106202.4311,20080912,600186.SH,0.4206,0.5058,0.57
357829.1475,4.36,82070.9054,77160.7854,2010,,2.8321,24.8152,255.8654,1.8681,1.8511,463042.5996,106202.4311,20100519,600186.SH,1.5161,1.6125,0.7
533136.2041,5.02,106202.4311,85459.1592,755,,46.1448,223.3547,,2.6591,2.9093,533136.2041,106202.4311,20160129,600186.SH,3.5866,4.4572,1.01
46312.5,4.75,9750.0,6500.0,2855,,2.013,403.485,,2.1327,2.6121,155431.875,32722.5,20031029,600187.SH,2.7176,4.0764,1.02
48457.5,4.97,9750.0,6500.0,2840,,2.1062,422.1728,,2.2315,2.7331,162630.825,32722.5,20031119,600187.SH,2.6762,4.0142,0.95
15600.0,1.6,9750.0,6500.0,2500,,,,,2.4855,2.4855,52356.0,32722.5,20050426,600187.SH,0.1031,0.1546,0.08
11895.0,1.22,9750.0,6500.0,2485,,,,,1.8952,1.8952,39921.45,32722.5,20050525,600187.SH,2.7829,4.1743,1.08
11797.5,1.21,9750.0,6500.0,2475,,,,,1.8796,1.8796,39594.225,32722.5,20050608,600187.SH,5.8934,8.84,3.58
