circ_mv,close,float_share,free_share,index,level_0,pb,pe,pe_ttm,ps,ps_ttm,total_mv,total_share,trade_date,ts_code,turnover_rate,turnover_rate_f,volume_ratio
382076.7868,9.55,40008.0405,26367.1596,860,,2.9444,123.0489,130.6108,1.6807,1.6961,382076.7868,40008.0405,20150728,000551.SZ,5.9941,9.0952,0.86
413683.1388,10.34,40008.0405,26367.1596,855,,3.188,133.2278,141.4153,1.8198,1.8364,413683.1388,40008.0405,20150804,000551.SZ,4.4041,6.6825,0.83
332066.7362,8.3,40008.0405,26273.7404,745,,2.5201,106.943,119.708,1.4607,1.5459,332066.7362,40008.0405,20160115,000551.SZ,2.616,3.9835,0.99
308461.9923,7.71,40008.0405,26273.7404,735,,2.3409999999999997,99.3411,111.1986,1.3569,1.436,308461.9923,40008.0405,20160129,000551.SZ,2.1814,3.3217,0.98
47756.28,7.15,6679.2,6679.2,3825,,5.5369,39.4547,64.7735,5.3746,5.5526,127177.05,17787.0,20020124,000552.SZ,1.9302,1.9302,3.2
29655.647999999997,4.44,6679.2,6679.2,3275,,7.6063,,,22.6911,26.2748,78974.28,17787.0,20040527,000552.SZ,1.1642,1.1642,0.96
24312.287999999997,3.64,6679.2,6679.2,3265,,6.2358,,,18.6026,21.5406,64744.68,17787.0,20040610,000552.SZ,1.6126,1.6126,0.61
19837.224,2.97,6679.2,6679.2,3255,,5.088,,,15.1785,17.5757,52827.39,17787.0,20040624,000552.SZ,1.7891,1.7891,0.74
16030.08,2.4,6679.2,6679.2,3235,,4.1115,,,12.2655,14.2026,42688.8,17787.0,20040723,000552.SZ,0.8114,0.8114,0.47
67195.6077,7.36,9129.838,6679.2,2750,,5.4728,32.4663,36.9551,5.2855,5.5406,130912.32,17787.0,20070706,000552.SZ,3.2089,4.3863,1.07
106795.26199999999,11.6,9206.4881,9129.838,2660,,7.9818,51.1697,57.4973,8.3304,7.7816,206329.2,17787.0,20071116,000552.SZ,1.1462,1.1558,0.52
59737.7395,6.46,9247.3281,9206.4881,2470,,3.7278,18.7843,17.3213,4.0439,3.4737,114904.02,17787.0,20080826,000552.SZ,1.0262,1.0307,0.72
47716.212999999996,5.16,9247.3281,9206.4881,2455,,2.9776,15.0042,13.8356,3.2301,2.7746,91780.92,17787.0,20080917,000552.SZ,0.6323,0.6351,0.93
192968.3353,10.9,17703.517,16814.167,1725,,3.6644,34.2867,29.9929,2.4988,2.1387,193878.3,17787.0,20120106,000552.SZ,0.6935,0.7301,0.96
333939.7864,9.43,35412.4906,18652.3384,880,,1.7629,32.4802,36.7925,3.2641,3.5382,1078306.8501,114348.5525,20150728,000552.SZ,5.3823,10.2185,0.9
269843.3308,7.62,35412.5106,18652.3384,855,,1.4178,26.2459,31.9449,2.6376,3.0315,871335.9701,114348.5525,20150901,000552.SZ,2.1926,4.1628,0.87
100245.5993,3.4,29483.9998,29483.9998,3355,,1.9585,205.6263,64.206,1.6567,1.3417,163469.7281,48079.3318,20050126,000554.SZ,4.3431,4.3431,0.56
91695.2394,3.11,29483.9998,29483.9998,3350,,1.7914,188.0876,58.7296,1.5154,1.2272,149526.7219,48079.3318,20050202,000554.SZ,6.7899,6.7899,1.53
109090.7993,3.7,29483.9998,29483.9998,3340,,2.1313,223.7698,69.8712,1.8029,1.46,177893.5277,48079.3318,20050225,000554.SZ,12.5831,12.5831,2.13
398545.6439,10.99,36264.3898,36264.3898,2730,,5.3871,50.6112,45.4053,2.0385,2.0180000000000002,528391.8565,48079.3318,20071203,000554.SZ,0.8444,0.8444,0.54
282136.9526,7.78,36264.3898,36264.3898,2650,,3.8136,35.8285,32.1432,1.4431,1.4286,374057.2014,48079.3318,20080402,000554.SZ,1.026,1.026,1.11
275972.0064,7.61,36264.3898,36264.3898,2640,,3.7303,35.0456,31.4408,1.4115,1.3974,365883.715,48079.3318,20080417,000554.SZ,0.4711,0.4711,0.72
171168.6647,4.72,36264.5476,36264.6226,2535,,2.6019,31.7899,18.5988,0.8222,0.7849,226934.447,48079.332,20080918,000554.SZ,0.8854,0.8853,1.81
399639.9837,11.02,36264.9713,36264.9713,880,,5.8245,780.4183,1039.6303,1.3544,1.4265,529834.2386,48079.332,20150728,000554.SZ,17.1817,17.1817,0.7
423937.5145,11.69,36264.9713,36264.9713,875,,6.1786,827.8666,1102.8384,1.4368,1.5132,562047.3911,48079.332,20150804,000554.SZ,11.5577,11.5577,0.76
17512.0,7.96,2200.0,2200.0,2895,,,,,162.3859,138.9606,65134.8317,8182.7678,20050325,000555.SZ,0.0311,0.0311,0.86
7876.0,3.58,2200.0,2200.0,2875,,,,,73.0328,62.4974,29294.3087,8182.7678,20050425,000555.SZ,0.1577,0.1577,0.9
6732.0,3.06,2200.0,2200.0,2855,,,103.8241,56.5931,23.1678,14.4895,25039.2695,8182.7678,20050531,000555.SZ,3.0352,3.0352,1.38
5038.0,2.29,2200.0,2200.0,2815,,,77.6985,42.3523,17.338,10.8434,18738.5383,8182.7678,20050727,000555.SZ,2.5444,2.5444,1.01
14968.8,4.86,3080.0,3080.0,2415,,,,,580.5844,,44045.0515,9062.7678,20070718,000555.SZ,3.7474,3.7474,0.86
52132.5708,7.09,7352.9719,6492.0463,2345,,,,,846.9843,,64255.0251,9062.768,20071031,000555.SZ,0.1777,0.2012,0.16
45036.6383,6.11,7370.9719,6603.1753,2230,,,165.555,107.4013,69.7162,69.7162,55373.5125,9062.768,20080423,000555.SZ,1.2641,1.4111,1.38
33034.462999999996,4.14,7979.3389,6917.8336,2200,,,112.1764,48.6037,47.2382,47.2382,37519.8595,9062.768,20080827,000555.SZ,1.1194,1.2912,0.63
35508.0581,4.45,7979.3389,6917.8336,2190,,,120.5761,52.2431,50.7753,50.7753,40329.3176,9062.768,20080910,000555.SZ,1.3999,1.6147,0.94
18990.8266,2.38,7979.3389,6917.8336,2160,,,64.4879,24.6085,27.1562,6.4448,21569.3878,9062.768,20081031,000555.SZ,0.66,0.7613,0.76
22661.3225,2.84,7979.3389,6917.8336,2145,,,76.9519,29.3648,32.4049,7.6905,25738.2611,9062.768,20081121,000555.SZ,1.0631,1.2262,0.85
54739.1187,6.04,9062.768,7073.0623,1965,,,2913.9041,,26.5517,94.3778,54739.1187,9062.768,20090819,000555.SZ,3.4276,4.3918,0.79
52745.3098,5.82,9062.768,7073.0623,1405,,,143.84799999999998,41.6225,6.165,5.7557,52745.3098,9062.768,20111227,000555.SZ,0.6536,0.8375,0.64
49210.8302,5.43,9062.768,7073.0623,1400,,,134.2087,38.8334,5.7519,5.37,49210.8302,9062.768,20120105,000555.SZ,0.2125,0.2723,0.34
860728.5929,73.5,11710.5931,9114.4831,720,,11.5276,120.6649,124.9964,5.1425,5.3029,3372958.7913,45890.5958,20150625,000555.SZ,2.4008,3.0846,0.96
878294.4825,75.0,11710.5931,9114.4831,715,,11.7629,123.1274,127.5474,5.2474,5.4111,3441794.685,45890.5958,20150702,000555.SZ,3.8891,4.9969,0.8
695023.7005,59.35,11710.5931,9114.4831,710,,9.3084,97.4348,100.9325,4.1525,4.282,2723606.8607,45890.5958,20150716,000555.SZ,3.5096,4.5092,1.6
700527.6792,59.82,11710.5931,9114.4831,700,,9.3821,98.2064,101.7318,4.1854,4.3159,2745175.4408,45890.5958,20150730,000555.SZ,3.5128,4.5133,1.07
691510.5226,59.05,11710.5931,9114.4831,695,,9.2613,96.9423,100.4223,4.1315,4.2603,2709839.682,45890.5958,20150806,000555.SZ,3.0444,3.9116,0.72
468423.724,40.0,11710.5931,9421.7931,680,,6.0886,65.668,64.661,2.7986,2.8169,1835623.832,45890.5958,20150827,000555.SZ,6.693,8.318999999999999,2.02
436219.593,37.25,11710.5931,9421.7931,670,,5.67,61.1533,60.2156,2.6062,2.6232,1709424.6936,45890.5958,20150914,000555.SZ,4.3093,5.3561,0.83
652451.3229,25.6,25486.3798,19973.7014,580,,7.6289,84.055,70.8245,3.5822,3.5108,2349598.505,91781.1916,20160129,000555.SZ,7.4615,9.5208,0.91
705972.7205,27.7,25486.3798,19973.7014,575,,8.2547,90.9501,76.6343,3.8761,3.7988,2542339.0073,91781.1916,20160205,000555.SZ,6.2372,7.9586,0.84
244502.5432,8.7,28103.7406,28103.7406,2720,,8.4784,,,28.3619,,439577.4006,50526.138,20010926,000557.SZ,37.1864,37.1864,30.44
170870.7428,6.08,28103.7406,28103.7406,2710,,5.9251,,,19.8207,,307198.919,50526.138,20011017,000557.SZ,3.0661,3.0661,0.59
177053.5658,6.3,28103.7406,28103.7406,2705,,6.1395,,,20.5379,,318314.6694,50526.138,20011030,000557.SZ,3.3977,3.3977,0.48
120846.0846,4.3,28103.7406,28103.7406,2690,,4.1905,,,14.0179,,217262.3934,50526.138,20011120,000557.SZ,12.0913,12.0913,7.36
75318.0248,2.68,28103.7406,28103.7406,2645,,2.6117,,,8.7368,,135410.0498,50526.138,20020125,000557.SZ,5.0456,5.0456,1.09
80095.6607,2.85,28103.7406,28103.7406,2640,,2.7774,,,9.291,,143999.4933,50526.138,20020201,000557.SZ,5.3062,5.3062,1.14
320160.5327,5.87,54541.8284,38141.723,1570,,,,,188.1208,165.7925,355139.4765,60500.7626,20070706,000557.SZ,7.6847,10.989,3.19
235989.2153,4.2,56187.9084,56187.9084,1375,,,143.7545,143.7545,82.0439,82.0439,254103.2029,60500.7626,20080423,000557.SZ,1.4383,1.4383,1.57
152307.575,2.54,59963.6122,59963.6122,1305,,,86.9372,,49.617,42.3001,153671.937,60500.7626,20081125,000557.SZ,1.4268,1.4268,0.54
161901.7529,2.7,59963.6122,59963.6122,1300,,,92.4136,,52.7425,44.9647,163352.059,60500.7626,20081202,000557.SZ,1.0847,1.0847,0.89
468271.4517,7.01,66800.4924,58524.5214,735,,34.1942,4101.1149,9165.2742,573.548,534.7929,480979.9312,68613.3996,20150727,000557.SZ,3.1807,3.6304,0.74
429527.1661,6.43,66800.4924,58524.5389,730,,31.3653,3761.7929999999997,,526.0932,454.4286,441184.1594,68613.3996,20150803,000557.SZ,2.1473,2.451,0.68
39948.959,7.91,5050.4373,5050.4373,3820,,5.4684,69.4233,63.6483,16.9525,21.6456,92677.019,11716.4373,20020128,000558.SZ,1.0043,1.0043,0.87
42625.6908,8.44,5050.4373,5050.4373,3645,,6.6809,309.2768,,26.5704,55.0565,98886.7308,11716.4373,20021101,000558.SZ,1.4116,1.4116,0.96
30959.1806,6.13,5050.4373,5050.4373,3390,,6.5966,,,281.5995,13.7884,71821.7606,11716.4373,20031124,000558.SZ,1.9122,1.9122,1.02
30555.1457,6.05,5050.4373,5050.4373,3380,,6.5105,,,277.9245,13.6085,70884.4457,11716.4373,20031208,000558.SZ,0.9259,0.9259,0.93
27928.9183,5.53,5050.4373,5050.4373,3370,,5.9509,,,254.0368,12.4388,64791.8983,11716.4373,20031222,000558.SZ,3.9439,3.9439,1.01
53167.4305,7.7,6904.8611,6057.6735,2555,,5.4296,9.9955,65.3476,0.8216,2.3933,90216.5672,11716.4373,20070705,000558.SZ,2.1054,2.3998,0.63
62156.8549,8.74,7111.7683,7111.7683,2365,,5.4381,19.8324,17.2518,2.1769,1.7937,216021.66199999998,24716.4373,20080418,000558.SZ,1.3056,1.3056,1.07
46404.2884,4.35,10667.6525,7111.7683,2320,,4.0599,14.8062,12.8797,1.6252,1.3391,161274.7536,37074.656,20080626,000558.SZ,1.8198,2.7297,1.51
44164.0814,4.14,10667.6525,7111.7683,2315,,3.8639,14.0914,12.2579,1.5467,1.2745,153489.0758,37074.656,20080703,000558.SZ,1.5744,2.3617,1.54
39256.9608,3.68,10667.6524,7111.7683,2265,,3.2153,12.5257,8.9501,1.3749,0.9107,136434.7337,37074.6559,20080911,000558.SZ,0.9691,1.4537,0.71
81078.1706,6.6,12284.5713,11975.0003,2050,,4.7463,23.4079,28.381,2.8393,4.4621,244692.7289,37074.6559,20090902,000558.SZ,3.2193,3.3026,0.68
311622.5593,4.96,62827.1289,21270.6524,1565,,4.0116,18.4866,17.9808,1.7141,1.9709999999999999,312613.4984,63026.915,20110926,000558.SZ,3.5912,10.6073,1.4
271413.1968,4.32,62827.1289,21270.6524,1545,,3.4639,16.1012,15.9836,1.4929,1.7001,272276.2728,63026.915,20111031,000558.SZ,1.3523,3.9943,0.72
1270296.4182,20.17,62979.4952,21423.0187,740,,10.8245,403.1421,,4.6635,4.476,1733576.4708,85948.2633,20150814,000558.SZ,7.9575,23.3936,2.22
1110145.4949,14.52,76456.3013,34899.8248,630,,7.8748,290.2143,,3.3571,3.4881,1247968.7831,85948.2633,20160127,000558.SZ,5.6073,12.2841,1.45
1151431.8976,15.06,76456.3013,34899.8248,625,,8.1676,301.0074,,3.4819999999999998,3.6178,1294380.8453,85948.2633,20160203,000558.SZ,2.6985,5.9116,0.67
1376213.4234,18.0,76456.3013,34899.8248,620,,9.7621,359.7698,,4.1617,4.3241,1547068.7394,85948.2633,20160217,000558.SZ,4.8686,10.6658,1.32
777447.6809,10.17,76445.1997,39596.7232,450,,6.7337,346.9705,346.9705,2.3001,2.3001,874093.8378,85948.2633,20170427,000558.SZ,1.1349,2.1911,0.82
772096.517,10.1,76445.1997,39596.7232,440,,6.6419,344.5823,489.5151,2.2843,2.2337,868077.4593,85948.2633,20170512,000558.SZ,0.9678,1.8684,0.6
726229.3972,9.5,76445.1997,39596.7232,430,,6.2474,324.1121,460.435,2.1486,2.101,816508.5014,85948.2633,20170526,000558.SZ,0.5422,1.0468,0.55
441896.5997,3.43,128832.8279,59402.8099,160,,3.3157,155.1478,147.9608,3.3393,5.8213,442203.8145,128922.3949,20180711,000558.SZ,0.9522,2.0651,0.76
451598.4975,8.83,51143.6577,35149.0765,2815,,5.6984,49.618,46.9969,2.5285,2.5144,905593.6433,102558.7365,20070704,000559.SZ,1.246,1.8130000000000002,0.46
409624.5832,8.0,51203.0729,39770.1113,2635,,4.4474,31.1724,31.1724,1.9385,1.9385,820469.892,102558.7365,20080403,000559.SZ,0.7816,1.0063,0.85
415768.9519,8.12,51203.0729,39770.1113,2625,,4.6176,31.64,31.64,1.9676,1.9676,832776.9404,102558.7365,20080418,000559.SZ,0.7972,1.0263,1.45
304658.2838,5.95,51203.0729,39770.1113,2580,,3.3836,23.1845,22.0389,1.4418,1.3789,610224.4822,102558.7365,20080625,000559.SZ,0.9436,1.2149,1.03
280080.8088,5.47,51203.0729,39770.1113,2575,,3.1106,21.3142,20.2609,1.3254,1.2677,560996.2887,102558.7365,20080702,000559.SZ,0.6603,0.8501,0.94
149000.9421,2.91,51203.0729,39770.1113,2505,,1.6141,11.339,11.2859,0.7051,0.6239,298445.9232,102558.7365,20081016,000559.SZ,0.7222,0.9298,1.11
150537.0343,2.94,51203.0729,39770.1113,2490,,1.5855,11.4559,11.2069,0.7124,0.6269,301522.6853,102558.7365,20081107,000559.SZ,0.3826,0.4926,0.94
2963132.0389,12.94,228990.1112,110620.4564,890,,8.2198,42.0032,40.5626,3.0205,2.9638,2968823.6112,229429.9545,20150707,000559.SZ,2.8468,5.8931,0.7
3721089.307,16.25,228990.1112,110620.4564,875,,10.3224,52.7474,50.9383,3.7931,3.7219,3728236.7606,229429.9545,20150728,000559.SZ,5.0289,10.4102,1.22
4156170.5183,18.15,228990.1112,110620.4564,870,,11.5293,58.9148,56.8942,4.2367,4.1571,4164153.6742,229429.9545,20150804,000559.SZ,3.7127,7.6855,0.75
3134874.6223,13.69,228990.1112,110766.9847,750,,7.895,44.4377,40.9738,3.1956,3.1733,3140896.0771,229429.9545,20160129,000559.SZ,1.1765,2.4322,0.81
34132.8,5.47,6240.0,6240.0,3545,,4.6381,,,0.9784,1.0932,73516.8,13440.0,20020128,000560.SZ,1.2301,1.2301,0.74
28579.2,4.58,6240.0,6240.0,3135,,,16.3815,16.3206,0.9067,0.826,61555.2,13440.0,20040607,000560.SZ,0.6284,0.6284,0.61
83380.9361,10.28,8110.986,8110.986,2445,,70.6331,58.8451,35.7981,1.1520000000000001,1.1297,138163.2,13440.0,20070705,000560.SZ,1.8004,1.8004,0.68
117375.4938,12.5,9390.0395,8718.0395,2255,,19.3546,22.421,22.421,1.4682,1.4682,168000.0,13440.0,20080421,000560.SZ,0.4497,0.4844,0.61
92397.9887,9.84,9390.0395,8718.0395,2210,,14.294,17.6498,18.4962,1.1558,1.0869,132249.6,13440.0,20080626,000560.SZ,0.5259,0.5664,1.23
76153.2203,8.11,9390.0395,8718.0395,2205,,11.7809,14.5467,15.2443,0.9526,0.8958,108998.4,13440.0,20080704,000560.SZ,0.6148,0.6622,0.71
76904.4235,8.19,9390.0395,8718.0395,2195,,11.8972,14.6902,15.3947,0.9620000000000001,0.9046,110073.6,13440.0,20080718,000560.SZ,0.8478,0.9131,1.83
50142.8109,5.34,9390.0395,8718.0395,2165,,1.5369,9.5782,10.5682,0.6272,0.5573,71769.6,13440.0,20080829,000560.SZ,1.1842,1.2755,0.9
47419.6995,5.05,9390.0395,8718.0395,2155,,1.4535,9.0581,9.9942,0.5931,0.5271,67872.0,13440.0,20080912,000560.SZ,0.124,0.1335,0.37
367571.3747,22.22,16542.3661,9345.9799,740,,2.9476,146.9204,454.0892,6.3654,7.2533,1044055.6729,46987.204000000005,20150731,000560.SZ,3.6554,6.4701,0.69
307522.5858,18.59,16542.3661,9345.9799,720,,2.4495,121.756,515.4209999999999,5.2752,6.1889,865230.4661,46542.79,20150828,000560.SZ,3.2006,5.665,1.59
284899.8899,6.85,41591.2248,23497.351000000002,700,,2.2694,112.8035,477.523,4.8873,5.7338,801611.6148,117023.5934,20150929,000560.SZ,0.7937,1.4049,0.79
242620.5688,7.68,31591.2199,24015.902000000002,620,,2.5371,126.4717,288.8943,5.4795,6.5112,898741.1973,117023.5934,20160127,000560.SZ,1.2456,1.6385,1.32
272000.4033,8.61,31591.2199,24015.902000000002,615,,2.8444,141.7866,323.8776,6.143,7.2997,1007573.1392,117023.5934,20160203,000560.SZ,1.3072,1.7195,1.12
286848.2767,9.08,31591.2199,24015.902000000002,610,,2.9996,149.5264,341.5573,6.4783,7.6981,1062574.2281,117023.5934,20160217,000560.SZ,1.3195,1.7357,0.88
98287.6082,4.06,24208.7705,24208.7705,3460,,1.9658,119.2068,60.7165,2.5313,2.4299,161187.1095,39701.2585,20020125,000561.SZ,0.5752,0.5752,0.74
40912.8221,1.69,24208.7705,24208.7705,2940,,,28.2454,46.9996,2.2808,3.5609,67095.1269,39701.2585,20051027,000561.SZ,0.9973,0.9973,0.44
45996.664000000004,1.9,24208.7705,24208.7705,2925,,,31.7552,16.6526,2.5642,3.9395,75432.3912,39701.2585,20051117,000561.SZ,1.2712,1.2712,0.73
131211.5361,5.42,24208.7705,24208.7705,2570,,,,,6.2947,5.433,215180.8211,39701.2585,20070717,000561.SZ,3.0842,3.0842,0.74
181081.6033,7.48,24208.7705,24208.7705,2490,,,,,8.6872,9.1182,296965.4136,39701.2585,20071114,000561.SZ,0.545,0.545,0.27
136295.3779,5.63,24208.7705,24208.7705,2385,,,,,8.8157,8.8157,223518.0854,39701.2585,20080428,000561.SZ,0.8723,0.8723,0.74
96350.9066,3.98,24208.7705,24208.7705,2365,,,,,6.232,20.5691,158011.0088,39701.2585,20081119,000561.SZ,11.6527,11.6527,122.29
99013.8713,4.09,24208.7705,24208.7705,2345,,,,,6.4043,21.1376,162378.1473,39701.2585,20081217,000561.SZ,2.2673,2.2673,0.72
765648.1486,12.89,59398.6151,26486.2857,880,,8.3165,204.7136,215.6344,8.2941,8.1161,768043.8196,59584.4701,20150728,000561.SZ,6.3395,14.2171,1.21
485291.3831,8.17,59399.1901,26486.8607,840,,5.1327,129.7525,129.1026,5.257000000000001,5.1003,486805.1207,59584.4701,20150924,000561.SZ,1.7735,3.9772,0.74
497171.2211,8.37,59399.1901,26486.8607,835,,5.2584,132.9288,132.2631,5.3857,5.2251,498722.0147,59584.4701,20151008,000561.SZ,2.261,5.0705,1.63
80491.32,6.37,12636.0,12636.0,3960,,3.7071,40.8771,36.6938,6.6847,7.2831,200137.1356,31418.7026,20020129,000563.SZ,0.6736,0.6736,0.42
70428.534,4.13,17052.9138,12636.0,2910,,4.9329,,,31.7276,31.3066,148024.5797,35841.3026,20060810,000563.SZ,1.5904,2.1464,0.87
77420.2287,4.54,17052.9138,12636.0,2900,,5.3574,,,34.8773,42.2741,162719.5138,35841.3026,20060824,000563.SZ,3.1575,4.2612,1.34
284899.3105,13.2,21583.2811,19791.216,2540,,8.8256,64.9296,64.9296,16.7339,16.7339,473105.1943,35841.3026,20080402,000563.SZ,1.7558,1.9148,1.59
300007.6073,13.9,21583.2811,19791.216,2530,,9.2937,68.3729,68.3729,17.6213,17.6213,498194.1061,35841.3026,20080417,000563.SZ,0.8621,0.9401,0.65
207199.4986,9.6,21583.2811,19791.216,2485,,7.0726,47.2216,39.501,12.1701,12.1701,344076.505,35841.3026,20080624,000563.SZ,3.5017,3.8188,2.26
184752.8862,8.56,21583.2811,19791.216,2480,,6.3064,42.1059,35.2217,10.8517,10.8517,306801.5503,35841.3026,20080701,000563.SZ,1.2168,1.327,0.45
188171.5369,8.05,23375.3462,19791.216,2390,,6.4424,39.5972,36.8003,10.2052,7.2917,288522.4859,35841.3026,20081113,000563.SZ,4.9285,5.8211,1.34
351244.7655,9.8,35841.3026,19947.7089,2030,,5.8216,80.4687,75.0021,14.7638,18.5466,351244.7655,35841.3026,20100521,000563.SZ,1.0034,1.8029,0.67
1251107.3746,10.3,121466.7354,46499.9778,815,,3.0928,35.6815,35.6354,14.9747,15.0661,1251107.3746,121466.7354,20150706,000563.SZ,3.2033,8.3676,1.2
1263254.0482,10.4,121466.7354,46499.9778,800,,2.8923,36.0279,30.0745,15.1201,11.2034,1263254.0482,121466.7354,20150727,000563.SZ,2.0053,5.2381,0.91
1309411.4076,10.78,121466.7354,46499.9778,795,,2.9979,37.3443,31.1734,15.6726,11.6127,1309411.4076,121466.7354,20150803,000563.SZ,1.1044,2.8849,0.64
126105.1335,6.08,20740.9759,20740.9759,2330,,2.781,62.1464,75.1361,1.7709,1.8551,164371.0198,27034.7072,20070625,000564.SZ,4.7645,4.7645,0.69
140623.8166,6.78,20740.9759,20740.9759,2320,,3.1012,69.3014,83.7866,1.9748,2.0687,183295.3148,27034.7072,20070709,000564.SZ,18.3256,18.3256,4.82
109968.8549,5.15,21353.1757,21322.9741,2130,,2.3135,52.6404,63.0513,1.5,1.5518,139228.7421,27034.7072,20080421,000564.SZ,0.927,0.9283,1.26
89896.8697,4.21,21353.1757,21353.1757,2120,,1.8962,49.9839,51.2032,1.1633,1.1003,113816.1173,27034.7072,20080701,000564.SZ,0.5446,0.5446,0.25
73668.4562,3.45,21353.1757,21353.1757,2085,,1.5539,40.9606,41.9599,0.9533,0.9017,93269.7398,27034.7072,20080819,000564.SZ,0.5512,0.5512,1.22
60874.6212,2.85,21359.5162,21354.3682,2065,,1.2759,33.836999999999996,37.89,0.7875,0.7183,77048.9155,27034.7072,20080918,000564.SZ,0.856,0.8562,2.17
363631.1274,8.34,43600.8546,28400.3388,595,,2.7035,103.8531,125.5546,1.5673,1.1727,627940.51,75292.6271,20160201,000564.SZ,2.2693,3.4839,0.73
422928.2896,9.7,43600.8546,28400.3388,590,,3.1444,120.7884,146.0287,1.8229,1.3639,730338.4829,75292.6271,20160215,000564.SZ,2.6757,4.1077,0.71
55770.0108,6.38,8741.381,8741.381,3960,,3.0686,395.2113,105.6834,3.755,3.8018,110652.7345,17343.6888,20020123,000565.SZ,1.7919999999999998,1.7919999999999998,3.59
315736.93100000004,30.61,10314.8295,10309.1606,2505,,13.2502,191.9013,191.9013,14.3619,14.3619,530890.3142,17343.6888,20080402,000565.SZ,4.6684,4.671,1.38
245389.7938,23.79,10314.8295,10309.1606,2450,,10.1288,149.1451,144.4618,11.162,10.812999999999999,412606.3566,17343.6888,20080626,000565.SZ,3.6105,3.6125,0.88
220737.3513,21.4,10314.8295,10309.1606,2445,,9.1112,134.1616,129.9488,10.0406,9.7267,371154.9403,17343.6888,20080703,000565.SZ,6.7119,6.7156,1.63
208359.5559,20.2,10314.8295,10309.1606,2435,,9.1656,126.6386,122.662,9.4776,9.1813,350342.5138,17343.6888,20080717,000565.SZ,1.9859,1.9869999999999999,0.63
104386.0745,10.12,10314.8295,10309.1606,2405,,4.5919,63.4447,57.7675,4.7482,4.5554,175518.1307,17343.6888,20080828,000565.SZ,3.125,3.1267,0.61
83550.119,8.1,10314.8295,10309.1606,2390,,3.6753,50.7808,46.2369,3.8004,3.6461,140483.8793,17343.6888,20080919,000565.SZ,4.2841,4.2865,0.89
76639.1832,7.43,10314.8295,10309.1606,2375,,3.3713,46.5804,42.4123,3.4861,3.3446,128863.6078,17343.6888,20081017,000565.SZ,4.8433,4.846,0.76
63333.0531,6.14,10314.8295,10309.1606,2360,,2.6279,38.4931,40.8078,2.8808,2.713,106490.2492,17343.6888,20081107,000565.SZ,4.2737,4.2761,1.14
111173.0452,6.41,17343.6888,10314.8295,1615,,1.6237,31.5106,36.0363,2.5475,2.3051,111173.0452,17343.6888,20111226,000565.SZ,0.6851,1.1520000000000001,1.18
112560.5403,6.49,17343.6888,10314.8295,1605,,1.6440000000000001,31.9038,36.486,2.5793,2.3339,112560.5403,17343.6888,20120111,000565.SZ,1.0467,1.76,1.45
632697.7674,36.48,17343.6888,10312.8295,750,,9.954,141.9025,154.7367,11.4448,11.638,632697.7674,17343.6888,20150728,000565.SZ,12.5625,21.1271,1.05
427955.5211,9.87,43359.222,25782.0737,720,,5.6036,95.9826,25.7652,7.7412,7.9757,427955.5211,43359.222,20150910,000565.SZ,5.504,9.2564,0.97
431424.2589,9.95,43359.222,25782.0737,710,,5.649,96.7606,25.974,7.803999999999999,8.0403,431424.2589,43359.222,20150924,000565.SZ,4.2566,7.1585,0.61
432291.4433,9.97,43359.222,25782.0737,705,,5.6603,96.9551,26.0262,7.8197,8.0565,432291.4433,43359.222,20151008,000565.SZ,4.7944,8.062999999999999,1.1
381994.7458,8.81,43359.222,25778.3238,625,,4.9286,90.2329,23.1852,7.0647,7.2423,381994.7458,43359.222,20160129,000565.SZ,1.4772,2.4847,0.83
33419.5968,4.0,8354.8992,8354.8992,3810,,9.8628,,,4.6123,4.8569,80939.5968,20234.8992,20020128,000566.SZ,3.4017,3.4017,1.78
34171.5377,4.09,8354.8992,8354.8992,3390,,,73.3687,43.4523,4.5357,3.4605,82760.7377,20234.8992,20031110,000566.SZ,0.5125,0.5125,0.94
17879.4843,2.14,8354.8992,8354.8992,2985,,2.289,17.3331,17.5567,1.921,1.9601,43302.6843,20234.8992,20050719,000566.SZ,0.3808,0.3808,0.89
25843.6758,2.38,10858.6873,8354.8992,2915,,2.3324,19.2769,18.1293,2.1364,2.1501,48159.0601,20234.8992,20051209,000566.SZ,1.7885,2.3244,2.51
82835.5274,6.28,13190.3706,12178.6256,2545,,5.0499,51.6234,50.5609,5.8397,5.8529,127075.16699999999,20234.8992,20070709,000566.SZ,2.955,3.2005,1.37
112430.7128,8.12,13846.1469,13846.1469,2310,,5.9602,,,6.7975,5.6772,164307.3815,20234.8992,20080630,000566.SZ,3.24,3.24,0.79
83076.8814,6.0,13846.1469,13846.1469,2270,,4.4041,,,5.0227,4.195,121409.3952,20234.8992,20080825,000566.SZ,0.8567,0.8567,0.43
74492.2703,5.38,13846.1469,13844.7469,2255,,3.7577,,,4.5037,3.4457,108863.7577,20234.8992,20080916,000566.SZ,2.0871,2.0873,1.69
372896.1005,17.68,21091.4084,16767.155,1480,,3.2372,130.5781,30.6592,7.1389,6.3663,437747.914,24759.4974,20120105,000566.SZ,1.0291,1.2945,0.86
1044546.8477,21.13,49434.3042,38303.1288,590,,4.973,70.7871,51.0099,8.5787,7.7627,1152304.3328,54534.0432,20160127,000566.SZ,6.5103,8.4022,2.14
