ts_code,closelow,closehigh,pe_ttmlow,pe_ttmhigh,pblow,pbhigh,turnover_rate_flow,turnover_rate_fhigh,ps_ttmlow,ps_ttmhigh,total_mvlow,total_mvhigh
000001.SZ,8.6,14.8,6.265,11.033,0.7241,1.2824,0.393,4.3963,1.3837,2.4069,14766553.77,25412208.82
000002.SZ,20.59,41.13,7.6088,19.0364,1.685,3.9016,0.2648,2.5509,0.8145,1.8877,22729613.97,45404032.18
000004.SZ,15,23.8,86.7522,217.6191,9.881,17.321,0.1945,9.9945,3.8904,14.1647,125965.026,199864.5079
000005.SZ,2.53,4.41,64.9828,246.6042,2.0126,3.6864,0.2222,9.6987,4.4552,10.4762,267809.821,466814.7473
000006.SZ,4.67,9.85,6.4861,15.2196,1.0985,2.6533,0.4521,14.9115,2.5639,4.483,630447.6865,1329745.12
000007.SZ,4.8,17.37,59.7303,605.3271,4.3963,16.2315,0.1469,38.7526,43.9404,142.3793,166295.0611,601780.2542
000008.SZ,4.46,4.7,14.1674,14.9297,1.7906,1.8869,2.728,6.984,4.6955,4.9482,1240234.724,1306973.813
000009.SZ,3.62,7.64,46.3046,308.9998,1.5313,3.5312,0.2622,9.0292,0.9238,2.3142,778062.8795,1642099.558
000010.SZ,2.87,6.2,106.309,166.0242,1.4606,4.0215,0.1452,10.717,3.3027,12.7045,235298.3026,508309.9221
000011.SZ,8.37,18.46,9.0011,36.3233,1.765,3.8216,0.8652,17.1963,2.0193,4.7811,498834.5,1100177.404
000012.SZ,3.87,9.19,14.1116,29.3446,1.2573,2.7355,0.1359,5.049,0.9715,2.2288,1108088.277,2282931.596
000014.SZ,8.72,17.11,36.5686,431.3171,2.3708,4.639,1.5674,51.2926,2.1083,8.6798,175886.9231,345117.575
000016.SZ,3.2,7.3,1.4355,65.3823,0.9643,5.7743,0.3527,18.0161,0.1893,0.6801,770542.5306,1757800.148
000017.SZ,3.49,6.45,552.0595,2117.4917,119.2916,273.4446,0.4036,24.3676,13.3343,30.2558,192420.4335,355619.4258
000018.SZ,1.79,6.44,10.1299,26.2271,1.422,5.3538,0.4237,25.6035,0.6009,1.788,303985.857,1093669.787
000019.SZ,6.9,14.3,51.587,69.5281,1.1708,6.9892,0.8759,25.1968,11.49,33.2258,361160.7343,1002705.671
000020.SZ,9.87,18.3,1724.0462,5971.8254,8.6402,16.1909,0.7261,30.9379,3.4369,6.2088,279480.131,518185.0454
000021.SZ,4.91,11.73,15.4543,45.4278,1.2299,2.9701,0.4458,21.8335,0.4725,1.1336,722388.3472,1725787.233
000023.SZ,9.99,21.58,57.2073,345.6318,3.413,7.2013,0.4994,28.6581,1.0563,2.6074,138617.4838,299435.9659
000025.SZ,24.34,44.34,106.0782,316.9928,7.2424,14.0677,1.4356,38.6548,18.1146,40.9538,723583.4144,1318146.614
000026.SZ,6.88,11.37,18.1481,35.9173,1.1832,2.0229,0.1777,4.9302,0.8788,1.5419,301856.4781,498852.9297
000027.SZ,4.78,6.68,21.537,41.0512,0.8316,1.1075,0.164,6.2845,1.0854,1.8738,1895026.983,2648280.387
000028.SZ,38.4,64.37,13.9127,24.9318,1.4924,3.0253,0.2383,3.4071,0.3938,0.6391,1644007.615,2755853.39
000029.SZ,7.16,15.95,16.484,53.6209,3.3134,7.3811,0.2931,45.766,2.7258,7.505,724348.56,1613597.7
000030.SZ,3.41,8.24,7.183,13.2849,1.0322,1.9145,0.1734,6.4917,0.8134,1.5662,617398.2699,1065639.243
000031.SZ,4.64,8.98,5.9513,23.3317,1.031,2.7642,0.3331,6.9095,0.5824,1.8291,841571.4605,2453668.961
000032.SZ,6.34,11.03,41.4198,147.1495,2.0017,3.2751,0.5391,13.1847,1.4577,2.8652,261981.2651,465746.3098
000034.SZ,10.45,24.64,9.0577,49.0345,1.8593,6.2547,0.1157,13.1231,0.0907,0.673,683503.6035,1611629.549
000035.SZ,3.99,8.33,23.2832,56.2132,1.2689,5.1962,0.1457,5.6119,2.8599,11.0876,539257.0478,1397395.937
000036.SZ,3.97,11.25,4.768,12.8369,1.0725,3.1191,0.2925,11.6607,1.4754,3.3525,453170.6217,1284173.676
000037.SZ,4.49,12.2,2.3693,381.9352,1.3609,3.718,0.2679,12.1673,1.2015,3.9013,270640.4056,735370.3671
000038.SZ,11.95,47.65,20.1044,137.1103,1.1592,3.172,0.1458,28.3227,2.4658,19.7428,624719.0157,1556896.502
000039.SZ,9.61,23.03,8.8609,33.6964,0.9355,2.2432,0.2512,4.7311,0.3317,0.9801,2868547.94,6869593.68
000040.SZ,6.38,14.11,5.8364,51.3364,0.6415,1.6747,0.1386,9.2124,1.1505,2.8732,948625.5291,1886751.487
000042.SZ,10.75,19.52,6.3341,30.6704,1.0102,2.1443,0.0731,4.7244,0.6111,1.9134,714693.4744,1297750.383
000043.SZ,5.81,10.26,4.1804,59.0688,0.8901,1.7277,0.2591,8.0339,0.6143,1.1472,387504.5827,684302.4128
000045.SZ,5.19,10.15,55.3216,130.6513,1.101,2.1871,0.3997,21.4482,1.8522,3.6787,265351.2833,518943.2612
000046.SZ,4.57,8.17,6.0912,16.8622,1.1267,2.3463,0.0369,5.9455,2.1584,5.6921,2374663.7,4245295.936
000048.SZ,16.32,25.73,16.2522,33.5042,6.1026,14.6705,0.008,3.5816,1.9423,6.7077,637734.4711,1005447.791
000049.SZ,21,42.65,13.4936,28.402,2.9031,6.7783,0.5337,8.301,0.305,0.7856,431011.8498,875364.5426
000050.SZ,16.34,18.04,26.0159,36.8889,1.2869,1.4054,6.8746,23.6423,1.1575,1.4404,3346633.065,3694813.984
000055.SZ,3.85,8.57,2.5207,10.7351,1.111,4.1302,0.446,27.4891,1.4213,2.5756,444860.4491,1014381.412
000056.SZ,4.38,13.83,30.6457,107.8434,0.9534,3.0508,0.0615,30.6721,6.2232,39.4729,514801.2712,1625502.644
000058.SZ,3.85,8.28,17.8034,71.6723,2.4551,5.4269,0.2893,27.8595,2.001,9.3815,475727.6559,1023123.374
000059.SZ,5.73,10.88,5.4727,9.3588,0.6955,1.5062,0.4235,8.2519,0.2585,0.5421,916480.5737,1740193.48
000060.SZ,3.93,12.1,12.6034,28.1661,1.3673,2.9133,0.3187,8.1459,0.6634,1.5338,1402886.334,2879546.164
000061.SZ,3.99,8.04,130.971,960.5399,1.4377,2.8433,0.1055,2.8065,2.7768,5.9973,677088.6883,1364359.161
000062.SZ,16.66,24.31,19.6862,36.7164,2.6507,4.2552,0.5277,9.8261,1.0902,2.4298,1201713.746,1753521.078
000063.SZ,28.25,31.09,,,5.2131,5.7372,2.972,10.5625,1.3015,1.4324,11844297.96,13035016.76
000065.SZ,6.77,18.8,9.5569,18.8483,1.3587,2.7556,0.4512,13.1977,0.5457,0.9643,520955.1626,964446.7812
000066.SZ,4.71,10.19,26.0612,92.4378,2.2895,4.9534,0.4996,21.0386,0.6704,3.2523,1382933.979,2991952.706
000068.SZ,2.24,7.58,86.1366,170.3889,3.6047,12.5656,0.2223,34.8634,5.5464,19.9403,225494.4079,763056.9697
000069.SZ,5.21,10.79,4.79,10.1745,0.8318,1.845,0.2417,6.3868,0.9598,2.4732,4274326.417,8853930.247
000070.SZ,5.88,17.49,14.3322,42.4945,1.7927,5.1646,0.4618,38.1659,0.6653,1.9087,368672.9106,1096613.811
000078.SZ,2.87,6.15,10.4412,27.0528,1.2863,2.9797,0.3222,13.901,0.2089,0.8308,759578.0048,1627667.153
000088.SZ,4.8,8.47,22.0803,44.968,1.4562,2.6475,0.3233,9.9566,24.5714,49.6985,932256,1645043.4
000089.SZ,7.38,10.04,21.1055,29.1071,1.3362,1.7832,0.2081,7.122,4.3626,5.8826,1513467.898,2058972.587
000090.SZ,4.58,11.41,14.532,41.3441,1.0458,2.1076,0.2793,5.9602,0.9614,1.9028,658302.93,1366673.295
000096.SZ,8.03,14,22.7678,54.3308,1.7198,3.1469,0.0528,2.6246,2.6151,6.6556,423984,739200
000099.SZ,5.14,9.68,31.5807,62.3681,1.0451,2.0071,0.3239,8.3069,2.3129,4.7462,311520.1959,586676.1666
000100.SZ,2.32,4.05,9.7731,27.7828,1.0621,1.9117,0.2588,10.4918,0.2809,0.4931,3143518.454,5473563.686
000150.SZ,9.99,31.15,25.3692,76.701,2.6006,5.8933,0.0821,30.9087,2.65,7.6943,626299.9002,1394912.192
000151.SZ,9.16,19.75,29.2864,66.9128,2.7856,5.9019,1.1653,135.6177,1.1469,2.7251,271117.68,584560.5
000153.SZ,4.88,9,25.8409,45.2175,1.24,2.3085,0.2386,12.1006,0.5306,1.1534,154733.8834,285369.867
000155.SZ,3.33,7.5,9.6934,47.3113,1.3865,3.3249,0.2649,9.5844,0.6198,1.921,422910,952500
000156.SZ,7.8,15.24,17.1895,35.88,1.0782,2.1676,0.234,6.1697,3.3867,6.955,1118014.484,2184428.299
000157.SZ,3.2,4.67,18.7638,31.6253,0.6743,0.9653,0.1707,2.4483,0.984,1.5306,2493447.544,3639820.451
000158.SZ,4.1,9.4,20.2985,44.9291,1.1379,2.6251,0.3767,10.3383,0.6475,1.4875,677678.734,1553702.463
000159.SZ,3.45,9.68,131.2263,338.4197,0.8054,2.1974,0.3756,34.2778,3.0763,7.9859,165993.0564,465304.0412
000166.SZ,3.89,6.15,18.9945,33.3148,1.2992,2.0691,0.1288,6.8675,6.5517,9.2558,8766482.434,13859605.9
000301.SZ,4.86,7.11,27.6965,179.5286,1.28,2.4797,0.2422,5.787,1.4307,25.9008,631046.4785,2755872.404
000333.SZ,36.2,62.12,11.9478,24.107,2.9105,5.711,0.313,2.2989,0.9284,1.7716,24035808.06,40679446.3
000338.SZ,7.41,11.76,7.0612,13.2512,1.6217,2.6325,0.2978,6.965,0.3738,0.5898,5925953.77,9330235.701
000400.SZ,7.41,13.51,11.7003,26.6154,0.9745,1.8767,0.3021,15.0084,0.7404,1.3534,747170.536,1362250.195
000401.SZ,8.39,17.22,11.1644,175.5462,1.1832,2.0681,0.8837,11.8947,0.5175,1.4558,1130571.725,2320434.458
000402.SZ,5.79,12.55,6.1588,10.8903,0.5855,1.3397,0.1395,4.0535,0.781,1.3741,1730590.416,3751107.033
000403.SZ,19.57,33.53,88.268,230.5405,8.5437,15.4409,0.0596,2.5856,6.7476,13.5862,533434.3612,913952.6894
000404.SZ,3.55,6.36,18.3183,98.3858,0.7879,1.3962,0.2716,10.9136,0.2862,0.5499,247078.5725,442653.4426
000407.SZ,3.55,8.12,34.0522,82.2133,1.3909,3.2553,0.4267,12.4584,0.7156,2.1083,312430.0529,714628.7407
000408.SZ,10.52,19.31,16.1659,34.3981,2.8706,7.1395,0.1567,8.0586,3.8563,12.5595,2097456.057,3849988.257
000409.SZ,3.02,7.2,,,2.0744,4.4082,0.0456,8.2803,1.0858,3.2469,154301.2097,367870.4338
000410.SZ,5.97,12.36,6.3064,80.349,5.318,10.94,0.4313,23.334,0.8721,2.2585,456986.1177,946122.0126
000411.SZ,10.55,27.29,23.2305,65.7466,2.4562,6.9244,0.2283,19.3289,0.1105,0.3074,218859.693,566130.9026
000413.SZ,4.1,9.7,11.558,37.9615,0.7417,1.8276,0.4325,9.8484,0.8789,5.2895,2349402.548,5558342.615
000415.SZ,3.38,7.19,6.5465,18.06,0.5888,1.4351,0.3401,9.954,0.5627,1.5645,2090368.193,4446670.802
000416.SZ,3.15,7.45,76.7752,193.4005,1.9618,4.525,0.362,17.108,38.2712,329.2645,167539.5206,396244.263
000417.SZ,4.2,8.15,16.7774,31.9916,0.8814,1.7168,0.2396,6.1813,0.3135,0.6229,327551.364,635605.623
000418.SZ,42.18,77.1,15.5972,33.5838,3.4254,7.0711,0.2862,4.1319,1.1688,2.3293,2667833.389,4876480.66
000419.SZ,3.83,6.21,14.872,29.7036,0.7135,1.7088,0.1959,11.7692,0.5346,0.8612,208192.1569,337564.8288
000420.SZ,1.69,3.23,28.193,88.4503,1.1622,2.2863,0.1822,5.0407,1.3373,3.2035,333049.4249,636538.2499
000421.SZ,4.29,6.33,14.1921,23.5357,0.9816,1.4887,0.3057,14.16,0.6847,0.9542,245665.5347,362485.5092
000422.SZ,1.96,4.43,,,0.5651,20.9254,0.1446,7.4424,0.1603,0.3452,175981.8756,397754.9534
000423.SZ,38.25,68.06,12.4761,23.7637,2.4117,4.9414,0.2794,3.4383,3.3697,6.5331,2501632.379,4451270.581
000425.SZ,3.2,4.88,14.319,41.6502,0.9207,1.4371,0.4348,8.2123,0.6017,1.2981,2506773.898,3587820.141
000426.SZ,4.34,12.11,11.2147,75.1562,1.4035,4.3218,1.0118,42.5434,3.3397,14.293,814921.6077,2262754.175
000428.SZ,2.38,4.24,27.7329,67.026,0.8458,1.5693,0.1784,6.3773,2.234,4.4923,242504.388,432024.624
000429.SZ,6.86,9.23,9.166,12.508,1.6192,2.0222,0.1722,9.0561,4.5923,5.9956,1434293.002,1929814.054
000430.SZ,4.63,8.8,38.0466,100.8393,1.1897,2.2878,0.1255,5.8542,3.668,6.3365,187430.5886,356239.5637
000488.SZ,5.44,19.44,3.1189,11.6857,0.6291,1.7019,0.5174,9.167,0.3513,1.3318,1103751.116,3764372.228
000498.SZ,3.6,7.19,7.6283,13.6347,0.9858,2.0809,0.4619,23.0051,0.2934,0.6823,403250.0627,805379.9863
000501.SZ,9.27,17.71,6.2056,11.7309,0.8939,2.0035,0.2963,5.0196,0.3952,0.7491,712856.2616,1361886.127
000502.SZ,6.18,11.53,72.7691,245.9676,7.2489,14.6149,0.2289,5.35,4.9555,93.1375,114218.5171,213097.0069
000503.SZ,13.21,45.23,213.7796,2377.6553,9.0029,32.2746,0.4069,6.4607,95.0172,246.1251,1187344.132,4065372.829
000504.SZ,10.48,26.28,410.2038,479.5443,196.3645,3032.1999,0.1293,9.3573,34.7955,114.3306,326529.4482,818816.2118
000505.SZ,5.2,10.45,17.1987,48.6285,1.269,3.2517,0.4134,19.3205,0.3194,1.1435,356610.9893,716650.9304
000506.SZ,3.38,3.91,,,3.0291,3.5041,5.5808,12.5341,6.3127,7.3026,314008.0032,363245.9446
000507.SZ,6.4,11.1,29.4041,62.8852,1.7667,3.2043,0.626,14.5588,2.2146,4.7778,505306.1882,876390.4201
000509.SZ,2.37,7.92,99.5704,260.7367,34.2472,228.2476,0.215,25.9339,0.7244,82.9305,195639.4987,653782.6287
000510.SZ,3.88,8.85,21.1191,67.8264,2.5953,6.5327,0.2833,9.0085,1.1302,3.0837,236362.7146,539126.2948
000513.SZ,23.52,78.69,4.2357,23.9951,1.5802,4.1127,0.6439,8.1181,1.9108,5.1521,1691206.165,4353377.643
000514.SZ,3.42,7.2,27.1956,169.2184,0.9656,2.0381,0.2325,12.9183,3.45,7.8902,288569.67,607515.0948
000516.SZ,4.41,6.18,3.805,60.1589,1.4856,3.2708,0.1403,9.4424,2.1894,4.0976,869232.7422,1218108.469
000517.SZ,1.99,5.96,15.2487,79.4408,1.4635,4.566,0.4981,38.7275,2.2455,8.2724,633600.5745,1897617.801
000518.SZ,2.56,7.03,204.6117,41913.7097,4.2563,11.0506,0.0649,11.9501,7.7272,19.1325,263566.3928,723778.0241
000519.SZ,6,10.47,23.979,119.825,1.0947,1.9485,0.7257,14.8738,1.6202,3.0771,842076.9864,1469424.341
000520.SZ,2.66,4.2,34.7559,90.1531,7.6494,14.1397,0.287,7.9817,3.1156,5.1611,269214.199,425075.0511
000521.SZ,2.75,5.28,23.7964,168.6964,0.569,1.072,0.2586,27.085,0.1684,0.3511,287264.4173,551547.6812
000523.SZ,3.6,9.86,56.397,119.3805,1.2011,2.8795,0.0625,7.0039,0.1829,0.4817,225911.925,515623.0512
000524.SZ,6.24,11.59,21.2282,54.4384,1.7509,3.0844,0.2526,9.2383,0.6228,1.5897,418210.1645,776771.7639
000525.SZ,13.09,25.3,10.5975,23.0457,1.3545,2.7818,0.2444,6.719,1.3998,3.4112,760231.6908,1469355.369
000526.SZ,17.19,40.31,59.5671,6178.7842,9.6191,61.6403,0.0351,23.6727,0.5823,4.6981,165359.3889,387762.4763
000528.SZ,6.01,12.66,11.5918,34.9139,0.9191,1.5579,1.1496,12.1152,0.5292,1.1156,879151.6804,1424556.544
000529.SZ,4.16,7.4,15.1029,34.4629,1.7498,3.2924,0.2073,22.1914,1.0273,2.1028,242856.7773,432004.8442
000530.SZ,2.96,6.26,15.6769,39.104,0.7567,1.5836,0.4429,34.9239,1.2021,2.6896,253208.4898,535799.0221
000531.SZ,3.91,8.43,15.5203,52.6087,0.6933,1.4908,0.1754,23.9223,0.8963,1.9007,267867.3826,577524.8173
000532.SZ,7.39,17.02,52.7285,153.0602,3.4081,8.1166,0.518,40.5887,5.4407,15.1319,254739.4633,586693.5947
000533.SZ,2.53,10.8,17.2543,104.3732,1.1311,4.7528,0.1491,32.8689,0.1369,1.2173,174776.448,746081.28
000534.SZ,9.13,16.43,46.6388,367.3764,3.0066,5.88,0.0684,5.7004,15.5578,99.3577,448999.7926,808002.9127
000536.SZ,1.68,4.85,49.6573,1374.2125,0.3881,1.0578,0.3008,37.6909,0.9147,2.804,464693.5109,1341525.91
000537.SZ,6.5,17.05,2.9818,140.5487,1.0921,2.7592,1.0367,13.5749,0.3908,6.2925,1210638.468,3175597.828
000538.SZ,69.99,118.45,22.2754,38.2364,3.7947,6.5461,0.2482,6.3585,2.8001,4.9853,7288756.626,12335379.66
000539.SZ,3.72,4.96,18.3687,107.5939,0.8249,1.0969,0.0969,5.6828,0.6937,0.995,1953105.643,2604140.857
000540.SZ,3.17,8.46,4.3062,13.7899,1.0844,2.7093,0.1564,13.261,1.4559,2.9825,2220665.733,3975955.875
000541.SZ,5.07,9.59,7.1444,22.7994,1.6306,2.4789,0.207,3.649,1.8835,3.2606,709468.5001,1219975.42
000543.SZ,3.76,5.78,20.5562,65.6209,0.7038,1.0787,0.2729,9.5094,0.5296,0.8063,673188.8877,1034848.875
000544.SZ,4.17,15.18,12.5576,31.0619,0.7499,1.8207,0.2258,6.7328,4.0889,10.2266,406443.4315,986380.7024
000545.SZ,3.07,6.82,20.1481,42.4941,1.491,3.5016,0.3159,13.3203,1.6143,5.0094,302957.7605,673020.1715
000546.SZ,8.14,17.99,12.7583,37.9997,1.5849,3.8768,0.1747,3.0638,0.7458,3.7631,581720.5383,1285645.268
000547.SZ,6.64,12.94,28.9343,72.0254,1.6393,3.5639,0.4451,13.324,3.8409,8.7137,949273.5876,1849939.793
000548.SZ,3.78,7.09,15.5492,147.1283,1.1494,2.1398,0.262,10.4183,2.0731,10.6552,188703.5766,353944.01
000550.SZ,9.32,21.71,16.1169,70.4011,0.7781,1.7823,0.184,15.2157,0.2685,0.644,804515.448,1874037.594
000551.SZ,4.88,8.36,28.0261,50.5917,1.2222,2.0404,0.2394,5.2323,0.6972,1.3201,195239.2376,334467.2186
000552.SZ,2.48,3.97,8.5226,19.1906,0.7865,1.3368,0.2839,10.6123,1.3397,2.3769,567168.8204,907927.5069
000553.SZ,11.12,11.72,10.9312,11.6907,1.2133,1.2787,1.6741,2.6998,1.0965,1.1761,2720567.583,2867360.798
000554.SZ,4.74,8.82,808.6604,1599.16,2.4938,4.6258,0.5923,20.3582,0.7836,1.561,227896.0327,424059.7082
000555.SZ,8.93,17.37,18.4125,67.3972,1.6632,3.5448,0.9992,27.7555,0.9708,2.0918,860344.1268,1673480.121
000557.SZ,3.12,5.39,37.1566,80.1316,1.1248,1.9788,0.3223,22.8232,6.6665,12.3571,455012.9173,786063.9822
000558.SZ,2.63,5.62,99.7856,391.7392,2.5211,5.4327,0.5758,26.0231,1.634,9.5381,339065.8986,724543.8593
000559.SZ,4.55,10.24,14.1102,33.8302,2.5309,5.9087,0.1692,4.8156,1.089,2.55,1252687.552,2819235.281
000560.SZ,4.3,9.99,19.1528,254.4913,1.0845,2.1058,0.1563,7.0421,1.1522,12.5326,1012865.366,1715891.774
000561.SZ,5.33,8.76,44.1103,221.8168,2.5535,4.3656,0.4642,17.7578,2.5833,4.6671,322342.8369,529142.4836
000563.SZ,2.33,6.23,22.0014,75.444,0.9004,2.3694,0.3515,37.4051,7.9667,24.0387,923614.9931,2469580.003
000564.SZ,2.37,7.14,9.5477,83.7897,0.4623,1.5375,0.4394,11.4726,0.538,2.4397,1423855.291,4289589.357
000565.SZ,3.88,7.63,10.4524,58.4878,1.5858,3.221,0.2908,13.7063,0.6671,4.19,168233.7814,330830.8639
000566.SZ,4.94,13.61,47.2959,166.9369,1.3897,3.4343,0.2141,13.3119,2.5224,11.9747,659973.7564,1818267.778
000567.SZ,10.07,28.27,47.7357,216.6616,1.0868,15.618,0.9127,19.8626,13.9433,80.9741,332488.8,1249999.825
000568.SZ,35.6,73.37,15.7463,44.4314,3.2185,7.3391,0.4971,4.3398,4.2128,11.0757,5214518.815,10746888.92
000570.SZ,3.48,6.41,50.5636,133.3275,0.9204,1.7061,0.1942,24.09,0.8488,1.6484,195358.2654,359840.943
000571.SZ,2.54,6.25,107.6525,512.5322,0.9339,2.2766,0.3928,20.8941,1.0061,4.0437,206772.256,508790
000572.SZ,1.98,4.82,,,0.5284,1.1526,0.3001,19.8396,0.4527,0.8789,325638.0123,792714.7573
000573.SZ,2.82,5.57,12.2843,205.3667,1.0992,2.0455,0.2094,7.713,3.0435,5.7315,182793.9803,346874.8714
000576.SZ,4.79,21.89,52.6304,66.3193,2.0812,9.5108,0.0193,57.0807,4.3812,20.0218,212130.5742,969423.4382
000581.SZ,16.54,26.47,5.98,12.0506,1.1044,1.8904,0.3583,6.1661,1.8041,3.2994,1668804.243,2670692.159
000582.SZ,6.9,10.33,16.1389,25.8698,1.2491,1.9287,0.3981,10.6999,2.4364,4.2763,956729.8272,1497309.038
000584.SZ,5.92,15.69,28.525,56.8671,2.1598,6.1368,0.0543,15.3819,1.4896,10.3938,363088.0087,962305.8879
000585.SZ,1.72,5.3,,,15.5599,25.1718,0.2356,9.3399,46.8815,111.709,150219.64,462886.1
000586.SZ,6.57,18.58,2146.6893,3309.004,5.462,15.1963,0.2001,34.4278,3.5851,7.884,127090.08,359411.52
000587.SZ,2.27,7.73,5.7644,63.9855,0.5076,1.7248,0.3001,28.9161,0.3051,1.5119,482091.0979,1641658.232
000589.SZ,3.12,4.77,,,0.7216,1.0378,0.1581,3.3814,0.327,0.5646,241944.8628,369896.473
000590.SZ,6.5,15.63,43.0643,289.0515,2.7207,6.7474,0.2349,20.196,5.6845,12.0512,155656.3236,374293.5903
000591.SZ,2.72,5.89,9.5916,20.8528,0.6641,1.4871,0.2548,5.6913,1.6744,3.371,817930.6647,1771180.741
000592.SZ,2.05,5.76,59.9046,1764.8482,1.2453,3.5357,0.3758,19.32,4.1589,15.0664,396015.0829,1112705.794
000593.SZ,4.75,12.19,54.9216,186.1164,1.5432,3.9075,0.4648,35.6705,3.2359,9.4692,170349.7293,437171.2
000595.SZ,2.46,5.47,132.796,256.1281,2.6326,6.0918,0.6665,33.6065,4.0208,10.033,188012.6955,418060.7498
000596.SZ,50.84,100.63,15.9324,38.0732,3.5745,7.7213,0.6653,6.8958,3.0528,6.8435,2560302.4,5067726.8
000597.SZ,8.98,14.22,29.2577,58.7172,1.6762,2.4461,0.3211,7.5603,0.7718,1.3055,426240.2511,814861.1667
000598.SZ,3.87,5.53,11.8725,19.217,1.1573,1.7325,0.1999,2.691,2.9521,4.6358,1155666.599,1651378.887
000599.SZ,3.59,6.56,28.4362,66.5578,0.8131,1.6184,0.1487,4.7873,0.7761,1.3752,299990.326,548171.7377
000600.SZ,4.02,8.67,29.1661,321.0596,0.672,1.4453,0.3973,13.9228,0.5652,1.5855,720233.8032,1553340.068
000601.SZ,3.37,7.42,10.9551,19.2446,0.8703,1.8037,0.1224,2.8476,1.0537,2.3373,364145.9125,801769.3384
000603.SZ,6.84,13.55,13.0487,43.1497,1.7536,4.2775,0.2178,9.9004,2.5938,13.2016,471939.0327,963259.4223
000605.SZ,6.85,21.52,23.0264,69.7795,1.1809,2.7224,0.65,32.8318,1.4124,3.929,241571.141,542086.648
000606.SZ,8.25,8.85,14.6514,15.7169,2.0498,2.1988,2.4107,10.7079,8.8057,9.4461,631784.4662,677732.4274
000607.SZ,3.34,6.37,22.6943,52.0415,1.8686,3.5337,0.1806,19.8856,1.867,3.4538,339911.2689,648273.8872
000608.SZ,3.63,9.42,9.3872,426.5034,0.9009,2.2526,0.1316,22.6842,7.1214,16.9273,272218.5312,706418.3371
000609.SZ,4.06,11.58,18.8332,393.3287,0.7736,2.2223,0.314,20.5795,6.7107,42.614,121505.8619,346561.0545
000610.SZ,4.96,11.98,24.8869,27.3707,1.5289,3.6193,0.2384,45.6125,1.559,3.6916,117426.9589,283623.9854
000611.SZ,3.74,8.8,84.5468,196.9501,2.3694,5.3388,0.1714,15.982,36.4281,108.6191,126345.4362,283203.3794
000612.SZ,3.64,9.35,24.9792,145.3821,0.9629,2.3198,0.1844,7.6772,0.8845,2.234,433960.5794,1114706.433
000613.SZ,5.89,13.73,667.4544,4570.1843,27.5895,64.8093,0.0139,37.5855,72.5871,179.1368,214454.9,499909.3
000615.SZ,4.97,12.03,9.5795,81.9185,2.0958,5.8895,0.378,24.741,1.0974,2.9157,389352.7755,944423.6299
000616.SZ,2.05,4.87,10.0047,16.0076,0.7596,1.7344,0.3583,10.7134,19.7346,61.1372,293198.0571,696524.165
000617.SZ,9.55,15.35,10.3679,18.5945,1.1872,1.9699,0.2873,19.8331,162.3255,338.3407,8623703.943,13861136.7
000619.SZ,5.07,8.27,207.0695,4004.1981,0.7461,1.2213,0.152,3.8312,0.6021,0.9432,182520,297720
000620.SZ,3.88,6.7,8.0105,20.8352,1.1079,2.0371,0.1357,6.0818,0.743,1.6011,735915.883,1270782.581
000622.SZ,2.5,10.48,29.7116,39.0495,5.7871,23.6233,0.2118,59.869,14.3462,60.2063,106306.5,445636.848
000623.SZ,13.79,23.8,10.2755,16.2313,0.7691,1.3627,0.1675,7.2218,4.8128,9.196,1603465.943,2767392.51
000625.SZ,5.68,13.35,5.4942,17.2452,0.5765,1.3836,0.2094,3.8712,0.3323,0.8396,2727904.354,6411535.762
000626.SZ,5.53,13.87,23.2616,101.5446,1.2887,2.7855,0.5252,15.494,0.0394,0.08,331044.8995,830306.1042
000627.SZ,5.02,8.71,16.0234,28.5324,1.3213,2.2927,0.137,4.5558,0.6335,1.1915,2480195.841,4303288.003
000628.SZ,6.26,11.63,60.5383,257.5356,2.5877,4.7168,0.6932,20.2751,3.4767,5.3944,194986.48,362251.24
000629.SZ,2.27,4.43,11.4625,23.8147,2.3395,8.1177,0.4605,18.9682,1.6612,3.1757,1949872.388,3805257.568
000630.SZ,1.95,2.97,25.1632,65.0699,1.1552,1.8308,0.2144,16.3212,0.2432,0.3795,2052673.995,3126380.393
000631.SZ,2.67,5.01,5.3402,16.9601,1.0657,2.0435,0.2396,12.0513,1.1312,3.2038,649482.6179,1218692.103
000632.SZ,3.36,6.83,44.3018,170.244,1.218,2.4806,0.1807,12.5783,0.1949,0.5012,156414.5755,317949.8663
000633.SZ,3.38,10.39,63.3218,90.0018,8.7234,24.5034,0.414,20.2354,16.7497,57.1078,130165.9541,400125.5215
000635.SZ,7.85,16.9,20.637,48.1933,0.8688,1.7069,0.595,18.4157,1.2652,2.5311,237923.7676,512218.0474
000636.SZ,9.74,24.2,9.6074,68.7099,1.7249,4.7703,2.4006,23.1847,1.9996,6.0612,871957.0501,2166464.129
000637.SZ,3.41,6.25,25.1761,58.7318,2.0884,3.7066,0.3033,26.1819,0.4235,0.7649,177277.4964,324922.0975
000638.SZ,3.92,13.06,91.2639,217.2857,4.9096,18.6131,0.5972,29.0453,12.6847,34.8299,121284.8,404076.4
000639.SZ,6.24,19.48,10.2225,41.9164,1.1224,4.2248,0.4727,13.0555,0.8611,1.7443,481116.5224,957166.3416
