,ts_code,closelow,closehigh,pe_ttmlow,pe_ttmhigh,pblow,pbhigh,turnover_rate_flow,turnover_rate_fhigh,ps_ttmlow,ps_ttmhigh,total_mvlow,total_mvhigh,close,closerate,pe_ttm,pe_ttmrate,pb,pbrate,turnover_rate_f,turnover_rate_frate,ps_ttm,ps_ttmrate,total_mv,total_mvrate
20,000026.SZ,6.88,11.37,18.1481,35.9173,1.1832,2.0229,0.1777,4.9302,0.8788,1.5419,301856.4781,498852.9297,5.19,-37.6391982182628,22.9583,27.070436485604315,1.5262,40.84792187686079,8.7319,179.9936875328774,2.6623,268.96395717086415,546478.3455,124.17577342799208
21,000027.SZ,4.78,6.68,21.537,41.0512,0.8316,1.1075,0.16399999999999998,6.2845,1.0854,1.8738,1895026.983,2648280.387,5.99,63.68421052631581,24.2743,14.027221203021394,2.6144,646.176150779268,3.3465,51.997385834490636,5.2426,527.2957889396247,320887.9287,-208.978684456101
22,000028.SZ,38.4,64.37,13.9127,24.9318,1.4924,3.0253,0.2383,3.4071,0.3938,0.6391,1644007.615,2755853.39,14.13,-93.45398536773196,23.1851,84.14843317512319,1.91,27.242481570878724,3.4739,102.10805352183792,1.5276,462.2095393395842,271013.4,-123.48782950585027
23,000029.SZ,7.16,15.95,16.484,53.6209,3.3134,7.3811,0.2931,45.766000000000005,2.7258,7.505,724348.56,1613597.7,7.62,5.233219567690558,211.2299,524.3999903061375,3.0284,-7.00641640238956,18.1697,39.3126455537254,6.0844,70.27535989286909,796204.5417,8.080523046668327
24,000030.SZ,3.41,8.24,7.183,13.2849,1.0322,1.9145,0.1734,6.4917,0.8134,1.5662,617398.2699,1065639.243,23.56,417.1842650103519,267.7199,4269.766793949425,6.8147,655.3893233594016,4.5905,69.90962758969975,29.78,3847.848034006376,818933.82,44.961429720758375
25,000031.SZ,4.64,8.98,5.9513,23.3317,1.031,2.7642,0.3331,6.9095,0.5824,1.8291,841571.4605,2453668.961,42.8,879.2626728110596,35.0754,167.56864053761709,7.6237,380.37733671820905,5.3572,76.39590049267075,12.4449,951.5119916579772,4003395.0704,196.13104101453817
26,000032.SZ,6.34,11.03,41.4198,147.1495,2.0017,3.2751,0.5391,13.1847,1.4577,2.8652,261981.2651,465746.3098,3.91,-51.812366737739865,33.7876,-7.218596099298499,1.3124,-54.130673786712734,2.3011,13.933700259378757,1.2299,-16.184724689165183,488530.5082,111.1816030239852
27,000034.SZ,10.45,24.64,9.0577,49.0345,1.8593,6.2547,0.1157,13.1231,0.0907,0.6729999999999999,683503.6035,1611629.549,5.37,-35.799859055673,64.8255,139.50041023793804,1.7114,-3.3648814669882134,5.6036,42.19059919737995,1.2223,194.33281813498198,271932.8412,-44.34427938314756
28,000035.SZ,3.99,8.33,23.2832,56.2132,1.2689,5.1962,0.1457,5.6119,2.8599,11.0876,539257.0478,1397395.937,11.39,170.50691244239633,52.6899,89.30063771636806,2.9046,41.64947928602347,3.9577,69.73766053199662,1.73,-13.732877961034069,2677224.0002,249.13996781955893
29,000036.SZ,3.97,11.25,4.768,12.8369,1.0725,3.1191,0.2925,11.6607,1.4754,3.3525,453170.6217,1284173.676,5.29,18.13186813186813,4.6181,-1.8577501270309424,1.0189,-2.6189778168670035,2.9214,23.125032986752522,0.4148,-56.502051036172816,3013315.0841,308.0788270455338
30,000037.SZ,4.49,12.2,2.3693,381.9352,1.3609,3.718,0.2679,12.1673,1.2015,3.9013,270640.4056,735370.3671,6.8,29.961089494163424,69.6585,17.727936044834376,1.7253,15.459675024394384,27.7012,230.5435568179908,3.0598,68.83102452033485,598536.5841,70.55628120934053
31,000038.SZ,11.95,47.65,20.1044,137.1103,1.1592,3.1719999999999997,0.1458,28.3227,2.4658,19.7428,624719.0157,1556896.5019999999,10.31,-4.593837535014002,,,2.1175,47.61029411764708,8.4419,29.442912456657762,7.0158,26.335590669676446,296385.0806,-35.222255410096146
32,000039.SZ,9.61,23.03,8.8609,33.6964,0.9355,2.2432,0.2512,4.7311,0.3317,0.9801,2868547.94,6869593.68,3.44,-45.97615499254843,117.4413,437.198365243301,2.3069,104.87114781677758,2.6162,52.791356949931924,3.0565,420.23442319555835,416980.342,-61.273170998539996
33,000040.SZ,6.38,14.11,5.8364,51.3364,0.6415,1.6747,0.1386,9.2124,1.1505,2.8732,948625.5291,1886751.487,10.14,48.641655886157835,,,2.6882,198.09330236159505,10.1065,109.85364455906014,9.2589,470.67974690892197,565421.61,-40.84781109327837
34,000042.SZ,10.75,19.52,6.3341,30.6704,1.0102,2.1443,0.0731,4.7244,0.6111,1.9134,714693.4744,1297750.383,5.07,-64.76624857468643,311.9761,1255.909895916799,1.34,29.080328013402713,3.2253,67.7703007761271,5.6097,383.82861091914305,260200.512,-77.95001751909606
35,000043.SZ,5.81,10.26,4.1804,59.0688,0.8901,1.7277,0.2591,8.0339,0.6143,1.1472,387504.5827,684302.4128,13.14,164.71910112359552,29.2131,45.606539815334386,3.6299,327.1012416427889,7.6054,94.4886042084684,5.0361,829.7616813661099,355726.08,-10.707120968267485
36,000045.SZ,5.19,10.15,55.3216,130.6513,1.101,2.1871,0.3997,21.4482,1.8522,3.6787,265351.2833,518943.2612,7.64,49.39516129032256,5.6465,-65.94357869472466,3.05,179.449406132032,5.4837,24.153740171508655,12.7006,593.9447029838489,1378402.306,438.9141296649826
37,000046.SZ,4.57,8.17,6.0912,16.8622,1.1267,2.3463,0.0369,5.9455,2.1584,5.6921,2374663.7,4245295.936000001,10.29,158.88888888888889,33.9923,259.03908643579985,2.08,78.16497212200724,6.8971,116.10533798192466,1.8344,-9.168859835300106,261431.856,-112.96885637546555
38,000048.SZ,16.32,25.73,16.2522,33.5042,6.1026,14.6705,0.008,3.5816,1.9423,6.7077,637734.4711,1005447.791,32.9,176.1955366631243,27.4452,64.87943426849063,2.4243,-42.93117333302208,5.098,142.43340049250054,3.975,42.65539094304781,288308.9049,-95.02662734519015
39,000049.SZ,21.0,42.65,13.4936,28.401999999999997,2.9031,6.7783,0.5337,8.301,0.305,0.7856,431011.8498,875364.5426,26.0,23.09468822170901,84.0511,473.273456574817,3.9991,28.28241123038811,5.1847,59.87923731541205,9.8026,1976.1964211402415,173368.0,-57.981836044811295
40,000050.SZ,16.34,18.04,26.0159,36.8889,1.2869,1.4054,6.8746,23.6423,1.1575,1.4404,3346633.065,3694813.9839999997,7.83,-500.5882352941178,127.7153,935.3389129035223,1.6588,313.83966244725735,8.1979,7.891958944876166,2.7108,549.0632732414282,400327.6587,-846.1995604934348
41,000055.SZ,3.85,8.57,2.5207,10.7351,1.111,4.1302,0.446,27.4891,1.4213,2.5756,444860.4491,1014381.412,16.2,261.6525423728813,30.6234,342.11506622516555,2.2376,37.31452040275569,7.4633,25.94857838043716,6.8008,466.0400242571255,1001160.0,97.67850301195648
42,000056.SZ,4.38,13.83,30.6457,107.8434,0.9534,3.0508,0.0615,30.6721,6.2232,39.4729,514801.2712,1625502.644,5.35,10.264550264550262,38.8117,10.578035355975631,0.7401,-10.169733956326882,1.9593,6.199813136625875,0.2028,-18.10662953349955,1012921.9826,44.84740215493501
43,000058.SZ,3.85,8.28,17.8034,71.6723,2.4551,5.4269,0.2893,27.8595,2.001,9.3815,475727.6559,1023123.3740000001,13.55,218.96162528216706,21.3968,6.670639274238008,2.2179,-7.981694595867812,1.0283,2.6804303196930017,2.309,4.173159000067749,835288.559,65.68573542153909
44,000059.SZ,5.73,10.88,5.4727,9.3588,0.6955,1.5062,0.4235,8.2519,0.2585,0.5421,916480.5737,1740193.48,30.3,477.08737864077665,16.3507,279.92074316152434,2.9148,273.75107931417296,6.7049,80.23861836390579,3.304,1073.8716502115653,364900.6214,-66.96264536847163
45,000060.SZ,3.93,12.1,12.6034,28.1661,1.3673,2.9133,0.3187,8.1459,0.6634,1.5338,1402886.334,2879546.164,20.9,207.71113831089352,29.1899,106.57854999453824,3.4791,136.59767141009053,1.9243,20.513082583810302,4.7108,465.00459558823525,946071.8355,-30.93566231161039
46,000061.SZ,3.99,8.04,130.971,960.5399,1.4377,2.8433,0.1055,2.8065,2.7768,5.9973,677088.6883,1364359.1609999998,13.45,233.58024691358028,6.1837,-15.04242745840641,1.397,-2.8955606146841175,1.2683,43.050721954831545,1.2173,-48.42415773948145,6072114.9043,784.9931621251218
47,000062.SZ,16.66,24.31,19.6862,36.7164,2.6507,4.2552,0.5277,9.8261,1.0902,2.4298,1201713.746,1753521.0780000002,3.52,-171.76470588235298,28.0955,49.3787506899508,2.3349,-19.682143970084127,2.4821,21.018669878688804,1.9127,61.39892505225439,447971.5888,-136.5951689094265
48,000063.SZ,28.25,31.09,,,5.2131,5.7372,2.972,10.5625,1.3015,1.4324,11844297.96,13035016.76,5.39,-804.9295774647887,9.8723,,1.7482,-661.1142911658084,2.5213,-5.93768526447533,0.6476,-499.54163483575337,399279.1248,-961.1857002005858
49,000065.SZ,6.77,18.8,9.5569,18.8483,1.3587,2.7556,0.4512,13.1977,0.5457,0.9643,520955.1626,964446.7812,10.31,29.426433915211973,50.7258,443.0860796004909,1.4061,3.3932278616937426,5.8134,42.06801867179226,13.502,3095.1505016722404,3469775.9055,664.9101401755329
50,000066.SZ,4.71,10.19,26.0612,92.4378,2.2895,4.9534,0.4996,21.0386,0.6704,3.2523,1382933.979,2991952.7060000002,17.23,228.46715328467155,38.6927,19.030049746446796,2.0151,-10.300686962723823,1.8723,6.683382832659819,4.9888,167.25667144351058,432657.5264,-59.05937803295686
51,000068.SZ,2.24,7.58,86.1366,170.3889,3.6047,12.5656,0.2223,34.8634,5.5464,19.9403,225494.4079,763056.9697,2.84,11.235955056179769,42.2675,-52.06872690715861,1.9172,-18.831813768706265,1.9813,5.077783326741934,2.1842,-23.358506033805988,559680.6903,62.166956210825916
52,000069.SZ,5.21,10.79,4.79,10.1745,0.8318,1.845,0.2417,6.3868,0.9598,2.4732,4274326.416999999,8853930.247000001,4.41,-14.336917562724013,45.2505,751.425387686879,1.1693,33.310303987366765,1.7455,24.471530162243088,1.6624,46.42526760935643,2260514.1172,-43.97350457714152
53,000070.SZ,5.88,17.49,14.3322,42.4945,1.7927,5.1646,0.4618,38.1659,0.6653,1.9087,368672.9106,1096613.811,14.05,70.37037037037038,55.7671,147.12896318837593,3.7859,59.112073311782666,9.0339,22.73519325484496,4.3188,293.83142995013674,229457.575,-19.12453820406325
54,000078.SZ,2.87,6.15,10.4412,27.0528,1.2863,2.9797,0.3222,13.901,0.2089,0.8308,759578.0048,1627667.1530000002,12.2,284.45121951219505,35.6643,151.8402802860651,4.2082,172.54635644265977,3.6306,24.36445046690429,5.7494,890.8988583373532,688897.0608,-8.142129658752022
55,000088.SZ,4.8,8.47,22.0803,44.968,1.4562,2.6475,0.3233,9.9566,24.5714,49.6985,932256.0,1645043.4,72.2,1836.5122615803812,40.9038,82.24286407109493,10.3157,743.6833711071938,4.2446,40.70567718227399,8.5015,-63.954455547993994,1181293.08,34.93847955224799
56,000089.SZ,7.38,10.04,21.1055,29.1071,1.3362,1.7832,0.2081,7.122000000000001,4.3626,5.8826,1513467.898,2058972.5869999998,2.75,-174.06015037593988,22.2885,14.784543091381721,1.0837,-56.487695749440725,0.8179,8.819913507571702,0.8495,-231.1249999999999,5403859.4074,713.1728815258638
57,000090.SZ,4.58,11.41,14.532,41.3441,1.0458,2.1076,0.2793,5.9602,0.9614,1.9028,658302.93,1366673.295,6.2,23.718887262079065,20.685,22.948594104900398,1.7609,67.34789979280465,3.9442,64.51266524670386,1.2584,31.548757170172077,709916.6904,7.286267600988633
58,000096.SZ,8.03,14.0,22.7678,54.3308,1.7198,3.1469,0.0528,2.6246,2.6151,6.6556,423984.0,739200.0,4.97,-51.25628140703517,,,1.4855,-16.41791044776119,1.6522,62.189905902480746,1.3419,-31.510951614899145,177130.8,-78.31239530988276
59,000099.SZ,5.14,9.68,31.5807,62.3681,1.0451,2.0071,0.3239,8.3069,2.3129,4.7462,311520.1959,586676.1666,97.83,2041.6299559471365,102.9806,231.91273053262051,15.1611,1467.3596673596674,1.0716,9.36615307528498,11.4182,374.19553692516337,1002846.447,251.24886417738196
60,000100.SZ,2.32,4.05,9.7731,27.7828,1.0621,1.9117,0.2588,10.4918,0.2809,0.4931,3143518.454,5473563.686000001,9.44,411.5606936416184,14.8455,28.164822290210275,1.1134,6.038135593220328,2.1047,18.038698328935798,0.8305,259.0009425070689,502551.0175,-113.34404157609927
61,000150.SZ,9.99,31.15,25.3692,76.70100000000001,2.6006,5.8933,0.0821,30.9087,2.65,7.6943,626299.9002,1394912.1919999998,3.85,-29.017013232514184,10.2178,-29.516595950268638,1.2133,-42.13259634950041,5.9725,19.108172811792414,2.382,-5.312927462680646,433368.3462,-25.101283970905143
62,000151.SZ,9.16,19.75,29.2864,66.9128,2.7856,5.9019,1.1653,135.6177,1.1469,2.7251,271117.68,584560.5,5.71,-32.57790368271955,74.245,119.48684965875023,1.6439,-36.636395725700346,5.8037,3.449845447161969,2.5535,89.12685337726526,263664.96,-2.377696831594347
63,000153.SZ,4.88,9.0,25.8409,45.2175,1.24,2.3085,0.2386,12.1006,0.5306,1.1534,154733.8834,285369.86699999997,7.04,52.42718446601942,,,1.5353,27.63687412260179,2.8441,21.965098634294385,1.2354,113.16634553628775,436609.7761,215.77201390628184
64,000155.SZ,3.33,7.5,9.6934,47.3113,1.3865,3.3249,0.2649,9.5844,0.6198,1.921,422910.0,952500.0,4.37,24.940047961630697,9.8044,0.2950722927117113,1.0457,-17.581510524143624,4.2209,42.44862921830571,1.0441,32.608361512450045,338301.0045,-15.976320455446668
65,000156.SZ,7.8,15.24,17.1895,35.88,1.0782,2.1676,0.23399999999999999,6.1697,3.3867,6.955,1118014.4840000002,2184428.299,5.39,-32.39247311827957,29.1877,64.19410930686712,3.5869,230.28272443546905,2.9945,46.50673046144516,1.5621,-51.133593027492076,328349.2349,-74.04867022470073
66,000157.SZ,3.2,4.67,18.7638,31.6253,0.6743,0.9653,0.1707,2.4483,0.9840000000000001,1.5306,2493447.544,3639820.4510000004,14.77,787.074829931973,27.2425,65.923103837033,3.4161,942.1993127147765,2.7382,112.7283105022831,0.9579,-4.7749725576290025,3213839.1277,62.840946371039784
67,000158.SZ,4.1,9.4,20.2985,44.9291,1.1379,2.6251,0.3767,10.3383,0.6475,1.4875,677678.734,1553702.4630000002,9.38,99.62264150943398,,,2.5774,96.79263044647658,9.9148,95.74867491166077,2.1119,174.33333333333331,349506.3547,-37.461585621044286
68,000159.SZ,3.45,9.68,131.2263,338.4197,0.8054,2.1974,0.3756,34.2778,3.0763,7.9859,165993.0564,465304.0412,5.1,26.48475120385232,168.3617,17.923061255812208,19.1769,1319.7916666666667,3.7325,9.90171729268307,87.0733,1710.8725761772853,164867.7,-0.37598232512313384
69,000166.SZ,3.89,6.15,18.9945,33.3148,1.2992,2.0691,0.1288,6.8675,6.5517,9.2558,8766482.434,13859605.9,6.26,104.86725663716811,40.5378,150.43888745347513,1.8964,77.5685153916093,2.6311,37.13327496401383,2.7046,-142.26914685107798,441904.6142,-163.44739874012708
70,000301.SZ,4.86,7.11,27.6965,179.5286,1.28,2.4797,0.2422,5.787000000000001,1.4307,25.9008,631046.4785,2755872.4039999996,10.53,251.99999999999994,3965.2914,2593.38763015199,42.6564,3448.8955572226396,22.473,400.93060164478425,233.0901,946.7039366410436,236110.8436,-18.586728924962
71,000333.SZ,36.2,62.12,11.9478,24.107,2.9105,5.711,0.313,2.2989,0.9284,1.7716,24035808.06,40679446.3,6.21,-115.7021604938272,,,3.3161,14.483128012854852,5.1375,242.9377108615741,7.1887,742.4454459203035,186449.04,-143.29414444182248
72,000338.SZ,7.41,11.76,7.0612,13.2512,1.6217,2.6325,0.2978,6.965,0.3738,0.5898,5925953.77,9330235.701,29.4,505.51724137931035,32.849,416.60420032310174,2.5759,94.400474871389,1.1414,12.652987760979121,1.2853,421.9907407407408,83098232.7,2266.9179725467343
73,000400.SZ,7.41,13.51,11.7003,26.6154,0.9745,1.8767,0.3021,15.0084,0.7404,1.3534,747170.536,1362250.195,87.12,1306.72131147541,53.4338,279.8070411864486,5.7721,531.7667922855243,3.7451,23.41173510672297,6.458,932.7243066884175,19122991.5888,2987.551414507108
74,000401.SZ,8.39,17.22,11.1644,175.5462,1.1832,2.0681,0.8837,11.8947,0.5175,1.4558,1130571.725,2320434.458,44.49,408.83352208380535,38.3874,16.560835810290435,2.4455,142.64888687987346,5.4312,41.29960948142765,1.3432,87.9995736971118,6492089.4713,450.59968663629036
75,000402.SZ,5.79,12.55,6.1588,10.8903,0.5855,1.3397,0.1395,4.0535,0.7809999999999999,1.3741,1730590.416,3751107.0330000003,27.63,323.07692307692304,26.0784,420.9996829758005,6.0159,720.0212145319546,0.8622,18.464486458865608,2.1264,226.8420165233518,16793866.5809,745.5160743624806
76,000403.SZ,19.57,33.53,88.26799999999999,230.5405,8.5437,15.4409,0.0596,2.5856,6.7476,13.5862,533434.3612,913952.6894,6.31,-94.98567335243554,,,3.5662,-72.1669663051673,12.5629,494.98416468725264,2.3365,-64.50296844383354,588182.1699,14.387692955285075
77,000404.SZ,3.55,6.36,18.3183,98.3858,0.7879,1.3962,0.2716,10.9136,0.2862,0.5499,247078.5725,442653.4426,6.61,108.89679715302492,33.5448,19.017079339307465,1.2953,83.41278974190364,6.157,55.3035143769968,3.0979,1066.2495259764883,530122.0,144.72382231688363
78,000407.SZ,3.55,8.12,34.0522,82.2133,1.3909,3.2553,0.4267,12.4584,0.7156,2.1083,312430.0529,714628.7407,37.75,748.3588621444203,49.0703,31.183050221029006,4.5627,170.12443681613388,0.094,-2.7651952758130607,11.8245,797.6520427945718,503434.0,47.48994785258472
79,000408.SZ,10.52,19.31,16.1659,34.3981,2.8706,7.1395,0.1567,8.0586,3.8563,12.5595,2097456.057,3849988.2569999998,7.97,-29.01023890784983,15.3741,-4.3428659185397285,0.8163,-48.12246714610321,1.7186,19.766132196054112,0.488,-38.70185678830775,3827710.8633,98.72884539867513
80,000409.SZ,3.02,7.2,,,2.0744,4.4082,0.0456,8.2803,1.0858,3.2469,154301.2097,367870.4338,6.26,77.51196172248804,46.1109,,1.9946,-3.4193161367726397,4.9671,59.76538307406463,4.1741,142.90407662764332,497407.5658,160.65346378715432
81,000410.SZ,5.97,12.36,6.3064,80.34899999999999,5.318,10.94,0.4313,23.334,0.8721,2.2585,456986.1177,946122.0126,9.05,48.2003129890454,13.6027,9.854192046200431,2.4463,-51.07968694414799,3.2421,12.272788797827333,2.2933,102.51009809578764,443353.5071,-2.787080388526198
82,000411.SZ,10.55,27.29,23.2305,65.7466,2.4562,6.9244,0.2283,19.3289,0.1105,0.3074,218859.693,566130.9026,3.82,-40.203106332138596,106.2607,195.29119557061912,3.0425,13.121614967996061,2.7979,13.452980534642892,6.7428,3368.359573387506,404361.0736,53.416861367133606
83,000413.SZ,4.1,9.7,11.558,37.9615,0.7417,1.8276,0.4325,9.8484,0.8789,5.2895,2349402.548,5558342.615,24.9,371.4285714285714,32.1174,77.8661919821236,1.9702,113.13196426926974,4.5595,43.830117142280606,8.1055,163.84618872715728,30171101.916,867.0058893935709
84,000415.SZ,3.38,7.19,6.5465,18.06,0.5888,1.4351,0.3401,9.954,0.5627,1.5645,2090368.1930000002,4446670.802,9.68,165.3543307086614,9.5802,26.349068484822162,1.5495,113.51766513056836,1.5936,13.038413130987422,6.198,562.5174685565983,1006252.4483,-46.00919001486366
85,000416.SZ,3.15,7.45,76.7752,193.4005,1.9618,4.525,0.36200000000000004,17.108,38.2712,329.2645,167539.5206,396244.263,5.17,46.9767441860465,,,2.9163,37.23860799001248,8.481,48.4832198734026,1.8642,-12.511284624078975,569856.6066,175.9111253129835
86,000417.SZ,4.2,8.15,16.7774,31.9916,0.8814,1.7168,0.2396,6.1813,0.3135,0.6229,327551.364,635605.623,47.09,1085.8227848101264,265.4359,1634.3843251699075,8.392,899.0423749102224,16.5545,274.58303179224805,9.5564,2987.3626373626375,320212.0,-2.382490676747956
87,000418.SZ,42.18,77.1,15.5972,33.5838,3.4254,7.0711,0.2862,4.1319,1.1688,2.3293,2667833.389,4876480.66,17.85,-69.67353951890036,32.8796,96.08486317591989,2.8954,-14.537674520668176,3.66,87.72915203994071,3.5575,205.83369237397676,1302243.994,-61.8292206696141
88,000419.SZ,3.83,6.21,14.872,29.7036,0.7135,1.7088,0.1959,11.7692,0.5346,0.8612,208192.1569,337564.8288,3.79,-1.6806722689075646,43.6951,194.33574260363005,1.1008,38.91289058575303,6.7744,56.84204159574192,2.5016,602.2657685241886,397950.0,146.67536838589476
89,000420.SZ,1.69,3.23,28.193,88.4503,1.1622,2.2863,0.1822,5.0407,1.3373,3.2035,333049.4249,636538.2499,5.09,220.7792207792208,31.0407,4.725900430321305,1.2442,7.294724668623792,9.8286,198.54687660800658,0.7211,-33.01896902797127,757756.0897,139.9414508260724
90,000421.SZ,4.29,6.33,14.1921,23.5357,0.9816,1.4887,0.3057,14.16,0.6847,0.9542,245665.5347,362485.5092,13.61,456.86274509803917,32.6003,197.01399888693865,2.1272,225.9120489055414,2.4913,15.775607573100048,11.1255,3874.137291280148,11160200.0,9343.037876882949
