ts_code,closelow,closehigh,pe_ttmlow,pe_ttmhigh,pblow,pbhigh,turnover_rate_flow,turnover_rate_fhigh,ps_ttmlow,ps_ttmhigh,total_mvlow,total_mvhigh,close,closerate,pe_ttm,pe_ttmrate,pb,pbrate,turnover_rate_f,turnover_rate_frate,ps_ttm,ps_ttmrate,total_mv,total_mvrate,mv,mv_low,mv_high
002625.SZ,6.87,118.46,32.0433,939.8719,1.9604,73.6635,0.0203,47.3242,4.3541,133.788,113802.867,5070046.908,11.84,4.453804104,380.9909,38.43760816,3.3609,1.953193098,3.0344,6.371779071,55.0431,39.16207423,2551032.029,49.17492241,,,
002626.SZ,8.42,36.72,7.9786,111.953,2.359,8.6387,0.0465,16.3986,2.5279,12.616,484992,1325436.143,14.48,21.41342756,13.1147,4.939773637,2.9686,9.707470102,2.5413,15.25675601,3.1127,5.796929055,892665.8303,48.5069512,,,
002627.SZ,6.21,41.54,17.8063,96.7005,0.947,6.0603,0.1531,17.9149,0.9334,4.1283,189436.5,554559,7.91,4.811774696,25.1688,9.332118204,1.1987,4.922457122,3.2922,17.6733214,1.2384,9.546464678,248939.232,16.29664893,,,
002628.SZ,3.99,9.99,22.8606,895.6454,1.0997,2.806,0.3158,41.256,1.2258,5.7189,294229.0698,736678.7988,6.18,36.5,220.4391,22.63771092,1.7086,35.68540116,14.3105,34.18327219,1.7247,11.10369233,470091.7209,39.74748758,,,
002629.SZ,3.17,19.63,32.5826,2935.2094,1.9989,45.6604,0.0284,35.8277,0.3841,30.2445,130587.516,734915.232,4.49,8.019441069,,,44.1843,96.6192183,7.6198,21.20544256,0.734,1.171786044,184964.652,8.99795501,,,
002630.SZ,2.69,38.35,16.4611,114.8615,0.9488,5.1035,0.0205,35.3317,0.6796,4.447,317635.2,1415115,3.76,3.000560852,,,1.4242,11.44246275,9.269,26.19140669,1.2169,14.26182513,443980.8,11.51233945,,,
002631.SZ,6.09,40.68,26.3488,182.7926,2.0387,17.7847,0.2198,30.2468,2.3461,35.6989,266373.45,2565676.674,8.26,6.273489448,53.5287,17.37358719,3.3265,8.178585037,2.8322,8.700169847,3.1198,2.319745269,551657.316,12.40740512,,,
002632.SZ,6.14,49.21,19.5964,297.6348,2.0239,10.5094,0.3602,29.5005,3.5803,20.0648,216188.089,967368.896,8.85,6.292082656,23.1159,1.265832345,2.7261,8.275293147,2.9569,8.911026997,4.5868,6.105735691,554382.3584,45.02168669,,,
002633.SZ,6.65,32.87,129.5253,787.3866,1.9269,9.7057,0.0054,50.4231,4.2349,30.9655,99750,493050,9.67,11.51792525,286.6601,23.88570357,2.7585,10.69059495,5.4826,10.86364511,8.9607,17.67936373,145050,11.51792525,,,
002634.SZ,3.76,60.85,40.7798,215.0764,2.5375,11.9726,0.2768,54.3751,4.1172,23.5919,173336.9682,779222.409,5.65,3.31056227,143.4634,58.91314002,3.7972,13.35120984,1.6925,2.616902934,6.1294,10.33237996,260466.4549,14.3805216,,,
002635.SZ,10.21,52.02,15.904,87.8038,1.0969,9.309,0.1671,26.2538,2.1173,17.1389,470678,3278235.214,14.94,11.31308299,18.98,4.278176017,1.6076,6.218872152,5.8301,21.70838013,3.0866,6.4527081,1097793.637,22.33670016,,,
002636.SZ,6.79,55.68,10.9722,495.957,2.0612,17.4663,0.6648,45.3806,1.268,10.335,316400,2359448,9.36,5.256698711,22.6022,2.398013299,2.6986,4.137590798,3.376,6.063181247,1.8508,6.427704864,681408,17.86585533,,,
002637.SZ,6.62,37.05,12.3136,250.181,1.2621,5.0993,0.0274,24.1859,0.4176,2.3471,208160,675216,8.76,7.032533684,14.0313,0.722125016,1.5735,8.115292401,2.9745,12.19901898,0.5284,5.742420316,370942.2,34.85282279,,,
002638.SZ,2.11,30.36,34.965,572.8637,0.6119,5.0461,0.048,28.4301,2.3045,18.5528,320442.6561,1576395.626,3.28,4.14159292,,,1.3089,15.71873168,7.4886,26.21581913,3.9893,10.36908477,498128.8683,14.14752116,,,
002639.SZ,5.33,49.3,105.1342,7570.6454,1.5913,6.874,0.2003,56.9235,3.131,16.7964,254560,1024590.606,10.25,11.18944735,425.6821,4.293716685,3.0713,28.01597668,2.6842,4.37898426,5.2449,15.46899469,690924.5862,56.66847302,,,
002640.SZ,9.54,115.5,15.0348,649.2133,2.1305,13.956,0.1317,30.9576,0.7735,22.2996,475890.46,3451440.442,12.09,2.406568516,18.4564,0.539532639,2.44,2.617225487,4.1627,13.07666605,0.871,0.452938526,1883671.968,47.31164042,,,
002641.SZ,3.02,28.3,15.1242,54.6581,1.2054,5.7841,0.1516,29.6424,0.6712,3.7431,339206.4,1268352,4.01,3.916139241,18.3367,8.125937487,1.5478,7.478105139,1.6867,5.205352178,0.8413,5.537289625,450403.2,11.96763995,,,
002642.SZ,5.24,93.48,32.9907,233.847,0.8332,14.9738,0.2972,49.9643,1.3526,25.609,346668.084,3731961.909,8.18,3.331822303,,,1.9357,7.796698867,6.2532,11.99184168,1.9976,2.659092033,541172.696,5.745575482,,,
002643.SZ,6.76,59.38,17.5635,95.1414,1.5582,7.8322,0.3343,33.2111,2.4565,11.2854,351165.36,2018155.483,12.05,10.05321171,24.6542,9.140103045,2.4703,14.53777494,4.6745,13.20140646,4.1626,19.3240381,1095505.524,44.65174411,,,
002644.SZ,7.7,65.56,48.5884,370.0116,2.7885,11.0706,0.1521,27.606,6.7701,38.6627,362896.072,1339146.917,9.03,2.298651918,62.1078,4.206105844,3.1983,4.94802043,1.9861,6.680289503,8.4567,5.288374106,461123.271,10.06167621,,,
002645.SZ,7,38.9,15.7343,2017.7751,1.3999,8.7085,0.0054,42.5946,1.4096,19.4041,227459.3724,814741.1239,9.07,6.489028213,20.5,0.238042102,1.7782,5.176093917,3.7149,8.709954636,1.6828,1.518241685,322943.2745,16.25861894,,,
002646.SZ,10.46,41.5,23.8571,60.5126,1.9869,7.8308,0.31,20.7662,3.5266,13.6769,470700,1867500,12.92,7.925257732,53.2237,80.11512597,2.4334,7.640445593,3.3002,14.61757316,4.2308,6.937725979,581400,7.925257732,,,
002647.SZ,6.83,68.96,18.7438,172.6129,1.1563,15.2343,0.0101,76.8464,0.314,28.1662,115365.53,1514244.368,14.69,12.65089329,163.1714,93.86394019,8.5136,52.26097457,2.1506,2.785792653,5.5356,18.74753161,822546.9389,50.55344249,,,
002648.SZ,6.91,20.62,11.4187,445.8249,1.2865,4.8768,0.1022,26.608,1.1047,3.7696,556315.117,2082745.758,14.18,53.0269876,16.0641,1.069367794,1.8795,16.51672562,2.3983,8.66263233,1.5066,15.08124132,1511036.123,62.54598016,,,
002649.SZ,6.01,92.42,13.5037,69.807,1.4256,9.7799,0.0845,25.932,1.2824,9.3914,315938.9688,1549883.4,9.94,4.548084712,23.8336,18.34688198,2.1565,8.748788049,6.3747,24.33581584,1.8118,6.528548526,522339.6444,16.72690199,,,
002650.SZ,3,24.19,19.6113,94.425,1.5982,6.3789,0.3194,34.9854,1.8738,6.4845,345600,1114675.2,4.13,5.332704106,39.6413,26.77317122,2.1835,12.24297697,5.6808,15.46587434,2.6598,17.04730301,475776,16.92630318,,,
002651.SZ,4.07,64,27.0489,171.9806,2.0489,13.4102,0.429,67.6046,7.3588,39.2313,414122.5,2566400,5.59,2.536292341,46.9327,13.71942784,2.7764,6.403316522,2.8145,3.551140593,11.0093,11.45344733,568782.5,7.185876357,,,
002652.SZ,3.8,30.84,26.2766,182.4691,2.5729,11.3923,0.0576,45.9444,0.7245,4.6741,153139.14,667283.4,5.08,4.733727811,54.3615,17.98095299,3.2691,7.89396104,3.7391,8.023004437,0.9024,4.504253595,260128.512,20.80921257,,,
002653.SZ,9.72,38.62,28.157,88.9934,5.2662,20.9552,0.1799,14.7288,3.575,34.0219,1050022.44,4172002.74,12.64,10.10380623,40.7249,20.65852023,6.7292,9.32500478,2.479,15.80256927,3.9848,1.345949834,1365461.28,10.10380623,,,
002654.SZ,3.7,54.5,21.2789,360.8931,1.016,15.292,0.0498,43.0505,0.7594,22.4541,158928,1319227,5,2.559055118,,,2.0855,7.491594284,2.697,6.156178853,0.9844,1.037119665,451302.689,25.19821951,,,
002655.SZ,5,27.42,121.4024,652.4096,3.9515,15.7173,0.2087,48.9774,2.2469,14.1151,180000,987120,8.52,15.70026762,143.6594,4.19146859,6.2777,19.77086131,7.4925,14.93539914,3.8113,13.18144285,306720,15.70026762,,,
002656.SZ,4.64,36.97,15.3832,583.008,1.3626,6.0869,0.0283,31.608,2.5163,12.4435,279600,1110194.983,6.62,6.124342716,62.2848,8.262782035,1.9265,11.93615985,7.4674,23.55658857,3.017,5.043718269,471688.1367,23.12657079,,,
002657.SZ,11.97,170.74,32.1979,874.0722,1.5631,35.8265,0.0373,29.956,3.0737,51.4198,404079.2931,5412101.188,19.95,5.026138439,786.9016,89.64565138,2.666,3.218886625,12.9726,43.23483306,4.5175,2.986383597,673465.4886,5.379093805,,,
002658.SZ,6.26,69.81,16.0643,118.0426,1.8817,18.3336,0.3451,25.9297,2.9932,30.5745,378658.9972,2455814.099,8.89,4.138473643,29.9992,13.66457374,2.6708,4.796406494,4.2121,15.1145611,4.1725,4.275723044,537745.9876,7.658888364,,,
002659.SZ,5.74,34.59,170.8799,3512.9921,1.6384,18.0185,0.0165,30.8067,2.8089,26.305,178514,1141718.4,8.92,11.02253033,,,2.1113,2.887039762,2.6537,8.56506291,17.7729,63.6871651,444721.7524,27.6377218,,,
002660.SZ,4.46,23.03,77.2182,1722.1617,1.5041,7.5903,0.0515,40.2342,0.8342,11.0863,122350.1573,638717.0139,7.66,17.23209478,,,3.7452,36.82264796,6.4763,15.98897038,1.5707,7.183894031,210135.0236,17.00048428,,,
