ts_code,closelow,closehigh,pe_ttmlow,pe_ttmhigh,pblow,pbhigh,turnover_rate_flow,turnover_rate_fhigh,ps_ttmlow,ps_ttmhigh,total_mvlow,total_mvhigh,close,closerate,pe_ttm,pe_ttmrate,pb,pbrate,turnover_rate_f,turnover_rate_frate,ps_ttm,ps_ttmrate,total_mv,total_mvrate,mv,mv_low,mv_high
300616.SZ,56.31,227.98,23.9539,84.9593,3.8286,10.2451,0.0099,49.7164,1.7555,5.3919,845208,2541398.58,83.09,15.59969709,34.0781,16.59558006,5.4779,25.70404426,0.8465,1.683079678,2.4842,20.03904961,1650820.487,47.49539921,,,
300617.SZ,17.85,132.48,21.2009,121.6865,2.169,11.8347,0.006,64.4,4.8405,27.2737,178508.925,883244.16,27.08,8.05199337,35.9764,14.70409691,3.1684,10.33965466,3.5253,5.465260739,8.4611,16.13947185,270813.54,13.0977721,,,
300618.SZ,17.93,331.5,13.8893,194.3794,3.0766,38.5469,0.0067,73.4297,2.8958,33.7958,215160,3978000,80.18,19.85202666,21.6727,4.312369487,8.0801,14.1061677,5.7189,7.779851,5.5413,8.561488673,1539456,35.19405555,,,
300619.SZ,15.81,87.88,27.383,152.2084,3.1358,17.4304,0.007,64.0928,2.6145,22.4233,118069.08,656287.84,27.7,16.49784931,44.6165,13.80608434,4.5241,9.712059099,4.2073,6.55418205,3.223,3.071867049,206863.6,16.49784931,,,
300620.SZ,16.46,62.52,29.2245,111.0033,3.4723,13.1888,0.0036,61.6944,8.2135,31.1972,144848,550176,47.8,68.04168476,53.2238,29.34660328,8.0276,46.88210775,8.5031,13.7775811,14.97,29.39692043,431887.34,70.81655844,,,
300621.SZ,8.88,36.89,19.2695,91.0038,2.1364,7.1082,0.0079,52.7698,0.7948,3.1417,168368,501704,11.36,8.853980721,34.5378,21.28451801,2.7524,12.38987892,6.4839,12.27400833,0.9994,8.717883165,236834.984,20.53993088,,,
300622.SZ,14.16,48.8,22.7379,110.813,2.7824,10.0666,0.0023,59.7735,2.5409,10.066,121492.8,418704,20.37,17.92725173,30.0446,8.29598831,3.5194,10.11778919,8.5588,14.31542281,3.1306,7.836440712,177239.37,18.7565509,,,
300623.SZ,22.06,113.56,24.1833,91.2956,3.0269,9.6474,0.0097,47.7952,7.6546,32.0535,372434.4,1062921.6,35.66,14.86338798,38.6894,21.61466676,4.7469,25.97991088,9.243,19.32238859,11.9255,17.50447766,640962.3256,38.88963121,,,
300624.SZ,23.83,152.45,30.029,170.8264,3.4891,22.3213,0.007,72.5437,5.1779,26.1016,190640,1219600,62.6,30.14305707,61.3073,22.21511193,8.0268,24.09543229,6.8062,9.373461985,9.2957,19.6800757,507948.92,30.83782849,,,
300625.SZ,12.88,61.3,13.8163,69.6158,1.8,8.5857,0.0084,49.9192,1.5168,9.0482,360640,1716400,16.72,7.930607187,26.0064,21.8462531,2.2407,6.494539989,1.9226,3.835242072,1.9239,5.40536952,468160,7.930607187,,,
300626.SZ,7.5,38.05,23.8405,96.3124,2.5345,8.9294,0.006,58.6667,1.5428,5.534,108000,380500,9.44,6.350245499,37.9963,19.53281203,3.2671,11.456004,5.2553,8.948580566,2,11.45520144,169920,22.72293578,,,
300627.SZ,15.38,64.36,21.4705,75.1408,3.4425,12.0479,0.0042,50.0847,4.3238,15.9142,219208.8,768973.855,20.27,9.983666803,46.8173,47.22686477,6.0577,30.39022009,3.5452,7.070616308,5.2934,8.365543898,499281.1536,50.944008,,,
300628.SZ,57.05,359.01,22.0526,62.0075,3.9823,11.1974,0.0037,53.2021,10.3209,29.0203,953386.56,3040691.446,98.88,13.85282819,34.6518,31.53355408,8.4073,61.3297113,1.3812,2.58936359,16.3166,32.06359562,2961910.848,96.22572636,,,
300629.SZ,11.92,64.15,29.6346,239.2889,2.4556,12.8701,0.0036,58.9703,3.2452,17.0019,79466.7064,427666.8805,20.24,15.92954241,225.5802,93.46128365,5.7515,31.64722262,3.8523,6.526904168,9.5795,46.04519979,202400.1012,35.30538005,,,
300630.SZ,16.55,112,28.9637,125.5841,3.252,20.4585,0.0092,52.0374,8.1491,40.3825,202104.6611,1496368.257,71.18,57.23415401,71.7584,44.29157818,14.7958,67.08976259,2.1089,4.035696026,20.9003,39.55896679,1303849.829,85.12525355,,,
300631.SZ,13.96,59.57,25.6771,88.7229,2.0236,7.0828,0.0118,57.9577,3.6689,15.535,110577.36,385353.12,18.23,9.361982021,34.7167,14.33814782,3.0827,20.93413978,7.0744,12.18826526,4.0733,3.408027911,192424.942,29.78704599,,,
300632.SZ,10.41,32.97,21.1553,81.7091,2.6655,8.2595,0.0035,48.2408,2.7679,11.0016,123211.2,381792.6,18.98,37.98758865,24.1013,4.865095172,4.5826,34.27064712,6.698,13.87826433,3.6891,11.18816571,285724.92,62.8481863,,,
300633.SZ,7.53,46.89,23.0939,93.3693,3.4104,17.4563,0.0072,59.4226,4.1872,17.6931,301207.53,1875646.89,30.51,58.38414634,48.3926,35.9993682,9.3173,42.05426495,8.3671,14.07025788,9.9155,42.41331566,1220430.51,58.38414634,,,
300634.SZ,10.32,65.46,31.3523,198.8683,3.8099,24.1661,0.0136,71.497,6.698,42.4855,412810.32,2618465.46,28.84,33.5872325,72.7978,24.74121875,9.291,26.92594885,8.1124,11.32962338,15.1269,23.55263709,1153628.84,33.5872325,,,
300635.SZ,10.72,52.94,27.4959,81.084,2.3576,7.8868,0.0099,60.9177,3.2882,10.6126,145448.96,448931.2,17.8,16.76930365,44.1754,31.12538045,3.7506,25.19351805,17.992,29.52347647,4.8963,21.95538201,242674.52,32.03665559,,,
300636.SZ,16.15,44.66,25.3823,67.0421,2.0599,6.2936,0.0055,36.3968,4.8767,14.2867,131452.925,357280,20.86,16.52051912,62.5726,89.27143193,2.5696,12.03911472,4.6341,12.71897404,6.3562,15.72263549,169789.97,16.97628373,,,
300637.SZ,14.43,36.15,19.9555,61.0359,3.2999,7.2036,0.007,45.3979,4.4952,9.681,173160,446734.47,34.25,91.25230203,30.7856,26.36318049,6.0328,70.00794118,10.5235,23.16874087,8.047,68.49087894,423254.65,91.41739359,,,
300638.SZ,15.05,62.29,29.86,97.4715,3.7242,16.8365,0.0125,54.3611,2.4808,10.501,120400,754883.7894,62.29,100,86.9713,84.46980173,16.8365,100,9.459,17.38131249,6.0434,44.42033864,754883.7894,100,,,
300639.SZ,13.47,79.79,23.0096,81.9584,2.5439,7.8155,0.0056,50.9731,4.4738,15.9775,238320,726224.643,17.88,6.649577805,27.9465,8.374894824,3.3393,15.08839821,3.7986,7.441997351,5.6075,9.855090101,325430.304,17.85396086,,,
300640.SZ,9,40.22,24.3784,79.3717,4.0929,12.1488,0.0045,59.1406,2.4602,8.723,108400,321760,11.79,8.936579116,43.3313,34.46401653,5.409,16.33709455,6.6978,11.31846706,3.1083,10.34840646,173390.814,30.46063648,,,
300641.SZ,4.67,29.2,29.3257,62.2418,1.7444,6.5713,0.0113,44.6405,1.9063,8.027,228643.2,840960,6.12,5.91112923,49.4266,61.0670766,2.2958,11.42348091,4.6964,10.4978355,2.4773,9.328998317,299635.2,11.5939984,,,
300642.SZ,33.61,117.3,21.7359,70.1725,3.0659,8.6425,0.0167,48.258,8.759,28.8501,305323.8272,703800,45.79,14.55371012,29.3576,15.73541495,4.0616,17.85496539,7.0447,14.56842996,11.4013,13.15159449,415970.7839,27.76752144,,,
300643.SZ,6.19,21.4,29.3634,132.7249,3.2214,11.1371,0.0068,71.3137,3.8355,13.2602,123800,428000,10.48,28.20512821,64.333,33.83232635,4.9509,21.84898367,8.075,11.31475355,6.6839,30.22271266,209600,28.20512821,,,
300644.SZ,25.96,71.83,29.4409,94.6652,2.4568,6.7375,0.0306,84.026,1.5566,4.3491,166144,459712,32.14,13.47285808,89.3288,91.81838671,3.0238,13.24549723,9.4311,11.19168431,2.0202,16.60161146,205696,13.47285808,,,
300645.SZ,17.78,85.48,25.9084,114.4801,2.3643,11.3964,0.006,62.1563,3.262,14.2287,118533.3339,569866.6695,38.25,30.23633678,50.7078,27.99923678,4.3618,22.11556559,11.5574,18.58623369,4.4987,11.27686542,255000.0013,30.23633679,,,
300647.SZ,11.45,35.18,28.9204,518.1364,3.174,13.4804,0.0083,87.3767,4.4368,14.8643,154800,681662.52,17.12,23.89380531,450.5076,86.17608582,7.0703,37.80466506,16.1276,18.44980565,7.9557,33.7463438,407423.3145,47.9486213,,,
300648.SZ,14.35,87.85,29.1704,165.8945,3.339,11.9499,0.0041,65.3489,5.5193,21.2059,153475.9,594744.5,22.06,10.48979592,155.2665,92.22668132,5.6453,26.78349534,5.4859,8.389037842,9.3166,24.2072852,298692.4,32.90886775,,,
300649.SZ,13.02,108.46,31.7928,255.3161,2.8505,24.5411,0.0038,85.7608,5.774,54.5981,83328,730752,26.41,14.02975692,64.6503,14.69980982,9.4967,30.6409228,5.8308,6.794780601,6.4613,1.40770644,338048,39.34361408,,,
300650.SZ,12.66,52.12,22.7745,75.853,2.762,7.8477,0.0019,64.09,3.138,11.5649,126864.332,329127.376,16.24,9.072478459,30.1905,13.97175881,3.4146,12.83205852,4.794,7.477363192,3.5729,5.160853932,174338.9984,23.47174524,,,
300651.SZ,19.74,55.52,32.203,102.9163,2.6336,6.4358,0.0111,65.0261,4.5055,10.0152,149497.7316,420471.8368,55.3,99.38513136,102.5085,99.42330509,6.4103,99.32933565,2.5371,3.885257248,9.196,85.13167686,418805.702,99.38513136,,,
300652.SZ,17.13,40.54,18.9572,48.2006,2.1935,5.9685,0.0145,56.3206,3.0238,8.3362,150744,356752,23.78,28.40666382,25.2439,21.49784225,2.8655,17.8013245,18.9037,33.54734212,4.5647,29.00572246,209264,28.40666382,,,
300653.SZ,16.88,76.36,29.6538,83.2694,3.1517,13.1353,0.0055,59.6014,8.5119,31.5982,135040,610880,57.87,68.91392065,53.9486,45.31293131,8.7516,56.09098922,5.9827,10.02954901,21.4787,56.16664429,462960,68.91392065,,,
300654.SZ,11.1,39.69,34.1341,129.2477,2.5992,9.5807,0.0136,73.5455,2.6136,11.2892,103618.5,429316.65,28.1,59.46135012,118.456,88.65388336,8.7808,88.54257681,23.943,32.54288275,10.3466,89.13504541,393470.25,88.99398108,,,
300655.SZ,9.96,40.99,25.93,104.7072,2.1006,8.7028,0.0063,71.5397,1.9982,7.0503,87896.9353,361736.4836,16.84,22.17209152,50.472,31.15368406,5.0056,44.00048469,5.0256,7.016722258,3.1466,22.73114151,255001.3621,61.0227514,,,
300656.SZ,18.3,62.34,28.8619,92.4471,3.5257,8.9216,0.0133,59.2844,7.0693,30.5273,134760,374040,25.44,16.21253406,42.5261,21.48959192,4.9923,27.17989585,4.3781,7.364128555,8.3082,5.281353909,228960,39.36810431,,,
300657.SZ,11.19,69.08,17.2709,112.8911,1.7815,10.9124,0.0015,63.9247,0.9396,5.1265,116376,718432,45.31,58.93936777,39.9533,23.72134758,7.8997,67.00544306,4.5521,7.118855126,2.0954,27.60514939,471224,58.93936777,,,
300658.SZ,10.79,44.2,26.207,50.7427,2.1251,6.4968,0.0108,65.2099,2.2528,6.8288,161850,442000,14.85,12.15205028,47.9955,88.80325403,2.888,17.45087723,17.6994,27.1301291,2.91,14.36188811,222750,21.73835445,,,
300659.SZ,16.03,53.52,30.6192,106.1144,4.2436,10.7847,0.0184,58.3777,6.9212,17.1732,150960,473682.478,29.84,36.83648973,88.7956,77.0597336,8.7347,68.65970555,4.7989,8.191496471,11.0866,40.63012095,396373.672,76.0448028,,,
300660.SZ,17.36,105.82,15.4969,44.2773,1.5698,5.8237,0.0231,42.703,1.4586,6.228,318480.8659,1069628.56,24.44,8.003617454,23.0298,26.17371545,2.1522,13.69096594,4.2187,9.830388544,2.0284,11.94699543,456162.6285,18.32951944,,,
300661.SZ,42.94,135.27,31.9284,95.1269,3.8473,12.313,0.0093,49.7728,5.7005,16.3445,257640,922603.7964,94.6,55.95147839,72.5582,64.28918408,9.0715,61.71019526,2.9748,5.959186954,13.1446,69.93705374,752385.4437,74.40186163,,,
300662.SZ,9.43,38.89,25.5779,77.5202,3.0153,9.4615,0.0124,68.4567,1.8556,5.6237,169740,700020,37.15,94.09368635,55.9343,58.44254105,9.0382,93.43334057,3.3321,4.850221275,3.0441,31.54109498,668700,94.09368635,,,
300663.SZ,10.47,39.41,25.1328,145.8251,2.231,8.7129,0.007,65.668,2.0495,8.4945,137603.7748,628366.0819,31.19,71.59640636,145.8251,100,8.7129,100,0.3589,0.535934573,8.4945,100,628366.0819,100,,,
300664.SZ,9.13,28.02,23.3554,61.2597,1.4549,4.576,0.0085,55.6937,5.9942,17.6167,438240,1344960,11.64,13.28745368,32.1685,23.25092404,1.8431,12.43792253,4.9143,8.809881261,7.1751,10.16046462,558720,13.28745368,,,
300665.SZ,9.05,42.1,29.4036,84.8279,2.4738,7.5303,0.0053,77.2521,3.1275,11.8706,110048,319960,11.82,8.381240545,54.3613,45.03024847,3.1324,13.02481954,6.9421,8.980048364,3.7489,7.107318914,143731.2,16.04634323,,,
300666.SZ,6.68,82.52,24.9226,310.2714,2.8577,33.4401,0.0057,58.4644,3.1043,34.0408,146131.68,1805207.52,44.85,50.32964135,172.1779,51.60536859,16.0408,43.10681961,5.8536,10.00347254,15.0896,38.74161589,981138.6,50.32964135,,,
300667.SZ,15.48,74.07,28.9358,118.1071,3.3033,14.0283,0.0035,75.175,7.3528,29.0684,105264,503676,31.4,27.17187233,68.3385,44.18764782,8.0069,43.85641026,8.5615,11.3846338,15.223,36.2421485,320280,53.96825397,,,
300668.SZ,15.66,97.59,21.9106,74.6482,3.8191,11.2567,0.0028,63.6501,5.6541,17.3733,126985.92,411439.44,21.98,7.713902112,28.3248,12.1624799,5.6918,25.17882113,10.6147,16.67297749,7.0123,11.5895283,231669.2,36.80154143,,,
300669.SZ,15.84,30.87,30.0813,61.3686,3.1103,6.3354,0.019,55.519,5.1555,10.0474,133372.8,259925.4,21.2,35.66200931,48.0327,57.37599601,3.856,23.12176367,4.6697,8.37963964,6.4862,27.20210961,180725.9805,37.41778557,,,
300670.SZ,12.77,36.2,31.6171,106.6809,3.2565,8.005,0.0119,68.8731,5.439,13.1508,169992,459950.4,17.11,18.52326078,93.1281,81.94495882,5.6597,50.60966621,9.3564,13.57005106,9.3599,50.84286418,332618.4,56.08611442,,,
300671.SZ,11.68,49.22,27.8592,100.0907,2.6242,10.4694,0.0073,65.4752,3.3115,12.4438,118376.8,498844.7,20.78,24.2408098,53.4216,35.38954611,5.303,34.14571968,4.1728,6.362660174,5.9355,28.73317784,294847.42,46.38252531,,,
300672.SZ,12.21,75.21,20.8689,275.6964,1.5257,9.1563,0.0107,63.2254,2.8316,20.1216,136464.6584,840582.068,47.89,56.63492063,92.015,27.91931797,5.2092,48.27274395,6.4939,10.25584239,13.8222,63.56622325,535240.9951,56.63492072,,,
300673.SZ,32.17,74.1,30.7804,54.7414,3.2084,8.0365,0.019,40.802,4.6379,9.8288,257360,673920,54.35,52.89768662,44.717,58.16368265,6.3439,64.9427311,4.8408,11.82306353,7.5482,56.06542218,662852.6,97.34314384,,,
300674.SZ,12.04,40.84,24.3474,83.3476,3.1059,9.8619,0.0262,70.9216,2.6721,8.4845,481612.04,1633640.84,35.76,82.36111111,72.9802,82.42819516,8.5929,81.21669627,21.4494,30.21803953,6.6825,68.99731608,1430435.76,82.36111111,,,
300675.SZ,5.27,51.3,20.697,416.0314,1.9518,18.9993,0.0064,69.988,2.2262,21.6702,77293.3509,752400.171,27.2,47.64284163,116.6806,24.27909132,9.0087,41.39551254,6.4259,9.173125507,8.2537,30.99927998,398933.424,47.64284163,,,
300676.SZ,19.64,257.02,22.3238,265.0184,2.0516,25.4267,0.0058,68.3189,4.3745,54.0953,785796.4,10283370.2,77.33,24.30280563,76.5661,22.35002345,7.3939,22.85466158,3.0147,4.404572476,11.8948,15.12505833,3093973.3,24.30280563,,,
300677.SZ,14.67,77.1,17.7854,60.6378,2.3795,6.9644,0.0185,56.992,1.5834,4.5564,285494.6054,757386.507,19.96,8.473490309,22.0026,9.841222429,3.2383,18.73105193,3.6319,6.342246834,2.0731,16.47157753,392051.5535,22.5807961,,,
300678.SZ,11.3,91.07,28.1768,228.4714,2.3034,18.4147,0.0142,66.8395,4.6266,36.5966,113000,910700,26.07,18.51573273,100.3956,36.05628909,8.2823,37.10997871,13.968,20.88101363,13.6228,28.13950579,469260,44.66090009,,,
300679.SZ,21.03,129.04,15.2282,41.1531,1.4063,5.402,0.0613,33.1224,3.365,10.3873,454248,1548480,35.23,13.14693084,31.865,64.17305371,2.274,21.71584453,3.1812,9.436770101,5.6665,32.77416231,760968,28.03061874,,,
300680.SZ,12.5,46.48,26.0868,413.2899,2.1437,9.6516,0.0041,66.8718,4.3334,25.1953,85000,316064,19.13,19.51147734,406.6994,98.29792169,2.7113,7.560036761,6.8303,10.20851622,6.4731,10.25649629,142160.2353,24.73783683,,,
300681.SZ,25.14,81.25,26.136,77.0114,3.2706,10.5703,0.0159,53.2565,3.5173,13.5868,190058.4,614250,38.77,24.29157013,53.6159,54.01412077,4.4956,16.78151157,18.2083,34.17016337,4.4741,9.501961368,293101.2,24.29157013,,,
300682.SZ,7.93,34.01,20.8297,171.5364,3.1789,13.6335,0.0124,64.9214,4.2719,18.6324,321165,1377405,25.58,67.67638037,83.4615,41.55873627,9.2332,57.91039351,7.0842,10.89494523,10.8998,46.15368546,1104341.965,74.14763359,,,
300683.SZ,24.86,72.5,21.719,44.5873,1.5281,4.6982,0.0215,37.4745,4.1248,9.0672,256940.6294,749324.04,32.35,15.72208228,35.5121,60.31537106,1.9673,13.85445254,2.4499,6.483859771,5.6586,31.03350599,334353.5544,15.72208229,,,
300684.SZ,11.52,97.7,24.6515,144.0043,1.9952,14.6098,0.015,74.6808,4.626,26.7589,100074.24,848719.9,40.07,33.12833604,44.7627,16.85021214,9.2926,57.84884182,7.5672,10.11467097,8.2622,16.42893611,631228.7205,70.94871564,,,
300685.SZ,19.96,130.28,23.8208,114.387,2.6648,15.4594,0.0075,71.1566,6.3118,30.8654,159680,1042240,55.75,32.44198695,63.397,43.69864254,10.6102,62.09963578,2.6562,3.722745614,18.2857,48.76637234,802800,72.86983321,,,
300686.SZ,13.05,15.41,380.2267,448.988,4.3387,5.1233,10.2265,26.899,4.0982,4.8393,269936.64,318752.768,15.41,100,448.988,100,5.1233,100,14.5494,25.92832509,4.8393,100,318752.768,100,,,
300687.SZ,27.08,30.24,34.6073,38.6457,4.5543,5.0858,6.8049,11.9116,4.3392,4.8456,392987.668,438845.904,28.59,47.78481013,36.537,47.78377575,4.8083,47.78927563,8.161,26.55530969,4.5812,47.78830964,414900.939,47.78481013,,,
300688.SZ,15.48,98.16,23.4605,285.8974,3.0669,19.4475,0.0147,63.1665,5.6773,36,105264,667488,47.09,38.23173682,265.4359,92.20326867,8.392,32.50857722,16.5545,26.19054405,9.5564,12.79272624,320212,38.23173682,,,
300689.SZ,20.72,71.54,27.0565,93.418,2.7683,9.5582,0.0129,66.1785,5.1646,17.832,140896,486472,36.05,30.16528926,44.5495,26.36016365,4.2846,22.33169855,6.5746,9.917086825,6.9029,13.72262658,245140,30.16528926,,,
300690.SZ,15.12,75.61,17.5139,47.0554,1.7843,6.0193,0.0306,50.0426,3.2664,10.556,167747.328,524279.74,27.43,20.35047115,34.6269,57.92867661,3.33,36.49822904,16.256,32.44301368,5.6757,33.05119622,304319.392,38.30565172,,,
300691.SZ,19.95,109.32,26.069,101.9844,2.6633,12.359,0.0234,66.3494,2.6438,10.6339,196593.9,935232.6,32.57,14.12106971,62.6631,48.20379001,5.5249,29.5141145,4.1265,6.186261798,3.9401,16.22382699,458838.3432,35.50375078,,,
300692.SZ,11.34,61.62,25.3214,123.4419,2.0258,9.876,0.0108,55.3416,5.1049,34.2949,134830.88,657300.54,15.5,8.273667462,41.0305,16.0100081,3.2954,16.17283636,13.3333,24.07790959,6.3569,4.289140116,248007.75,21.66190282,,,
300693.SZ,13.48,72.82,27.7509,114.1447,3.1544,11.6835,0.0117,64.1958,3.8514,13.6686,184474.2435,664362.7329,18.72,8.830468487,50.7031,26.56695272,4.1871,12.10795981,6.2806,9.767060689,4.8224,9.890803895,256183.8159,14.94296571,,,
300694.SZ,14.24,28.02,28.4752,65.9778,2.7182,5.3486,0.1335,74.0647,2.9619,5.8281,306611.3752,603318.1696,22.71,61.4658926,61.5847,88.28587885,4.3425,61.75106448,17.9695,24.12513256,4.3661,48.99169632,488984.8548,61.46589261,,,
300695.SZ,47.14,145.33,14.4298,50.9713,1.9412,6.4543,0.0174,35.4107,5.5173,17.3095,314318.6778,969027.0141,64.22,17.39484673,21.9858,20.67785942,2.4856,12.06266203,2.9248,8.214549081,8.6091,26.21902614,428204.1894,17.39484673,,,
300696.SZ,19.54,96.39,23.9587,78.4665,3.1507,10.0323,0.0087,59.2538,14.0743,42.4928,222225.85,664609.05,25.73,8.054651919,44.2921,37.30365195,4.0293,12.76737968,3.5394,5.959480193,23.5713,33.41837184,301594.195,17.94108479,,,
300697.SZ,10.08,38.89,31.2219,113.4344,2.5925,9.1742,0.0099,61.9813,1.5001,5.8744,175840,622240,13.24,10.96841375,40.3986,11.1621712,3.6533,16.11741647,13.1345,21.1784791,1.9508,10.30336282,275392,22.30107527,,,
300698.SZ,8.64,48.45,33.4689,784.7002,3.0659,17.1927,0.009,62.6661,3.2428,18.1842,115776,649230,18.04,23.61215775,593.1444,74.50108908,6.3549,23.28198884,6.5251,10.39961952,8.097,32.48825411,241736,23.61215775,,,
300699.SZ,16.21,97.52,29.9247,146.7621,2.3756,14.015,0.0109,65.9094,9.4169,46.1838,596528,3588736,52.58,44.7300455,51.6989,18.63632707,6.8007,38.01828273,6.4615,9.788690183,14.2771,13.21895509,1946774.5,45.12542243,,,
300700.SZ,15.11,99.38,15.2167,148.2366,2.7132,16.6983,0.0049,52.8165,3.7985,31.4152,124506.4,818891.2,25.4,12.21075116,61.5406,34.82478937,3.9108,8.563399618,6.4429,12.1905036,6.3425,9.211817487,209296,12.21075116,,,
300701.SZ,18.92,59.65,32.3128,101.8742,3.7417,11.7966,0.0035,64.5693,9.7372,30.6988,151360,477200,38.6,48.31819298,43.9142,16.6779277,6.4676,33.84151262,9.8622,15.26922922,16.8463,33.91487291,308800,48.31819298,,,
300702.SZ,13.93,62.91,28.4255,68.5725,1.9327,5.9779,0.0089,48.6596,2.0684,6.9749,253549.6699,754920,31.86,36.60677828,34.7653,15.79146636,4.2776,57.96746762,6.8959,14.1560142,3.9526,38.40211964,579830.0931,65.0777287,,,
300703.SZ,13.64,55.66,19.1824,78.6773,2.6479,8.1406,0.0115,74.1252,2.0955,6.8049,163680,445280,16.64,7.139457401,24.1451,8.341387245,3.1298,8.77346296,8.0125,10.79557491,2.4951,8.485157345,199680,12.78409091,,,
300705.SZ,11.09,55.7,28.1506,101.7859,2.7811,11.0009,0.0068,68.6865,3.4892,11.8199,175188.62,724926.52,15.51,9.908092356,49.7947,29.3936468,5.0605,27.73060172,12.7033,18.48653969,4.5341,12.54276351,363988.68,34.34364995,,,
300706.SZ,14.36,119.87,31.2507,210.6716,2.8955,23.3996,0.0102,69.3566,6.4467,41.0003,112582.4,939780.8,29.36,14.21666193,148.9591,65.6046202,9.6058,32.72662541,7.0893,10.20831651,16.1561,28.09953232,414328.32,36.47805895,,,
300707.SZ,14,76.61,23.6526,91.5962,3.1737,10.6619,0.0087,76.1505,4.3337,15.2623,170797.8,613080,18.18,6.6762498,34.3908,15.80457909,4.4867,17.53425389,4.874,6.389788526,5.6165,11.73800853,285789.6,25.99964457,,,
300708.SZ,4.06,40.1,8.5808,176.3359,1.5008,14.8237,0.0058,60.9107,1.6961,16.7523,104475.98,1031893.3,12.45,23.27968923,158.5113,89.37463004,4.4208,21.91715017,5.0241,8.239566931,5.4421,24.88011583,322934.325,23.55556019,,,
300709.SZ,24.1,107.3,26.441,93.5951,1.7022,7.9187,0.0131,44.7325,2.5968,12.2515,212080,944240,38.42,17.21153846,90.921,96.01796465,2.6739,15.63098206,4.147,9.244086459,3.8319,12.79273307,338096,17.21153846,,,
300710.SZ,18.69,63.36,30.7369,182.4546,2.2269,7.8188,0.0063,63.1505,3.4602,9.9832,128239.566,434738.304,33.43,32.9975375,149.3866,78.20425699,3.9676,31.12895438,16.671,26.39149756,6.6735,49.26107619,229376.602,32.9975375,,,
300711.SZ,12.02,35.7,29.1914,195.5983,3.2372,9.6146,0.003,61.2694,6.3019,18.717,173323.5367,514779.5558,19.75,32.64358108,183.9556,93.00347522,5.0918,29.08081663,6.9169,11.28497839,14.1887,63.52586769,284787.0092,32.6435811,,,
300712.SZ,13.21,39.7,23.7609,64.5855,2.0561,6.5362,0.0157,57.2321,2.9479,8.9576,185045.68,556117.6,16.76,13.4012835,31.2639,18.37862465,2.5204,10.36360796,3.6555,6.361462797,3.4171,7.807378072,234774.08,13.4012835,,,
300713.SZ,17.4,136.8,28.8284,174.3047,2.2249,10.5145,0.0134,55.1516,5.3238,18.2042,166387.5,726750,24.84,6.231155779,169.2623,96.5338684,3.301,12.981326,11.0284,19.97707578,7.7215,18.61510512,237532.5,12.69624573,,,
300715.SZ,17.09,56.02,30.1095,109.7245,3.5434,13.5468,0.0039,73.1242,3.5307,12.2776,129600,511660.8,25.09,20.5497046,50.5453,25.66827859,7.6166,40.71815583,1.8081,2.467440642,5.3296,20.56614343,330066.477,52.46978413,,,
300716.SZ,9.63,34.08,23.7708,59.4434,1.8924,4.7497,0.0072,50.1631,1.5322,5.2734,154099.26,363565.44,12.46,11.57464213,35.8834,33.95491217,2.4061,17.97851118,5.0913,10.1365941,1.8258,7.847749385,199384.92,21.61955691,,,
300717.SZ,12.83,48.7,28.7745,68.3236,2.4869,6.2912,0.0031,54.3122,4.1754,11.8629,131264,311680,17.6,13.29802063,38.6053,24.85720282,3.3404,22.43513918,16.9297,31.16715247,5.8778,22.14504065,180224,27.13728272,,,
300718.SZ,14.08,52.07,20.9783,44.2454,2.5741,5.275,0.0052,57.4302,4.2923,9.8821,267300,520700,17.23,8.291655699,23.1838,9.479049817,3.0305,16.89807101,5.9599,10.36952547,5.1631,15.5783749,341154,29.14522494,,,
300719.SZ,9.32,34.8,28.884,63.0801,2.706,6.6463,0.0054,66.38,5.2827,13.6961,236101.23,584640,12.72,13.34379906,60.4982,92.4497238,3.4131,17.94533411,6.8234,10.27200164,6.4606,14.00028526,322232.58,24.71212887,,,
300720.SZ,16.91,43.88,28.6212,74.6067,2.9892,7.7567,0.0072,74.9965,8.2248,21.3426,121752,315936,28.97,44.7163515,43.99,33.42096965,4.5709,33.17671736,11.4934,15.31711858,12.882,35.50290445,208584,44.7163515,,,
300721.SZ,16.71,43.03,27.2758,54.8289,1.5493,4.1028,0.0132,52.0887,1.1354,2.966,135150.48,344885.45,23.03,24.01215805,51.2356,86.95863623,2.1385,23.07421187,22.2245,42.65211088,1.6524,28.24210641,186266.64,24.37178693,,,
300722.SZ,12.95,51.69,27.7629,95.9802,2.8146,10.7369,0.005,69.1995,5.419,20.6743,103600,413520,36.94,61.92565823,39.9198,17.82084603,6.7823,50.08267801,8.168,11.79718041,13.8379,55.18672199,295520,61.92565823,,,
300723.SZ,24.49,48.17,23.6437,46.5002,3.3659,6.8708,0.0122,51.6927,2.677,5.5655,392800,770720,34.71,43.15878378,26.9164,14.31846521,4.3165,27.12202916,2.6923,5.185901839,3.9206,43.05348797,560465.841,44.3654321,,,
300724.SZ,20.39,43.4,21.584,45.7171,3.0043,6.3633,0.0233,58.5222,4.5366,9.6091,652480,1388800,35.5,65.66710126,36.1845,60.49989434,5.0823,61.8636499,4.9693,8.454859835,7.6102,60.59339576,1136000,65.66710126,,,
