ts_code,closelow,closehigh,pe_ttmlow,pe_ttmhigh,pblow,pbhigh,turnover_rate_flow,turnover_rate_fhigh,ps_ttmlow,ps_ttmhigh,total_mvlow,total_mvhigh
002478.SZ,4.21,24.06,10.4468,62.7344,1.1465,3.4109,0.171,21.3212,0.8655,3.1205,394098.5,962640.6
002479.SZ,4.03,24.38,13.4869,110.5269,0.9742,8.4696,0.2954,16.7252,1.2011,5.3288,360322.3,1783810.972
002480.SZ,4.44,26.89,25.949,2207.1568,1.2356,7.1399,0.0726,17.4595,1.3973,13.8781,291092.616,1735395.278
002481.SZ,2.66,48.3,39.6392,368.115,1.3203,10.0076,0.3042,30.3748,1.2396,22.3275,336061.74,2440869.48
002482.SZ,4.54,43.08,9.6226,59.0428,0.9859,5.1615,0.3326,24.3952,0.5033,2.3586,697924.9643,2318540.614
002483.SZ,3.41,26.54,28.173,104.4519,0.9295,4.3677,0.1404,43.3014,1.1686,3.9957,229304.6862,955440
002484.SZ,4.71,30.82,18.1688,84.1552,1.2189,6.5426,0.2864,22.9101,2.0965,9.5988,383938.2127,1114881.826
002485.SZ,6.13,29.84,17.3515,906.1896,0.9887,4.7655,0.0762,50.6593,1.5132,13.0391,196160,954880
002486.SZ,3.05,13.65,25.2839,345.1571,2.5554,13.0787,0.1658,44.487,2.841,15.7795,253760,1135680
002487.SZ,3.12,18.25,27.5203,205.6493,0.9776,6.3166,0.2043,34.0095,1.5482,27.1995,172286.4,985500
002488.SZ,6.11,97.15,31.244,710.6356,1.4874,16.1718,0.0875,34.7836,1.9519,18.7754,524754.8611,2493602.554
002489.SZ,2.38,50.5,20.1359,290.7396,1.6298,9.3988,0.1908,48.4964,1.234,8.8036,517825.2877,3139276.955
002490.SZ,4.01,17.32,30.1544,678.0954,1.6609,5.1204,0.4213,43.953,0.7706,7.384,319937.2084,1381873.429
002491.SZ,6.68,78.76,12.6863,218.5529,1.7318,17.1454,0.0202,29.1356,1.3812,12.878,398374.977,3936025.669
002492.SZ,4.94,24.5,29.4915,167.19,1.6264,6.0215,0.4818,43.9891,7.8827,42.4597,188520,661500
002493.SZ,6.61,33.62,14.0034,201.0415,1.9375,5.6884,0.2031,27.2783,0.4819,1.3598,1294368,7612240.378
002494.SZ,4.52,32.08,26.7547,441.7852,0.9062,7.9852,0.2095,49.1564,2.8816,15.1276,174273.4897,1117917.424
002495.SZ,2.53,23.1,79.5467,278.1016,2.0568,9.5798,0.2054,42.1601,7.5339,34.0822,236713.2768,1017011.638
002496.SZ,1.72,38.54,8.1075,74.7394,0.6814,6.5792,0.1749,37.8049,0.3731,5.8317,259290.2038,1528897.301
002497.SZ,5.2,21.89,23.176,116.3292,2.1955,8.5484,0.3072,29.7368,1.9611,11.1138,499200,2101440
002498.SZ,1.88,31.76,27.1537,136.3947,1.3734,8.2112,0.1424,53.3028,1.227,7.3315,625437.648,3408356.16
002499.SZ,6.15,53,29.1195,946.5695,1.5279,12.7065,0.0272,45.5859,2.2748,21.416,116235,855225
002500.SZ,4.92,27.66,14.8689,166.3535,1.1268,8.9223,0.4554,24.7919,2.6386,29.269,1391732.775,6966793.773
002501.SZ,2.37,42.91,8.5367,54.5979,0.4084,6.4691,0.3032,25.1581,1.4528,11.0861,287916.0325,2226744
002502.SZ,3.32,34.83,16.6086,317.8721,0.8314,7.0228,0.032,24.7513,3.9627,29.6556,177408,1409259.525
002503.SZ,2.08,31,10.1276,177.9903,1.1626,11.5264,0.215,22.0256,0.3071,17.5627,643241.1224,2497651.2
002504.SZ,2.35,43.5,17.6035,665.4873,2.0348,24.6806,0.0298,38.7749,1.3058,27.8659,134509.7,1795393.27
002505.SZ,1.22,18.66,176.4405,14972.9367,1.2629,5.8176,0.0873,36.7974,0.5438,60.1968,401166.72,3363399.27
002506.SZ,1.91,17.64,2.8043,10300.9419,2.9477,112.7378,0.3324,42.5372,1.3736,12.1814,161112.32,5662060.8
002507.SZ,10.38,50.9,23.7396,75.3075,3.5738,12.2111,0.0733,19.634,4.8201,13.9534,432822,2395699.226
002508.SZ,19.02,58.07,11.8458,35.6638,3.3675,10.8505,0.2207,12.1985,2.4672,7.5952,1273600,5162738.568
002509.SZ,2.03,26.44,8.2781,136.3444,0.962,8.0042,0.0043,34.2753,1.3871,21.9766,331200,2599669.882
002510.SZ,3.52,23.38,19.6969,61.5676,1.2926,5.859,0.4417,50.9674,1.6105,6.213,315476.8785,962133.76
002511.SZ,6.8,21.42,21.0694,111.9006,1.4002,4.4566,0.2421,22.44,1.2436,3.1384,334863.36,1367526.481
002512.SZ,3.46,47.86,53.0415,226.7951,1.5301,14.5316,0.0006,37.8474,1.165,25.1358,355858.1046,2597160.519
002513.SZ,4.83,32.25,25.5457,1321.6699,0.6574,6.0058,0.027,31.7525,0.9116,5.5429,164261.6723,687312
002514.SZ,5.12,38.18,33.0149,468.673,3.0141,11.0186,0.0556,62.654,3.9137,22.6659,225651.2,1057651.41
002515.SZ,4.05,71.9,38.7293,725.6554,2.3638,11.2119,0.2072,38.5251,9.7465,80.9196,200798.325,1502717.972
002516.SZ,2.77,44.8,11.4706,86.9799,1.0968,7.5313,0.2381,34.6914,1.9582,8.7227,416162.82,1538987.5
002517.SZ,3.08,66.6,4.8342,74.1815,1.2917,45.2442,0.0068,39.7682,2.3899,120.8964,126412,4379572.774
002518.SZ,5.85,51.2,9.1348,93.7988,1.4606,9.8561,0.0258,25.0791,1.2224,10.8652,343982.8045,1521544.192
002519.SZ,3.18,38.02,19.1065,107.4708,0.9567,8.0911,0.0106,20.1587,2.2486,13.2074,358205.0256,1765952.968
002520.SZ,6.22,49.05,33.6513,348.6279,1.6913,24.1959,0.2486,18.7741,3.0352,26.3002,344643.3387,1589220
002521.SZ,5.45,21.56,14.637,56.629,0.8013,3.2743,0.0953,24.7507,0.7022,4.1984,269603.7714,1066542.626
002522.SZ,4.07,60.3,69.1598,750.2053,2.0671,32.2856,0.4173,27.5204,4.191,78.2903,368652.2105,4255653.64
002523.SZ,2.87,14.83,34.009,599.998,1.9449,6.0284,0.1041,23.1195,3.0724,12.8639,212992,700225.3099
002524.SZ,4.22,17.07,53.0636,3065.1886,2.6854,10.9805,0.3732,30.0546,2.1014,13.4137,212406.4416,859189.0896
002526.SZ,1.85,20.39,22.4301,2858.9595,1.3729,5.575,0.0844,30.7636,1.7544,7.8301,289962,1088826
002527.SZ,5.04,45.95,30.4569,139.8745,1.053,9.1585,0.0578,19.4621,0.8716,13.6649,312572.9079,1823570.661
002528.SZ,3.14,30.23,25.5131,549.6468,1.0676,6.496,0.1304,47.0684,1.0755,12.3053,376383.9757,1403932.833
002529.SZ,5.83,34.45,99.1556,7641.6355,0.9627,6.987,0.1873,45.7781,6.1349,34.7988,151580,689000
002530.SZ,5.47,38.58,16.6463,857.464,1.0559,14.8014,0.1295,37.1321,3.6427,48.96,162944,1889356.134
002531.SZ,3.28,32.21,12.4185,86.9851,1.1326,8.1066,0.199,22.92,1.6577,10.6655,583518.2474,1532426
002532.SZ,6.02,6.06,21.4906,21.6334,2.1817,2.1962,2.9284,2.9619,1.9972,2.0105,302854.1738,304866.4939
002533.SZ,4.02,15.48,16.7295,65.1929,0.971,4.4374,0.137,39.1821,0.487,2.6469,222354.7546,856844.0064
002534.SZ,6.68,7.24,20.6612,22.3932,1.5897,1.723,4.435,16.706,1.3829,1.4988,493913.7558,535319.6994
002535.SZ,3.05,20.29,30.3792,448.9015,0.8187,4.9488,0.0408,33.7728,1.1084,6.0261,244513.3376,1083962.499
002536.SZ,9.01,82.49,11.1164,168.5299,1.4079,5.2399,0.2634,48.2474,1.0429,5.0419,251328,917860.3897
002537.SZ,9.3,37.5,27.8273,304.0038,1.5399,6.3043,0.1025,33.4872,0.7088,8.9497,215759.2,1911152.873
002538.SZ,3.99,21.72,11.5291,72.2806,0.8627,6.4612,0.2539,38.1141,1.0199,4.4506,286529.9929,1156176
002539.SZ,3.95,49.45,25.5767,141.2724,1.3217,7.0969,0.0948,22.4741,0.5149,3.3323,398989.5,1749493.2
002540.SZ,3.77,48.4,13.7488,90.7591,1.0038,8.3718,0.1668,23.9711,1.3407,9.2018,478989.6215,2117440
002541.SZ,6.38,29.85,9.2845,57.8741,0.7831,3.3379,0.305,19.212,0.5074,2.3079,319188,799980
002542.SZ,3.92,39.1,27.7776,143.4874,1.9205,12.3562,0.2686,55.3802,2.0619,14.5088,582837,2759400
002543.SZ,10.12,31.35,12.1565,47.9299,1.8841,5.297,0.3349,31.6377,0.8006,3.4142,488400,1379400
002544.SZ,8.93,54.88,25.3242,525.9506,2.2249,24.727,0.2139,14.5023,0.7792,14.263,460573.68,2830490.88
002545.SZ,5.48,26.84,20.8932,185.9484,0.9783,4.2452,0.1407,37.302,2.0849,12.4628,334941.75,2256305.27
002546.SZ,3.27,41.86,21.326,76.5468,0.9712,8.4173,0.2783,50.2251,4.1474,16.3483,272734.0544,1113436.8
002547.SZ,2.67,41.98,48.0388,264.6121,1.1084,8.2122,0.0475,32.4217,0.6473,6.4725,293656,1416094.792
002548.SZ,5.6,28.01,24.4338,135.2576,1.2686,10.9403,0.0368,48.5737,0.7144,4.3853,213105.7578,868870.2
002549.SZ,4,22.61,26.8696,310.3584,2.8057,10.861,0.0739,43.7914,5.0777,60.2449,249480,915705
002550.SZ,3.74,54.64,21.5279,83.0339,1.9017,10.4228,0.1256,11.557,3.6475,27.8823,478720,2151040
002551.SZ,4.45,59.96,17.8617,196.8238,1.3623,15.5017,0.1371,22.6325,1.5232,17.6197,314133.4717,2175006.428
002552.SZ,3.67,21.78,59.2384,1097.8402,1.872,8.2128,0.08,72.2427,4.2355,31.9644,112387.268,653400
002553.SZ,4.95,28.95,14.648,97.6694,2.4059,10.6998,0.033,42.3593,4.3637,21.5135,172260,651456
002554.SZ,2.39,20.76,24.2259,86.3045,1.2722,5.241,0.1562,35.922,1.5443,8.906,255923.59,1070437.5
002555.SZ,9.02,126.47,11.7759,4143.0252,3.0826,21.0194,0.0078,29.455,2.6403,67.7103,412452,5718745.092
002556.SZ,3.86,34.32,18.4566,110.2381,1.1747,7.9746,0.246,33.2088,0.177,1.7122,276993.6,1641868.8
002557.SZ,12.49,34.21,19.4614,38.2328,2.2787,4.5232,0.2947,14.8807,1.8674,3.5746,611780,1308567
002558.SZ,18.3,227.3,28.636,422.4976,2.223,25.2094,0.0205,44.2709,3.3817,197.2362,134470,15182849.49
002559.SZ,6.12,37.38,20.1248,123.5688,1.4136,8.385,0.1952,22.6987,1.4587,11.608,228278.1304,1052832
002560.SZ,3.89,51.06,41.4195,801.889,1.1099,5.0773,0.041,43.0151,0.9076,6.9473,166935.9855,728764.6594
002561.SZ,7.3,23.87,12.3405,38.268,1.4306,5.5509,0.1987,36.052,1.4419,4.7606,303506.99,992426.281
002562.SZ,3.86,31.45,10.2739,238.9993,1.4598,8.2158,0.0946,29.7778,2.0538,9.745,254159.4,1045980.905
002563.SZ,7.28,62.3,13.6508,39.1555,1.9607,5.4992,0.2334,10.6747,1.5612,5.2907,1961107.541,4415300
002564.SZ,4.25,20.08,19.6242,390.1861,0.962,5.0988,0.1172,38.6614,0.4607,7.8226,375238.62,1485341.696
002565.SZ,3.58,15.26,19.2655,106.8051,1.1079,6.4443,0.0871,36.541,1.248,6.0869,253859.4522,1063133.68
002566.SZ,5.5,26.44,26.0046,410.6759,0.9913,5.0157,0.1264,22.6776,1.7071,10.9831,182023.38,875036.0304
002567.SZ,4.3,18.67,12.2681,94.5307,1.0661,4.3493,0.0764,29.908,0.2565,0.81,284872.122,1184584.251
002568.SZ,8,176.56,21.6902,1123.2578,2.272,42.6389,0.0387,46.1841,3.4832,398.8494,425394.12,6419840
002569.SZ,7.65,58,19.3281,3957.3502,1.7514,15.6397,0.0264,45.982,1.4727,21.8693,106127.58,812058
002570.SZ,3.95,29.89,44.7093,625.2069,1.869,8.4552,0.3169,30.2788,1.5491,6.2927,403895.4,3056312.28
002571.SZ,3.89,20.5,32.6981,1346.0568,1.0123,6.2812,0.1669,198.0845,1.9174,9.2597,152468.8223,803498.935
002572.SZ,15.09,73.9,13.6233,62.2255,2.9435,11.6709,0.1119,17.4941,1.986,8.4486,1071605.7,3924561.818
002573.SZ,6.17,57.75,11.2901,108.9271,1.4424,13.0289,0.1178,19.2764,1.5783,21.2427,667144.8857,3122208
002574.SZ,4.53,28.16,26.1105,223.6886,0.7554,3.9255,0.1219,37.8226,0.5703,2.4302,239184,1214400
002575.SZ,2.96,19.95,39.6608,859.0339,1.7415,11.6918,0.4237,58.7595,3.0064,9963.3445,154405.2,1040268.24
002576.SZ,6.6,48.5,73.7228,4776.5758,1.2645,9.5002,0.3682,39.3574,1.1741,8.1314,108966,800735
002577.SZ,9.09,86.88,108.74,551.6874,2.153,17.6031,0.361,32.4591,5.4073,54.6333,257137.92,2467192.176
002578.SZ,3.17,43.56,39.0889,472.8231,1.8665,7.6309,0.1875,40.7463,1.5697,5.6662,179531,748360.8
002579.SZ,7.02,34.98,36.2537,420.1887,2.9196,12.9827,0.1035,35.6004,1.9783,16.5542,240181.92,817272.72
002580.SZ,4.56,33.36,48.9864,305.2626,1.3774,5.9764,0.0919,28.7054,0.9037,4.7825,161450.0955,634904.7881
002581.SZ,5.68,139.88,14.0485,265.4767,1.3055,25.3561,0.0283,14.6491,4.1917,64.0247,374729.8128,2634324.195
002582.SZ,7.49,44.21,28.1778,207.6811,1.1552,4.4192,0.0989,48.7996,0.8008,10.593,210920.4,1139919.836
002583.SZ,6.39,24.4,39.4537,401.6216,2.0631,9.5862,0.3763,24.7504,1.7659,8.9164,685270,3896561.526
002584.SZ,4.71,75,27.296,197.2321,1.5816,13.4886,0.0231,46.729,0.8003,6.8116,247600,1500000
002585.SZ,5.02,25.91,21.8411,155.6782,0.7596,3.0711,0.1811,17.6246,1.5343,7.1513,580451.5987,1578120.812
002586.SZ,4.38,25.74,14.9008,137.4554,0.9495,6.0019,0.0607,42.4731,1.4297,5.1325,401561.8199,1076361.893
002587.SZ,4.46,27.9,17.694,347.4612,2.3242,12.2224,0.0903,35.8992,1.9501,20.1225,256187.3496,700593.9766
002588.SZ,3.57,64.05,17.5624,42.9139,0.9668,7.1799,0.2819,13.3254,0.7678,3.7648,413007.588,2233350.6
002589.SZ,5.93,104.25,7.9719,150.5037,1.0514,9.5478,0.0677,28.2162,0.286,3.5077,648891.9056,2890557.931
002590.SZ,8.58,9.61,,,2.3177,2.5959,2.847,13.7997,1.8228,2.0417,411537.0625,460940.6959
002591.SZ,4.97,23.19,36.5792,1127.1273,1.3581,8.0654,0.2825,42.6385,4.9641,37.6528,153079.4338,607670.7206
002592.SZ,10,87.61,21.3086,391.2921,1.3649,16.296,0.192,28.4382,3.1713,35.5314,194739.7614,2184437.681
002593.SZ,2.75,43.75,23.9232,254.796,1.0485,6.978,0.0538,36.4233,0.712,7.5576,192814.875,1019812.5
002594.SZ,36.23,83.6,25.8226,381.5515,1.8484,8.118,0.2207,11.9872,0.9282,3.3519,8970548,20699360
002595.SZ,12.26,60.85,14.9271,48.4633,2.4842,9.8777,0.0743,13.4481,3.0271,13.4131,980800,2434000
002596.SZ,5.69,45.75,33.4992,1622.9198,1.9867,7.1985,0.0156,41.1351,1.6549,13.0837,180337.6,1499677.02
002597.SZ,6.99,28.78,6.9959,61.0074,2.0009,5.5851,0.1373,24.9738,1.2314,3.6129,397255.68,1619357.854
002598.SZ,6.22,18.38,24.6497,83.1382,2.432,8.0536,0.1311,23.0583,2.2093,10.8157,194064,573456
002599.SZ,9.22,46,26.5422,602.5629,1.9002,10.0904,0.2003,27.9534,1.6479,9.3906,189552,643371.2166
002600.SZ,2.43,22.93,13.459,3447.4381,1.5676,7.7708,0.0987,42.0504,0.827,3.9758,310808.4,6051248.568
002601.SZ,11.87,64.16,9.5901,231.0066,1.7529,5.7069,0.0136,27.1217,1.8426,12.0211,382347.9696,4090608.119
002602.SZ,6.21,47.3,19.2379,134.0398,1.0337,11.3668,0.0166,56.1582,1.6352,15.3437,163012.5,5229853.987
002603.SZ,10.01,54.38,18.5918,91.8557,1.6191,7.4921,0.1331,15.8145,2.5581,11.6247,1207512.89,3463721.72
002604.SZ,1.36,32.33,22.9459,162.0952,0.9899,5.5149,0.0205,34.8739,0.4612,13.8884,81540.3507,1020651.84
002605.SZ,6.01,33.58,24.4869,99.624,1.4877,11.0383,0.4259,45.3763,3.2088,14.1512,239059.2814,1084974
002606.SZ,3.51,53.66,37.4342,622.1813,1.6066,13.4675,0.0539,48.6695,1.8303,15.064,143031.096,1093311.768
002607.SZ,3.88,17.25,41.5854,9059.4829,1.6809,7.5961,0.1824,50.1102,0.3172,12.2419,166566.4,7635240.444
002608.SZ,6.43,20.14,7.8089,68.3974,1.1012,40.22,0.0077,38.5811,0.8579,10.7995,284665.5,4866705.403
002609.SZ,5.29,68.8,18.8618,198.7788,1.6178,25.3444,0.1281,40.8078,3.7275,36.9938,352038.2963,2066064.764
002610.SZ,1.53,47.79,45.4637,514.6134,1.1847,7.5004,0.1099,55.3723,1.3281,6.6883,292200,2153368.137
002611.SZ,3.25,28.4,9.4567,203.2791,0.7494,15.4806,0.0953,24.7165,1.0038,13.015,248270.26,1796141.188
002612.SZ,8.17,109.54,12.6532,229.3096,1.2177,9.5628,0.1676,43.715,1.26,17.8337,326800,2190800
002613.SZ,2.54,14.3,55.5191,594.5448,1.5671,6.405,0.2013,28.2007,1.7749,11.2723,238041.18,942937.2
002614.SZ,8.1,40,17.6933,102.4857,2.0334,7.1617,0.2582,37.6306,1.5158,5.428,449367.75,1538113.65
002615.SZ,4.47,40.2,22.0487,168.4029,2.3762,10.6271,0.2815,45.3046,1.1091,8.9186,183448.8,680534.4
002616.SZ,4.92,46.7,32.6923,140.8707,1.7136,8.0202,0.1011,47.2221,1.8804,9.1061,365006.5068,1303977.871
002617.SZ,3.26,61.6,15.1204,1478.0966,1.3258,12.9356,0.0223,49.534,0.4963,9.6898,142200,1270512.022
002618.SZ,8.89,60.3,34.0649,532.2892,1.9436,8.4266,0.203,15.8091,5.7185,42.8682,313775.52,1395369.6
002619.SZ,3,48.55,9.8998,1635.4926,0.9139,6.6755,0.2691,48.7422,3.0334,43.8405,111218.25,2152056.697
002620.SZ,5.42,74.2,12.7383,139.3182,0.9219,7.5046,0.4575,65.8562,0.572,4.9806,192600,1075900
002621.SZ,9.28,33.14,41.1395,1538.5501,1.9898,7.2312,0.0876,35.6857,12.891,93.9555,208800,868987.5
002622.SZ,2.53,68.27,28.6282,698.6871,1.3511,15.4721,0.1209,51.6629,6.2783,108.8904,154350,1674960
002623.SZ,13.64,58.3,35.0023,354.0716,1.014,4.2458,0.2288,38.9047,1.2588,9.6144,218240,932800
002624.SZ,5.95,43.62,16.5244,158.996,2.3504,26.0069,0.0508,48.6801,2.5377,41.9825,119000,5128293.029
002625.SZ,6.87,118.46,32.0433,939.8719,1.9604,73.6635,0.0203,47.3242,4.3541,133.788,113802.867,5070046.908
002626.SZ,8.42,36.72,7.9786,111.953,2.359,8.6387,0.0465,16.3986,2.5279,12.616,484992,1325436.143
002627.SZ,6.21,41.54,17.8063,96.7005,0.947,6.0603,0.1531,17.9149,0.9334,4.1283,189436.5,554559
002628.SZ,3.99,9.99,22.8606,895.6454,1.0997,2.806,0.3158,41.256,1.2258,5.7189,294229.0698,736678.7988
002629.SZ,3.17,19.63,32.5826,2935.2094,1.9989,45.6604,0.0284,35.8277,0.3841,30.2445,130587.516,734915.232
002630.SZ,2.69,38.35,16.4611,114.8615,0.9488,5.1035,0.0205,35.3317,0.6796,4.447,317635.2,1415115
002631.SZ,6.09,40.68,26.3488,182.7926,2.0387,17.7847,0.2198,30.2468,2.3461,35.6989,266373.45,2565676.674
002632.SZ,6.14,49.21,19.5964,297.6348,2.0239,10.5094,0.3602,29.5005,3.5803,20.0648,216188.089,967368.896
002633.SZ,6.65,32.87,129.5253,787.3866,1.9269,9.7057,0.0054,50.4231,4.2349,30.9655,99750,493050
002634.SZ,3.76,60.85,40.7798,215.0764,2.5375,11.9726,0.2768,54.3751,4.1172,23.5919,173336.9682,779222.409
002635.SZ,10.21,52.02,15.904,87.8038,1.0969,9.309,0.1671,26.2538,2.1173,17.1389,470678,3278235.214
002636.SZ,6.79,55.68,10.9722,495.957,2.0612,17.4663,0.6648,45.3806,1.268,10.335,316400,2359448
002637.SZ,6.62,37.05,12.3136,250.181,1.2621,5.0993,0.0274,24.1859,0.4176,2.3471,208160,675216
002638.SZ,2.11,30.36,34.965,572.8637,0.6119,5.0461,0.048,28.4301,2.3045,18.5528,320442.6561,1576395.626
002639.SZ,5.33,49.3,105.1342,7570.6454,1.5913,6.874,0.2003,56.9235,3.131,16.7964,254560,1024590.606
002640.SZ,9.54,115.5,15.0348,649.2133,2.1305,13.956,0.1317,30.9576,0.7735,22.2996,475890.46,3451440.442
002641.SZ,3.02,28.3,15.1242,54.6581,1.2054,5.7841,0.1516,29.6424,0.6712,3.7431,339206.4,1268352
002642.SZ,5.24,93.48,32.9907,233.847,0.8332,14.9738,0.2972,49.9643,1.3526,25.609,346668.084,3731961.909
002643.SZ,6.76,59.38,17.5635,95.1414,1.5582,7.8322,0.3343,33.2111,2.4565,11.2854,351165.36,2018155.483
002644.SZ,7.7,65.56,48.5884,370.0116,2.7885,11.0706,0.1521,27.606,6.7701,38.6627,362896.072,1339146.917
002645.SZ,7,38.9,15.7343,2017.7751,1.3999,8.7085,0.0054,42.5946,1.4096,19.4041,227459.3724,814741.1239
002646.SZ,10.46,41.5,23.8571,60.5126,1.9869,7.8308,0.31,20.7662,3.5266,13.6769,470700,1867500
002647.SZ,6.83,68.96,18.7438,172.6129,1.1563,15.2343,0.0101,76.8464,0.314,28.1662,115365.53,1514244.368
002648.SZ,6.91,20.62,11.4187,445.8249,1.2865,4.8768,0.1022,26.608,1.1047,3.7696,556315.117,2082745.758
002649.SZ,6.01,92.42,13.5037,69.807,1.4256,9.7799,0.0845,25.932,1.2824,9.3914,315938.9688,1549883.4
002650.SZ,3,24.19,19.6113,94.425,1.5982,6.3789,0.3194,34.9854,1.8738,6.4845,345600,1114675.2
002651.SZ,4.07,64,27.0489,171.9806,2.0489,13.4102,0.429,67.6046,7.3588,39.2313,414122.5,2566400
002652.SZ,3.8,30.84,26.2766,182.4691,2.5729,11.3923,0.0576,45.9444,0.7245,4.6741,153139.14,667283.4
002653.SZ,9.72,38.62,28.157,88.9934,5.2662,20.9552,0.1799,14.7288,3.575,34.0219,1050022.44,4172002.74
002654.SZ,3.7,54.5,21.2789,360.8931,1.016,15.292,0.0498,43.0505,0.7594,22.4541,158928,1319227
002655.SZ,5,27.42,121.4024,652.4096,3.9515,15.7173,0.2087,48.9774,2.2469,14.1151,180000,987120
002656.SZ,4.64,36.97,15.3832,583.008,1.3626,6.0869,0.0283,31.608,2.5163,12.4435,279600,1110194.983
002657.SZ,11.97,170.74,32.1979,874.0722,1.5631,35.8265,0.0373,29.956,3.0737,51.4198,404079.2931,5412101.188
002658.SZ,6.26,69.81,16.0643,118.0426,1.8817,18.3336,0.3451,25.9297,2.9932,30.5745,378658.9972,2455814.099
002659.SZ,5.74,34.59,170.8799,3512.9921,1.6384,18.0185,0.0165,30.8067,2.8089,26.305,178514,1141718.4
002660.SZ,4.46,23.03,77.2182,1722.1617,1.5041,7.5903,0.0515,40.2342,0.8342,11.0863,122350.1573,638717.0139
002661.SZ,11.66,64.02,22.5483,86.099,1.7989,7.6067,0.2445,24.2819,1.5054,3.681,266411.3095,696375.533
002662.SZ,3.19,22,6.4052,78.4816,0.9544,3.8907,0.3095,43.5424,0.8371,6.4355,478500,1650000
002663.SZ,2.32,38.53,20.4001,166.5272,0.806,6.9202,0.0538,28.8575,1.144,8.0746,416646.5849,2513978.953
002664.SZ,10.15,56.38,15.4437,112.7526,1.9924,15.969,0.1834,32.6446,1.531,13.3059,406020.3,2100105
002665.SZ,2.3,77.4,46.436,194.2563,0.7943,13.2701,0.0653,43.1558,7.7187,24.5675,583905.7695,3181549.646
002666.SZ,3.37,40.69,16.0871,91.6645,0.8813,6.0271,0.2698,26.7003,0.6855,8.4831,254208.9633,1534682.896
002667.SZ,5.52,84.48,22.4774,1113.213,1.6578,14.8539,0.0642,51.4889,5.7601,59.5942,127584.864,1148590.08
002668.SZ,3.24,118.25,9.9438,83.398,0.9405,11.6984,0.0195,47.3106,0.4469,4.2556,276630.55,1955263.75
002669.SZ,9.58,33,26.3419,190.0772,1.2201,9.4767,0.1426,31.7575,2.7427,12.3587,214900,743859.0565
002670.SZ,8.21,41.91,18.7417,1481.3693,1.3502,10.7779,0.0771,35.4091,1.1785,8624.8809,178600,3498309.402
002671.SZ,3.88,23.89,18.2033,1805.1156,0.8697,7.3925,0.0988,32.7372,1.5563,13.2807,183307.4859,1059989.261
002672.SZ,9.74,75.76,16.6243,98.4023,2.1724,10.4639,0.099,16.8544,2.5319,12.0823,864035.4993,2634984.627
002673.SZ,6.83,79.5,19.0082,213.1993,1.3543,10.3336,0.4925,28.2278,7.7907,48.8853,2391756.563,11419901.9
002674.SZ,6.31,27.12,21.992,686.5219,0.8534,4.1613,0.0971,27.0725,0.9657,2.9147,190613.8442,657600.336
002675.SZ,7.01,68.06,24.4089,147.6941,1.4208,10.3077,0.0107,36.8593,2.7977,17.0499,249350.4,1382762.557
002676.SZ,2.54,48.01,41.0921,22103.7828,1.7325,12.6848,0.0963,34.6307,1.1144,11.7456,180480,1372000
002677.SZ,9.95,59.29,17.2887,84.4444,3.5325,13.2112,0.4727,39.9532,4.9277,25.0618,329400,1414261.599
002678.SZ,5.37,28.17,41.4858,195.6462,2.2855,14.2896,0.1189,24.7931,3.7105,18.3022,729418.0135,2693052
002679.SZ,11.1,62.69,28.9162,656.6928,2.5835,12.3215,0.4393,46.6311,9.2321,60.8169,177510.4,869384.92
002681.SZ,3.32,91.3,15.0215,192.9784,1.0997,13.845,0.3998,44.4985,1.8505,26.3868,689565.257,3132694.73
002682.SZ,4.22,43.85,13.0703,442.3435,0.8565,8.6637,0.0812,24.2463,0.4123,4.0825,180128,912080
002683.SZ,6.42,41.63,27.0462,187.3905,1.5333,5.2619,0.1377,18.1691,1.1882,3.0139,446446.7963,1045107.03
002684.SZ,5.31,46.05,43.4503,3230.6937,1.3283,15.2504,0.0882,49.7334,0.921,25.0836,160926.432,1323873.576
002685.SZ,4.88,55.32,10.8477,988.7047,1.0544,15.8942,0.1262,37.6011,0.5645,22.1822,168800,1260000
002686.SZ,5,35.3,14.9012,124.5996,1.4393,12.0387,0.0413,65.0388,1.4801,13.5284,221541.0105,960195.3
002687.SZ,4.41,22.18,19.6264,97.1648,1.5638,8.41,0.4231,33.7339,1.7916,11.713,156489.732,787061.736
002688.SZ,4.18,29.7,19.8934,81.2991,1.6658,6.7933,0.0215,30.5015,1.7235,6.7655,260754.48,814441.3377
002689.SZ,3.16,31.49,33.0212,736.47,2.4015,16.9867,0.1309,23.4725,2.8775,10.6387,329686.1891,2071949.316
002690.SZ,16.66,101.2,30.7251,170.7707,5.4204,25.1077,0.032,7.2194,10.7056,63.6116,1126216,4177680
002691.SZ,6.54,35.6,51.2046,1067.6533,2.5477,8.3336,0.1389,50.1796,4.8413,28.3226,211800,712000
002692.SZ,3.19,34.66,25.1238,143.882,1.5033,8.618,0.2175,33.5075,0.7979,4.3991,229088.574,1131406.38
002693.SZ,3.61,20.96,55.5882,502.1091,2.6157,9.6204,0.2944,48.2776,4.2339,53.159,146205,878612.808
002694.SZ,3.68,44.59,19.7004,9317.2008,1.974,16.163,0.0027,47.8507,1.1472,10.6179,209433.6,1541030.4
002695.SZ,9.88,84,27.0483,206.9887,1.7936,10.8618,0.731,64.9292,2.5573,14.4549,269782.4389,1715352.906
